,headlines,categories
0,روسی اپوزیشن رہنما ناوالنی کی ترجمان کی نظر بندی میں توسیع,"['عدالت', 'کرونا وائرس', 'روس', 'جیل']"
1,بھارت میں ایک دن میں کورونا وائرس کے تقریبا چھتیس ہزار نئے کیسز ریکارڈ,"['بھارت', 'کرونا وائرس', 'ہلاک']"
2,بیلاروس کی اپوزیشن رہنما کا منسک حکومت سے مذاکرات کا مطالبہ,"['اقوام متحدہ', 'مذاکرات']"
3,عالمی اقتصادی ترقی کی شرح اس سال تقریباً پانچ فیصد رہے گی، اقوام متحدہ,"['اقوام متحدہ', 'دنیا', 'کرونا وائرس', 'امریکہ']"
4,محکمہ اطلاعات حکو مت کے تر جما نی کے فرائض انجام دیتا ہے،وزیراطلاعات سندھ ,"['سوشل میڈیا', 'سندھ', 'آصف علی زرداری', 'کراچی', 'بلاول بھٹو زرداری', 'وزیر اطلاعات']"
5,وزیراعظم سمیت پوری وفاقی کابینہ کی مرکز نگاہ اس وقت صرف اپوزیشن ہے، سیدہ شہلا رضا,"['کار', 'پیپلز پارٹی', 'رمضان المبارک', 'سندھ', 'تیل', 'شہلا رضا', 'ووٹ', 'مہنگائی']"
6,فارن فنڈنگ کیس میں تاخیر حکومتی حربہ ہے تاکہ الیکشن کمیشن کو دباؤ میں لیا جاسکے‘عاجز دھامراہ,"['پیپلز پارٹی', 'ایم کے', 'مری', 'ووٹ', 'وزیراعظم', 'مہنگائی', 'الیکشن کمیشن', 'پاکستان', 'الیکشن', 'جلسہ', 'سیاسی جماعتوں کی غیر ملکی فنڈنگ', 'سندھ', 'عام انتخابات 2018', 'جمہوریت', 'کراچی', 'یوسف رضا گیلانی', 'لانگ مارچ', 'سینیٹ', 'رانا ثناء اللہ', 'مسلم لیگ (ن)']"
7,مدرسہ مظہرالعلوم حمادیہ اتحادٹاؤن میں تکمیل قرآن کریم وتقسیم انعامات کی تقریب کل منعقد ہوگی,"['سندھ', 'لیاری', 'فخرالدین جی ابراہیم']"
8,استحکام خاندان مہم ‘ پاکستان عورت کا اصولی بیانیہ ثابت ہوئی ، دردانہ صدیقی ,"['کرپشن', 'پاکستان', 'سری لنکا', 'سینیٹ', 'جماعت اسلامی', 'عام انتخابات 2018', 'مہنگائی', 'کرونا وائرس']"
9,امام اعظم ابو حنیفہ ؒ فہم و فرا ست ، زہد و تقویٰ کے پیکر تھے،شاہ عبد الحق,"['پاکستان', 'کراچی']"
