,headlines,categories
66,وی بوک سسٹم میں فعالیت کی نشوونما تک راستہ کی نگرانی اور باخبر رہنے کو یقینی بنانے کے لئے ٹریکنگ ڈیوائسز کی تنصیبات خوش آئند ہے،میاں ناصر حیات مگوں,"['پاکستان', 'کاروبار']"
67,آل پاکستان مائنز اینڈ منرلز ایسوسی ایشن کے عہدیداران و دیگر اعلی ذمہ داران کا لاکھڑا کول فیلڈ کا تفصیلی دورہ،سکول بارے بریفنگ دی گئی ,"['سندھ', 'پاکستان']"
68,نااہل اورمفاد پر ست حکمرانوں نے اس مملکت کی شناخت کو ناقابل تلافی نقصان پہنچایا، محمد کاشف چوہدری ,"['نقصان', 'یوم پاکستان', 'پاکستان', 'محمد علی جناح']"
69,نوکنڈی شہرمیں پینے کے پانی کاایک مرتبہ پھر سے بدترین بحران شروع ہو,"['پانی', 'غریب', 'کاروبار']"
70,صوبائی حکومت بنیادی سہولیات کی فراہمی کیلئے کوشاں ہے : انجینئر زمرک خان ,"['خان عبدالولی خان', 'اے این پی', 'کوئٹہ', 'بلوچستان', 'پانی', 'تعلیم', 'افغانستان', 'عام انتخابات 2018', 'الیکشن']"
71,نیب حکومت مخالف قوتوں کے لیے ایک لٹکتی تلوار ہی: سینیٹر عبدالغفور حیدری ,"['پارلیمنٹ', 'چور', 'لاہور', 'جمعیت', 'مریم نواز شریف', 'سیاسی جماعتوں کی غیر ملکی فنڈنگ', 'اسمبلی', 'سراج الحق', 'کرپشن', 'ایٹمی', 'لانگ مارچ', 'بلاول بھٹو زرداری']"
72,عوامی نیشنل پارٹی ضلع کوئٹہ کابینہ اجلاس، تنظیمی و پارلیمانی امور سیر حاصل بحث ہوئی,"['کوئٹہ', 'چارسدہ یونیورسٹی حملہ', 'کار', 'عام انتخابات 2018', 'عید', 'الیکشن']"
73,کوئٹہ:پاکستان کوسٹ گارڈز کی کامیاب کارروائی,"['لیاری', 'پاکستان', 'منشیات', 'بلوچستان']"
74,گوادر کسٹمز نے کروڑں روپے کی چھالیہ کی اسمگلنگ ناکام بنادی,"['کراچی', 'گوادر', 'کوئٹہ', 'بلوچستان']"
75,سربراہ لاہور پولیس ایڈیشنل آئی جی غلام محمود ڈوگر کا دورہ سروسز ہسپتال ,"['پولیس', 'فائرنگ', 'لاہور', 'علاج', 'کار', 'زخمی', 'نامعلوم افراد']"
76,سی سی پی او ایڈیشنل آئی جی غلام محمود ڈوگر نے ڈولفن ہیڈکوارٹرز والٹن کا دورہ ,"['پولیس', 'شہید', 'لاہور']"
77,وزیراعلی بلوچستان جام کمال خان کی زیر صدارت اجلاس ,"['کمپنی', 'بلوچستان', 'دنیا']"
78,بلوچستان یونین آف جرنلسٹس کا کوئٹہ تا اسلام آباد لانگ مارچ اور پارلیمنٹ ہاس کے سامنے دھرنے میں بھرپور شرکت کے عزم کا اعادہ,"['اسلام آباد', 'شہید', 'پارلیمنٹ', 'کوئٹہ', 'بلوچستان', 'درآمد', 'پاکستان', 'کار', 'ٹارگٹ کلنگ', 'لانگ مارچ']"
79,ینگ ڈاکٹرز ایسوسی ایشن بلوچستان کے الیکشن کمیٹی کے چیئرمین ڈاکٹرحفیظ مندوخیل کا ینگ ڈاکٹرز کی تنظیم کی نئی کابینہ کااعلان ,"['ڈاکٹر', 'بلوچستان', 'عام انتخابات 2018', 'الیکشن']"
80,گوادر کسٹمز کی کار روائی ،کر وڑوں روپے مالیت کا چھا لیہ بر آمد,"['گوادر', 'کوئٹہ', 'بلوچستان', 'کار']"
81,سریاب روڈ کی توسیع اور کوئٹہ پیکج کی حقیقی تکمیل کے لیے سنجیدگی کا مظاہرہ کرتے ہوئے متاثرین کو مطمئن کیاجائے،مشترکہ بلوچستان ٹرانسپورٹرز,"['کوئٹہ', 'بلوچستان']"
82,بلوچستان کو کوئی پارٹی اپنا نہیں سمجھتی ، بد قسمتی سے یہاں سے مینڈیٹ لینے والے بھی اسے اپنا نہیں سمجھتے ،مولانا عبدالحق ہاشمی ,"['کوئٹہ', 'بلوچستان', 'پانی', 'علاج', 'بجلی', 'تعلیم', 'جماعت اسلامی', 'منشیات']"
83,پشاورمیں مزید 18مقامات پر سمارٹ لاک ڈاون نافذ,"['کرونا وائرس', 'پشاور']"
84,پشاور، چیف ٹریفک آفیسر کا ٹریفک نظام کا جائزہ لینے کیلئے شہر کے مختلف مقامات کا دورہ ,"['پولیس', 'گاڑیاں', 'ٹریفک', 'کار', 'سڑک']"
85,درخت لگانا صدقہ جاریہ،ماحولیاتی آلودگی سے نجات کاذریعہ اورآکسیجن حاصل کرنے کا بہترین ذریعہ بھی ہے ،منیر نور گرگناڑی ,['موسم']
86,سیکریٹری کالجز اینڈ ہائر ایجوکیشن بلوچستان ہاشم غلزئی کاگورنمنٹ ڈگری کالج قلات کا دورہ ,['بلوچستان']
87,مسلم لیگ(ن) کوئٹہ کی چمن دھماکے کی شدید مذمت ,"['پاکستان', 'زخمی']"
88,بلاول بھٹو زرداری کی چمن میں دہشتگردانہ حملے کی مذمت ,"['آصف علی زرداری', 'بلاول بھٹو زرداری', 'پاکستان', 'زخمی']"
89,سماجی کاموں میں حصہ لینا عبادت سے کم نہیں ہی: میر عبدالقدوس بزنجو ,"['بلوچستان', 'کار', 'اسمبلی', 'غریب', 'نعمت اللہ خان']"
90,مریم نواز کی پیشی، نیب نے لاہور ہائی کورٹ میں درخواست دائر کر دی,"['وزارت داخلہ', 'ایم کے', 'دھمکی', 'لاہور', 'ریڈ زون', 'راجہ بشارت', 'مسلم لیگ (ن)', 'مولانا فضل الرحمن', 'مریم نواز شریف', 'امن و امان', 'پنجاب', 'کرونا وائرس', 'وزیر قانون', 'رینجرز', 'لاہور ہائیکورٹ', 'عدالت']"
91,عوام نے میرٹ کی بالادستی اور شفافیت کو یقینی بنانے کے لئے تحریک انصاف کو ووٹ دیاہے، محمود خان,"['ڈاکٹر', 'پولیس', 'پاکستان', 'کار', 'خیبرپختونخوا', 'پنجاب', 'ووٹ', 'پاکستان تحریک انصاف']"
92,یوم پاکستان ،گورنر ہاوس میںتصویری نمائش کا انعقاد,"['قائداعظم', 'پاکستان', 'محمد علی جناح', 'یوم پاکستان', 'گورنر', 'پشاور']"
93,وزیراعلیٰ بلو چستان سے کمانڈر سدرن کمانڈر لیفٹیننٹ جنرل سر فراز علی کی ملاقات,['وزیر اعلیٰ']
94,پانی زندگی کا ایک لازمی وسیلہ ،صاف پانی انسانی صحت، معاشرتی و معاشی ترقی اور ماحولیاتی نظام کو مستحکم بنانے کیلئے کلیدی حیثیت رکھتا ہے،گورنر بلوچستان,"['کوئٹہ', 'بلوچستان', 'دنیا', 'پانی', 'پاکستان', 'گورنر', 'جرمنی', 'تعلیم', 'قحط']"
95,پاک افغان سرحد پر باڑ سے متعلق اقدامات کو ہماری کمزوری نہ سمجھا جاہے ،سرحد پر باڑ کی تکمیل ملکی مفادات میں ہے ،میر ضیاء اللہ لانگو,"['افغانستان', 'اغوا']"
96,جدید طرز تعلیم میں ٹیکنالوجی کی اہمیت مسلم ہے،طلباء اپنی تمام ترتوجہ تعلیم کے حصول پر دیں،حاجی نورمحمد خان دمڑ ,"['ڈاکٹر', 'وزیراعظم', 'پولیس', 'بم دھماکہ', 'شہید', 'بلوچستان', 'ٹیکنالوجی', 'جمعیت', 'کار', 'زخمی', 'گاڑی', 'شادی', 'تعلیم', 'عام انتخابات 2018']"
97,چمن دھماکے میں بچے سمیت تین افراد کے شہادت اور چودہ سے زائد افراد کے زخمی ہونے پر دلی دکھ ہوا،سردار محمد یعقوب خان ناصر,"['دہشت گرد', 'ایم کے', 'مسلم لیگ (ن)', 'پاکستان', 'ریلوے', 'زخمی', 'امن و امان', 'سردار محمد یعقوب خان', 'افغانستان']"
98,ڈپٹی کمشنر سبی سید زاہد شاہ کی زیر صدارت سسٹین ایبل ڈیولپمنٹ گولز کے حوالے سے اعلی سطحی اجلاس ,"['تعلیم', 'ڈاکٹر', 'حبیب اللہ خان']"
99,ایڈیشنل کمشنر نصیرآباد ڈویژن و ڈویژنل ڈائریکٹر ترقیات کا ضلع صحبت پور میں مختلف زیر تعمیر ترقیاتی میگا منصوبوں کادورہ ,"['تعلیم', 'پانی', 'کار']"
100,پاکستان ہماری پہچان اور ہمارے بچوں کا مستقبل ہے،نسیمہ نازبلوچ,"['سندھ', 'کراچی', 'پاکستان', 'یوم پاکستان', 'لیاری']"
101,اساتذہ پر تشدد کرکے پیپلزپارٹی نے آمریت کو بھی مات دیدی ہے ،عمران قریشی,"['ریکارڈ', 'سندھ', 'کراچی', 'جمہوریت', 'پاکستان', 'غریب', 'تعلیم', 'پاکستان تحریک انصاف']"
102,بلوچستان میں پاکستان کا نام لیناجرم بنادیاگیاہے، محمدعلی بروہی,"['پولیس', 'احتجاج', 'بلوچستان', 'کراچی', 'پاکستان', 'چین']"
103,ریلوے ٹریک اور تنصیبات پر سیفٹی کے پہلوئوں کو جانچنے کے لیئے ڈی ایس کراچی کاگدرتا کوٹری 125 کلومیٹر ریلوے ٹریک کا معائنہ,"['کراچی', 'پاکستان', 'ریلوے']"
104,شب برات سے قبل بلدیاتی خدمات کو یقینی بنانے کے حوالے سے اقدامات یقینی بنائے جارہے ہیں،شعیب احمدملک ,['بلدیاتی انتخابات']
105,آل پاکستان فائر اینڈ ریسکیو ورکرز ایسوسی ایشن کے تحت ملک بھر میں محمد منشاء بٹ کی تیسری برسی پر تعزیتی اجتماعات,"['کوئٹہ', 'کراچی', 'پشاور', 'پاکستان']"
106,آئی بی اے ٹیسٹ پاس ٹیچرز کو مستقل کیا جائے، آل پاکستان لوکل گورنمنٹ ورکرز فیڈریشن,"['احتجاج', 'سندھ', 'کراچی', 'پاکستان', 'اسمبلی']"
107,لوکل گورنمنٹ کے ملازمین کو اپنی جنگ خود لڑنی پڑے گی، ملازمین کو صوبائی ملازمین کے مساوی حقوق دلواکر دم لے گی،سید ذوالفقار شاہ ,"['احتجاج', 'سندھ', 'کراچی', 'رمضان المبارک', 'پاکستان', 'بلدیاتی انتخابات']"
108,مرکنٹائل ایکس چینج میں10.1ارب روپے کے سودے,['پاکستان']
109,فیفا نے نارملائزیشن کمیٹی کو 30 جون سے قبل الیکشن کرانے کا ٹارگٹ دیا ہے ،کمیٹی نے ابھی تک شیڈول کا اعلان نہیں کیا، سید شرافت حسین بخاری ,"['سپریم کورٹ', 'پاکستان', 'فٹبال', 'ہوٹل', 'عام انتخابات 2018', 'فیفا', 'الیکشن', 'عدالت']"
110,سندھ ہائی کورٹ کی نیب کو اعجاز جاکھرانی کو آئندہ سماعت پر حاضری یقینی بنانے کی ہدایت ,"['سندھ', 'جیل', 'سندھ ہائیکورٹ', 'سماعت', 'عدالت']"
111,آل سندھ پروفیسر اعجاز احمد فاروقی انوی ٹیشن کرکٹ ٹورنامنٹ، مزید تین میچوں کے فیصلے ہوگئے,"['ریاض', 'کرکٹ', 'پاکستان کرکٹ بورڈ', 'سندھ', 'پاکستان']"
112,چھٹا نیشنل بینک پریذیڈنٹ کپ ٹی ٹوئنٹی کرکٹ ٹورنامنٹ ,"['نقصان', 'کرکٹ']"
113,پاکستان رینجر ز باسکٹ بال کھیل کے فروغ کے لئے اپنا بھرپور کردار ادا کریگی، بریگیڈیر فیصل نواز ,"['ڈاکٹر', 'پولیس', 'کراچی', 'پاکستان', 'خورشید احمد', 'کھیل', 'یوم پاکستان', 'بینظیر بھٹو', 'رینجرز', 'گوادر', 'عدالت']"
114,سندھ اسپورٹس بورڈ یوم پاکستان اسپورٹس گالا آرم ریسلنگ بوائز اور گرلز چیمپئن شپ کا افتتاح ,"['سندھ', 'کراچی', 'یوم پاکستان', 'پاکستان']"
115,سابق گورنر سندھ زبیر احمد نے آرٹس کونسل کراچی میں کووڈ19 ویکسی نیشن سینٹر سے ویکسین لگوالی,"['ڈاکٹر', 'سندھ', 'کراچی', 'علاج', 'پاکستان', 'کرونا وائرس', 'گورنر']"
116,حافظ نعیم الرحمن کی وفد کے ہمراہ علامہ باقر عباس زیدی سے وحدت ہائوس میں ملاقات,"['سندھ', 'کراچی', 'جماعت اسلامی', 'پانی']"
