,headlines,categories,time
0,محکمہ داخلہ نے ایک خط کے ذریعے اپنا طریقہ کار اپنایا، میں انسپکٹر جنرل پولیس سے کبھی اختلاف پیدا نہیں کرتا، وزیراعلیٰ سندھ ,"['سندھ', 'پاکستان', 'دنیا', 'ڈاکٹر', 'کرونا وائرس', 'کار', 'کرکٹ', 'پولیس', 'کراچی', 'پاکستان سپر لیگ', 'ٹیکنالوجی', 'پاکستان کرکٹ بورڈ', 'پیپلز پارٹی']",2021-04-01T23:29:48+0500
1,گورنر سندھ سے رکن سندھ اسمبلی ملک شہزاد اعوان کی ملاقات,"['سندھ', 'اسمبلی', 'وزیراعظم', 'گورنر']",2021-04-01T23:29:48+0500
2,گورنرسندھ کا لاڑکانہ شہر کے قریب بس ایکسیڈنٹ میں قیمتی جانی نقصان پر افسوس کا اظہار,"['زخمی', 'جاں بحق', 'سندھ', 'نقصان', 'گورنر']",2021-04-01T23:29:48+0500
3,حلقہ پی ایس 70 ماتلی پر کاغذات نامزدگی کی وصولی کے پہلے روز سات امیدواروں نے کاغذات نامزدگی وصول کئے,"['اقلیت', 'اسمبلی', 'الیکشن کمیشن', 'صوبائی اسمبلی', 'کاغذات نامزدگی', 'الیکشن', 'مسلم لیگ (ن)', 'سندھ', 'پاکستان', 'عام انتخابات 2018', 'شادی', 'علما', 'جماعت اسلامی', 'جمعیت', 'پاکستان تحریک انصاف']",2021-04-01T23:29:48+0500
4,ٹنڈوالہ یار میں این آئی سی وی ڈی کا قیام ایک بہترین مثال ہے ، رکن سندھ اسمبلی سید ضیا عباس شاہ رضوی ,"['آصف علی زرداری', 'سندھ', 'بلاول بھٹو زرداری', 'علاج', 'غریب', 'کراچی', 'پیپلز پارٹی']",2021-04-01T23:29:48+0500
5,بلاول بھٹو اور وزیراعلیٰ سندھ کے شکرگزار ہیں کہ انہوں نے قومی ادارہ برائے امراض قلب کا یونٹ ٹنڈوالہیار میں بھی قائم کیا، ذوالفقار ستار بچانی ,"['اسمبلی', 'آصف علی زرداری', 'قومی اسمبلی', 'سندھ', 'پاکستان', 'بلاول بھٹو زرداری', 'پانی', 'تعلیم', 'ڈاکٹر', 'بجٹ', 'پیپلز پارٹی']",2021-04-01T23:29:48+0500
6,سابقہ سینیٹر ستارہ عمران کاآبائی گاؤں آمد پر شانداراستقبال ،وزیر اعلیٰ بلوچستان کی مشیر اعلیٰ منتخب ہونے پر مبارکباد دی گئی,"['وزیر اعلیٰ', 'تعلیم', 'اے این پی', 'اسفندیارولی خان', 'بلوچستان']",2021-04-01T23:29:47+0500
7,آئی سی سی کا ٹیسٹ میچوں میں 3 اور ون ڈے میں 2 ریویو برقرار رکھنے کا فیصلہ,"['بھارت', 'کرکٹ', 'کرونا وائرس']",2021-04-01T23:29:47+0500
8,کورونا وائرس ،آئی سی سی نے رواں سال کے آخر میں ہونے والے ویمنز انڈر 19 ورلڈ کپ 2021 ملتوی کردیا,"['افغانستان', 'افریقہ', 'بھارت', 'کرکٹ ورلڈ کپ', 'کرونا وائرس', 'نیوزی لینڈ', 'کرکٹ', 'بنگلہ دیش', 'دبئی', 'جیل']",2021-04-01T23:29:47+0500
9,آئی سی سی ٹی ٹوئنٹی ورلڈکپ میں پاکستان کی شرکت کے امکانات روشن,"['پاکستان', 'پاکستان کرکٹ بورڈ', 'بھارت', 'کرکٹ']",2021-04-01T23:29:47+0500
10,قومی اسمبلی ،اپوزیشن کے ارکان آپس میں الجھ پڑے ,"['اسمبلی', 'قومی اسمبلی', 'پیپلز پارٹی', 'مسلم لیگ (ن)']",2021-04-01T23:28:21+0500
11,وزارت اوورسیز پاکستانیز اور پنجاب کے تربیتی ادارے ٹیوٹا میں مفاہمت کے سمجھوتے پردستخط ,"['پاکستان', 'پنجاب']",2021-04-01T23:28:21+0500
