,headlines,categories,time
0,بھارت سے تجارت کھولنے پر پنڈی سے سخت ردعمل آیا، سینئر صحافی ڈاکٹر شاہد مسعود,"['نجی ٹی وی چینل', 'درآمد', 'مسئلہ کشمیر', 'پاکستان', 'بھارت', 'وزیراعظم', 'ڈاکٹر', 'کار']",2021-04-03T21:59:27+0500
1,ہمت کرو سامنے آو !نیلم منیر کا چیلنج ,"['شادی', 'شوبز']",2021-04-03T21:55:34+0500
2,گلوکارشوکت علی آہوں اور سسکیوں میں سپرد خاک ,[],2021-04-03T21:55:34+0500
3,رمیز راجہ نے ٹھیک کہا پاکستانی قوم حیرت انگیز ہی: مومنہ مستحسن,"['پاکستان', 'ٹوئٹر', 'کرکٹ', 'رمیز راجہ']",2021-04-03T21:55:34+0500
4,تین ملکی ٹی ٹوئنٹی سیریز، پاکستان نے بھارت کو شکست دے دی ,"['پاکستان', 'بھارت', 'کرکٹ', 'بنگلہ دیش']",2021-04-03T21:55:34+0500
5,حیرت زدہ ہوں وسیم اکرم میرے بغیر کیسے گزارا کررہے ہیں: شنیرا اکرم,"['وسیم اکرم', 'سوشل میڈیا', 'کرکٹ', 'آسٹریلیا']",2021-04-03T21:55:34+0500
6,ٴکرسٹیانو رونالڈو: پرتگال کے فٹبالر کا غصے میں پھینکا ہوا آرم بینڈ 75 ہزار ڈالر میں نیلام,"['علاج', 'سوشل میڈیا', 'فٹبال', 'ڈالر', 'ٹوئٹر', 'کھیل']",2021-04-03T21:55:34+0500
7,جسٹس(ر) عظمت سعیدمجھے سزایافتہ قرارد ینے پر معافی مانگیں، کاوے موسوی,"['میرا', 'کرپشن', 'وزیراعظم', 'ریکارڈ']",2021-04-03T21:55:34+0500
8,پاکستان، افغانستان کیلئے سب سے اہم ہمسایہ ملک ہے، امریکی رپورٹ,"['طالبان', 'نیٹو', 'مذاکرات', 'افغانستان', 'حقانی نیٹ ورک', 'امریکہ', 'پاکستان', 'بھارت']",2021-04-03T21:55:34+0500
9,طلاق کے بعد دماغ میں خیال بیٹھ گیا کہ مرد سچے نہیں ہوتے، عصمت زیدی,"['کار', 'شادی', 'انٹرنیٹ', 'طلاق']",2021-04-03T21:55:33+0500
10,سابق صدر آصف علی زرداری کا صدر پی ڈی ایم مولانا فضل الرحمان سےٹیلیفونک رابطہ ,"['ایم کے', 'اے این پی', 'سینیٹ', 'شاہد خاقان عباسی', 'جماعت اسلامی', 'مولانا فضل الرحمن', 'پاکستان', 'سندھ', 'ووٹ', 'الیکشن', 'یوسف رضا گیلانی', 'آصف علی زرداری', 'مسلم لیگ (ن)', 'عام انتخابات 2018', 'احسن اقبال', 'لانگ مارچ']",2021-04-03T21:52:08+0500
11,تھانہ نیو پنڈ سکھر کی حدود میں موٹر سائیکل چوری کا سلسلہ رک نہ سکا ، نامعلوم چور موٹر سائیکل لے اڑے,"['پرویز مشرف', 'پولیس', 'تھانہ', 'چور']",2021-04-03T21:45:54+0500
12,کے ایم سی میں او پی ایس اور ایڈیشنل چارج افسران کو ہٹانے پر تعینات نہ کرنے سے انتظامی بحران پیدا ہورہا ہے،سید ذوالفقار شاہ ,"['عدالت', 'سندھ', 'بلدیاتی انتخابات']",2021-04-03T21:45:43+0500
13,کے پی کے کے بلدیاتی ملازمین نے بھی اگیگا کے 6 اپریل کے احتجاج کی حمایت اور شرکت کا اعلان کردیا,"['مولانا فضل الرحمن', 'بنوں', 'سوات', 'بلدیاتی انتخابات', 'پاکستان', 'پشاور', 'دھرنا', 'صوبائی اسمبلی', 'احتجاج', 'ڈاکٹر', 'اسمبلی']",2021-04-03T21:45:43+0500
14,مقبوضہ کشمیر میں مزید3نوجوانوں کی شہادت عالمی برادری کیلئے نیا طمانچہ ہے ، اسلم فاروقی ,"['مسئلہ کشمیر', 'مقبوضہ کشمیر', 'پاکستان', 'بھارت', 'شہید', 'فوج']",2021-04-03T21:45:43+0500
15,عید گاہ میں واقع ویرجی کمپاؤنڈ جمیلہ اسٹریٹ میں قبضہ مافیا سرگرم ہوگیا,"['میرا', 'گاڑی', 'عید', 'کراچی']",2021-04-03T21:45:43+0500
16,برطانوی پابندیاں الٹا چور کوتوال کو ڈانٹے کے مترادف ہیں: الطاف شکور,"['اسد عمر', 'برطانیہ', 'پاکستان', 'غریب', 'چین', 'چور', 'کرونا وائرس', 'دوہری شہریت']",2021-04-03T21:45:43+0500
17,سکھر :صرافہ بازار ایسوسی ایشن کے سالانہ انتخابات ، خدمت پینل اور دوست پینل میں کاٹنے دار مقابلہ,"['الیکشن کمیشن', 'عام انتخابات 2018', 'الیکشن', 'کار']",2021-04-03T21:45:43+0500
18,سکھر ڈویژن میں ہیڈ کانسٹیبل اور اے ایس آئیز کو ترقیاں دینے کا فیصلہ,"['سندھ', 'پولیس', 'کرونا وائرس']",2021-04-03T21:45:43+0500
19,پرانا سکھر سے 65سالہ نامعلوم شخص کی نعش برآمد ,"['تھانہ', 'عبدالستار ایدھی', 'پولیس']",2021-04-03T21:45:43+0500
20,محکمہ آبپاشی اور ہائی ویز کا تجاوزات کے خلاف آپریشن ،کینالوں پر قائم مزید کئی گھر گرا دیئے گئے ,"['پولیس', 'جمعیت']",2021-04-03T21:45:43+0500
21,سکھر انتظامیہ کا کیٹل کالونی میں غیر قانونی تجاوزات کے خلاف آپریشن کا سلسلہ شروع,"['کار', 'احتجاج', 'علی محمد مہر']",2021-04-03T21:45:43+0500
22,جیکب آباد ضلع کونسل کے ملازم تین ماہ سے تنخواہوں سے محروم,"['عدالت', 'مہنگائی']",2021-04-03T21:44:36+0500
23,اللہ پاک کی شان میں گستاخی ناقابل برداشت ہے ،اسد اللہ بھٹو ,"['مہنگائی', 'تعلیم', 'جماعت اسلامی', 'عدالت', 'بلدیاتی انتخابات', 'پاکستان', 'سندھ', 'سپریم کورٹ']",2021-04-03T21:44:36+0500
24,رہنما جماعت اسلامی راشد نسیم کل ٹھٹھہ و بدین کا دورہ کریں گے,"['پاکستان', 'جماعت اسلامی']",2021-04-03T21:44:36+0500
25,پاکستان میڈیکل ایسوسی ایشن ضلع ٹنڈومحمدخان کے جنرل سیکریٹری کی نشست کے لئے سول اسپتال ٹنڈومحمدخان میں انتخاب,"['پاکستان', 'ووٹ', 'غریب', 'الیکشن', 'عام انتخابات 2018', 'ڈاکٹر']",2021-04-03T21:44:36+0500
26,ْآتشزدگی سے تباہ ہونے والے گھروں کے متاثرین کی ہرممکن مدد کی جائے گی ،سید ذوالفقار شاہ ,"['پاکستان', 'سندھ', 'پاکستان تحریک انصاف']",2021-04-03T21:44:36+0500
27,سندھ کے دوسرے بڑے شہر میں پانی کا سنگین بحران، لاکھوں افراد متاثر,"['سندھ', 'پانی', 'کراچی', 'موسم']",2021-04-03T21:44:36+0500
28,ٹولیوں کی شکل میں بھیک مانگنے والے بچوں نے ایک موبائل فون شاپ سے ڈیرہ لاکھ روپے سے زائد رقم چوری کرلی,"['پولیس', 'موبائل']",2021-04-03T21:44:36+0500
29,پاکستان پیپلز پارٹی کی جانب سے میرپور ماتھیلو میں شہید ذوالفقار علی بھٹو کی برسی منائی گئی,"['پیپلز پارٹی', 'علی محمد مہر', 'پاکستان', 'شہید', 'ذوالفقار علی بھٹو']",2021-04-03T21:44:36+0500
30,سندھ ایجوکیشن فانڈیشن کے تحت 1200 نئے اسکول کھولے جارہے ہیں، عبدالکبیر قاضی,"['تعلیم', 'مری', 'سندھ', 'شہید', 'کرونا وائرس']",2021-04-03T21:44:36+0500
31,یونائیٹڈ ورکرز یونین واٹر اینڈ سیوریج بورڈ نے سلام سینی ٹیشن ہیلتھ ورکرز اسٹاف ڈے منایا,"['پاکستان', 'لیاری', 'کراچی']",2021-04-03T21:44:36+0500
32,ایسٹر کے تہوار پر وزیراعلیٰ پنجاب سردار عثما ن بزدار کا مسیحی برادری کو مبارکباد کا پیغام,"['عثمان بزدار', 'وزیراعلیٰ پنجاب', 'پاکستان', 'پنجاب', 'مسیحی برادری', 'کرونا وائرس']",2021-04-03T21:38:47+0500
33,بھٹو شہید پاکستان کے پسے ہوئے طبقات کی آواز تھے ، محمدا شرف بھٹی ,"['پیپلز پارٹی', 'ایٹمی', 'پاکستان', 'جمہوریت', 'شہید', 'اسمبلی', 'لاہور']",2021-04-03T21:38:47+0500
