,headlines,categories
0,خواتین کے عالمی دن پر سندھ اسمبلی میں حکومت اور حزب اختلاف کی خواتین ارکان کی جانب سے پیش کردہ ایک مشترکہ قرارداد متفقہ طور پر منظور کرلی گئی,"['کرونا وائرس', 'بیوی', 'پاکستان تحریک انصاف', 'پیپلز پارٹی', 'متحدہ قومی موومنٹ', 'ایم کے', 'ووٹ', 'بلاول بھٹو زرداری', 'سندھ', 'اسمبلی', 'جمہوریت', 'شہلا رضا', 'محرم الحرام', 'قرارداد']"
1,سندھ اسمبلی میں نان کسٹم پیڈ گاڑیاں لائی جاتی ہیں ، وزیر ایکسائز کا انکشاف ,"['عدالت', 'سماعت', 'کراچی', 'سندھ', 'گاڑی', 'اسمبلی', 'سپریم کورٹ', 'غریب', 'گاڑیاں']"
2,پاکستان تحریک انصاف نے سیاست میں بے ہودگی اور دشنام طرازی کو فروغ دیا ہے، جام اکرام اللہ دھاریجو,"['پاکستان تحریک انصاف', 'پیپلز پارٹی', 'پاکستان', 'قومی اسمبلی', 'ووٹ', 'اسمبلی', 'مہنگائی']"
3,صنفی امتیاز کے خاتمے سے بہترین معاشرہ قائم کیا جا سکتا ہے ، صوبائی وزیر ہری رام کشوری لال ,"['بینظیر بھٹو', 'وزیراعظم', 'محمد علی جناح', 'پاکستان', 'فاطمہ جناح', 'قومی اسمبلی', 'شہید', 'سندھ', 'اسمبلی', 'جمہوریت']"
4,پارٹی قیادت نے مجھ پر جس اعتماد کا اظہار کیا ہے اس پر پورا اترنے کی بھرپور کوشش کروں گا، مفتاح اسماعیل ,"['شہباز شریف', 'میاں نواز شریف', 'پاکستان تحریک انصاف', 'پاکستان', 'ڈاکٹر', 'قومی اسمبلی', 'ووٹ', 'سندھ', 'الیکشن', 'اسمبلی', 'سینیٹ', 'فیصل واوڈا', 'عام انتخابات 2018']"
5,سیکریٹری اطلاعات سندھ رفیق احمد برڑو نے کراچی پریس کلب کا دورہ,"['سندھ', 'کراچی']"
6,ترقیاتی اسکیموں کو بروقت مکمل کیا جائے، نثار احمد کھوڑو,"['سندھ', 'بجٹ']"
7,بلقیس ایدھی نے اپنی پوری زندگی اپنے شوہر مرحوم ستار ایدھی کے ساتھ فلاحی کاموں میں وقف کردی ، خراج تحسین پیش کرتے ہیں، شازیہ مری,"['بینظیر بھٹو', 'وزیراعظم', 'محمد علی جناح', 'مری', 'پیپلز پارٹی', 'پاکستان', 'فاطمہ جناح', 'کراچی', 'شہید', 'لیاقت علی خان', 'دنیا', 'نصرت بھٹو', 'عبدالستار ایدھی']"
8,پاکستان تحریک انصاف نے این اے 249 کے ضمنی الیکشن کے لیے پارٹی رہنمائوں سے درخواست طلب کر لی,"['پاکستان تحریک انصاف', 'پاکستان', 'ایم کے', 'این اے249', 'الیکشن', 'عام انتخابات 2018']"
9,عمران خان نے قومی اسمبلی میں اعتماد کا ووٹ دھونس و دھاندلی سے لیا ہے، جام اکرام اللہ دھاریجو,"['پاکستان تحریک انصاف', 'پیپلز پارٹی', 'پاکستان', 'قومی اسمبلی', 'ووٹ', 'اسمبلی', 'جمہوریت', 'مہنگائی']"
10,ہم جنس پرستی کا بھیانک انجام، دوست نے بلیک میلنگ پر دوسرے دوست کو موت کے گھاٹ اتار دیا,"['قتل', 'پولیس', 'دھمکی', 'قاتل', 'شادی', 'فیصل آباد']"
11,پاکستانی خواتین کسی بھی چیلنج کا سامنا کرنے کیلئے ہمیشہ تیار ہیں‘ڈی جی ریسکیو پنجاب,"['تعلیم', 'اقوام متحدہ', 'پنجاب', 'ڈاکٹر']"
12,قائداعظم گولڈ کپ،نیوایج /رضویز ،باڑیز ،بی این پولو ٹیموں کی کامیابی ,"['لاہور', 'پولو', 'ایران', 'قائداعظم']"
13,وزیراعلیٰ سے صوبائی وزیر سید صمصام علی بخاری اور اراکین قومی اسمبلی کی ملاقاتیں، ,"['پنجاب', 'میرا', 'پاکستان', 'ڈاکٹر', 'وزیراعلیٰ پنجاب', 'قومی اسمبلی', 'عثمان بزدار', 'اسمبلی', 'ریاض']"
14,محض ٹاس جیت کر لڈیاں ڈالنے والوں کو عمران نے میچ میں شکست فاش دی‘فردوس عاشق,"['وزیر اعلیٰ', 'یوسف رضا گیلانی', 'تعلیم', 'محمد علی جناح', 'کرپشن', 'پاکستان تحریک انصاف', 'پنجاب', 'پاکستان', 'لاہور', 'فاطمہ جناح', 'ملازمت', 'ووٹ', 'حکومت پنجاب', 'ہوٹل', 'دنیا', 'مہنگائی']"
15,قوموں اور معاشروں کی تشکیل میں عورت کا کردار نہایت اہمیت کا حامل ہے‘ڈی جی پی آرثمن رائے,"['پاکستان', 'پنجاب', 'حکومت پنجاب']"
16,بارات سے واپس جاتے دلہا دلہن اور فیملی کو ڈاکوئوں نے لوٹ لیا,"['اسلحہ', 'پولیس', 'تھانہ', 'گاڑی']"
17,سندھ ریونیو ڈیپارٹمنٹ نے تین مختیار کاروں کی تعیناتیوں کے احکامات منسوخ کردئیے,"['سندھ', 'کار']"
18,سندھ اسمبلی کے اجلاس میں ٹی آئی کا اپنے باغی ارکان کی ایوان میں آمد پر شدید احتجاج,"['احتجاج', 'پاکستان تحریک انصاف', 'پیپلز پارٹی', 'پاکستان', 'سندھ', 'الیکشن', 'اسمبلی', 'ریکارڈ', 'الیکشن کمیشن', 'عام انتخابات 2018']"
19,بغیر تحقیق کے جی ڈی اے پر الزام تراشی سمجھ سے بالا تر ہے، سردار عبدالرحیم ,"['ووٹ', 'سندھ', 'اسمبلی', 'پاکستان تحریک انصاف']"
20,سندھ کا جعلی شہزادہ پنجاب میں در در کی ٹھوکریں کھا رہا ہے اور سیاسی بھکاری بن چکا ہے ‘فردوس عاشق اعوان ,"['پنجاب', 'ڈاکٹر', 'پاکستان', 'پنجاب اسمبلی', 'وزیراعلیٰ پنجاب', 'ایم کے', 'قومی اسمبلی', 'عثمان بزدار', 'سندھ', 'اسمبلی', 'فردوس عاشق اعوان', 'لانگ مارچ']"
21,فیصل آباد ریسکیو 1122 کے اسٹیشن کیلئے 10 کروڑ کے فنڈز سال سے موجود ہونے کے باوجود جگہ مختص نہ کرانے پر سپیکر پنجاب اسمبلی ڈی سی فیصل آباد پر برہم، پنجاب اسمبلی طلب کر لیا,"['مسلم لیگ (ن)', 'پنجاب', 'پنجاب اسمبلی', 'وزیراعلیٰ پنجاب', 'اسمبلی', 'فیصل آباد']"
22,مفتاح اسماعیل کا این اے 249سے ٹکٹ ملنے پر پارٹی قیادت سے اظہار تشکر,"['شہباز شریف', 'میاں نواز شریف', 'پاکستان تحریک انصاف', 'پاکستان', 'ڈاکٹر', 'قومی اسمبلی', 'ووٹ', 'سندھ', 'الیکشن', 'اسمبلی', 'سینیٹ', 'فیصل واوڈا', 'عام انتخابات 2018']"
23,فیصل آباد ریسکیو 1122 کے اسٹیشن کیلئے 10 کروڑ کے فنڈز سال سے موجود ہونے کے باوجود جگہ مختص نہ کرانے پر سپیکر پنجاب اسمبلی ڈی سی فیصل آباد پر برہم، پنجاب اسمبلی طلب کر لیا ,"['مسلم لیگ (ن)', 'پنجاب', 'پنجاب اسمبلی', 'وزیراعلیٰ پنجاب', 'اسمبلی', 'فیصل آباد']"
24,قوموں اور معاشروں کی تشکیل میں عورت کا کردار نہایت اہمیت کا حامل ہی:ڈی جی پی آرثمن رائے,"['پاکستان', 'پنجاب', 'حکومت پنجاب']"
25,مرد ہو یا عورت تم سب برابر ہو،شاہد آفریدی نے ویمنز ڈے پر قر آن پاک کا ترجمہ شیئر کردیا,"['تعلیم', 'سوشل میڈیا']"
26,افغانستان سے متعلق فیصلے کیلئے تمام آپشنز زیر غور ہیں، امریکا,"['روس', 'فوج', 'امریکہ', 'کابل', 'پاکستان', 'طالبان', 'افغانستان', 'اقوام متحدہ', 'بھارت', 'ایران', 'چین', 'ترکی']"
27,,[]
28,وزیر اعلی عثمان بزدار کے رات گئے بغیر پروٹوکول جنوبی پنجاب کے مختلف شہرو ں کی24 گھنٹے مسلسل طوفانی دورے,"['تھانہ', 'تھر', 'پنجاب', 'پولیس', 'علاج', 'عثمان بزدار', 'ملتان', 'سڑک', 'کمپنی', 'اسلام آباد']"
29,وزیراعلیٰ عثمان بزدار سے اٹلی کے سفیرآندریاس فیراریس کی ملاقات ، اطالوی سفیر کی وزیر اعلی عثمان بزدار کو اٹلی کے دورے کی دعوت ,"['اٹلی', 'پنجاب', 'پاکستان', 'لاہور', 'وزیراعلیٰ پنجاب', 'عثمان بزدار', 'کار']"
30,کورونا کیسز میں اضافہ،این سی او سی کا دوبارہ اسکول کھولنے کے فیصلے پر کل نظرثانی کرے گا,"['اسد عمر', 'تعلیم', 'ڈاکٹر', 'پاکستان', 'ٹوئٹر', 'شادی', 'کرونا وائرس']"
