,headlines,categories
34,کمشنر لاہور ڈویژن کیپٹن (ر) محمد عثمان کا ایل ڈی اے سپورٹس کمپلیکس مینار پاکستان کرونا ویکسینیشن سنٹر کا دورہ ,"['پاکستان', 'بجلی', 'لاہور', 'کرونا وائرس', 'پانی']"
35,عالمی ادارہ صحت کے وفد کا ریسکیو ہیڈکوآٹرزوایمرجنسی سروسزاکیڈمی کادورہ،ریسکیو سروس کی کارکردگی کوسراہا,"['پاکستان', 'اقوام متحدہ', 'پنجاب', 'ڈاکٹر', 'لاہور', 'نقصان']"
36,کالاشاہ کاکومیں جرائم پیشہ افرادکیخلاف سرچ آپریشن ،ایک گینگ کے دوارکان سمیت متعددجرائم پیشہ افراد گرفتار،نقدی اوراسلحہ برآمد,['پولیس']
37,سیدو ائیرپورٹ سوات پروازوں کیلئے کھول دیا، وزیراعلیٰ خیبرپختونخو افتتاحی پرواز کے ذریعے سوات پہنچے,"['کراچی', 'سونامی', 'پاکستان', 'سوات', 'لاہور', 'ائیرپورٹ', 'وزیراعظم', 'کرونا وائرس', 'پانی', 'کار', 'خیبرپختونخوا']"
38,وزیر جیل خانہ فیاض الحسن چوہان نے مظفرگڑھ میں جیل نو عمر لڑکے سے اجتماعی زیادتی اور تشدد کا معاملہ کا نوٹس لے لیا ,"['جیل', 'پنجاب']"
39,ریلوے کا ڈائریکٹر جنرل لیگل افیئر ریلویز سجاد محمود بٹ کاکنٹریکٹ کو ختم کرنے فیصلہ ,['ریلوے']
40,وزیر زکوة پنجاب شوکت لالیکا نے ایکسپو سینٹر میں کورونا ویکسینیشن کروائی,"['لاہور', 'پنجاب', 'کرونا وائرس']"
41,لاہور میں کورونا کیسز تشویشناک حد تک بڑھنے لگے، تمام ہسپتالوں کو الرٹ جاری ,"['پنجاب', 'کرونا وائرس']"
42,پشاور،گھروں سے چوریاں کرنے میں ملوث ملزمان گرفتار، مال مسروقہ اور اسلحہ برآمد,"['تھانہ', 'چور', 'اسلحہ', 'پشاور', 'پولیس']"
43,پشاور، منشیات کے مکروہ دھندے اور دیگر جرائم میں ملوث ملزمان گرفتار،آئس ،ہیروئن ،افیون،چرس اور جدید خو د کار اسلحہ برآمد,"['تھانہ', 'منشیات', 'اسلحہ', 'ہیروئن', 'پولیس']"
44,لاہور،پیر محفوظ مشہدی ،پیر اقبال شاہ کی یوسف رضا گیلانی کو اپوزیشن لیڈر سینیٹ تعینات کرنے کی مذمت,"['جمعیت', 'پاکستان', 'عام انتخابات 2018', 'وزیراعظم', 'ووٹ', 'عدالت', 'الیکشن', 'سراج الحق', 'پیپلز پارٹی', 'سید علی شاہ گیلانی', 'سینیٹ', 'ایم کے', 'جماعت اسلامی', 'یوسف رضا گیلانی']"
45,ضلعی انتظامیہ کورونا ایس او پیز پر عملدرآمد کروانے کے لئے متحرک ,"['لاہور', 'ریاض', 'کرونا وائرس']"
46,لاہور،ضلعی انتظامیہ لاہور کی صفائی ستھرائی مہم جاری ,"['لاہور', 'جیل', 'ریاض', 'کرکٹ']"
47,معاشرے کو ناجائز سفارشوں، کرپشن سے پاک رکھنے میں آفیسرز حضرات اپنا بھرپور کردار ادا کریں: گورنر بلوچستان,"['کراچی', 'کوئٹہ', 'کرپشن', 'ملازمت', 'پاکستان', 'بلوچستان', 'گورنر', 'کار']"
48,صوبے کھیلوں کے فروغ اور کھلاڑیوں کی حوصلہ افزائی کیلئے حکومت انقلابی اقدامات اٹھا رہی ہے : بشریٰ رندی,"['کوئٹہ', 'پاکستان', 'ہاکی', 'بلوچستان', 'وزیر اعلیٰ']"
49,صوبے میں لائیو اسٹاک کو جدید خطوط پر استوار کرنے کیلئے ہر ممکن کوشش کررہے ہیں:مٹھا خان کاکڑ,"['بجٹ', 'کوئٹہ', 'کار']"
50,عمران خان کا منشور ہے کہ پاکستان کو کرپشن فری ملک بنانا ہے ‘حسین جہانیاں گردیزی ,"['کرپشن', 'پاکستان', 'مریم نواز شریف', 'لاہور', 'میرا', 'کرونا وائرس', 'کھیل']"
51,پشاور، نان کسٹم پیڈ سامان سمگل کرنے کی کوشش ناکام ,"['تھانہ', 'پشاور', 'پولیس']"
52,راولپنڈی پولیس کی جرائم پیشہ عناصر کے خلاف کاروائی ،8ملزمان گرفتار ,"['تھانہ', 'پولیس']"
53,راولپنڈی، موٹروے پولیس نے چوری شدہ مہران گاڑی پکڑ لی،ملزم گرفتار,"['گاڑی', 'لاہور', 'جیل', 'ڈکیتی', 'موٹروے', 'کار', 'پولیس']"
54,اسپیکر بلوچستان اسمبلی میر عبدالقدوس بزنجو نے کوویڈ ویکسین لگوالی,"['دنیا', 'اسمبلی', 'بلوچستان', 'ڈاکٹر', 'علاج', 'سوشل میڈیا', 'غریب', 'کار']"
55,جوائنٹ ایکشن کمیٹی جامعہ بلوچستان کے زیراہتمام جامعہ بلوچستان کو درپیش سخت مالی ،انتظامی بحران کے خلاف جاری تحریک کے سلسلے میں احتجاجی مظاہرہ ,"['اسمبلی', 'چور', 'بلوچستان', 'احتجاج', 'تعلیم', 'ڈاکٹر', 'وکلا', 'صوبائی اسمبلی', 'کار']"
56,کوئٹہ: پولیس انتظامیہ عوام کے جان و مال کے تحفظ سے غافل نہیں : آصف غفور,"['جمعیت', 'ڈاکٹر', 'کار', 'پولیس']"
57,پسنی کے سمندر میں ٹرالروں کی یلغار,['بلوچستان']
58,جمعیت علما اسلام نظریاتی پاکستان کا ٹریفک حادثات میں درجنوں افراد کی اموات پر افسوس,"['کراچی', 'کوئٹہ', 'جمعیت', 'سڑک', 'ٹریفک حادثہ', 'پاکستان', 'بلوچستان', 'بجلی', 'تعلیم', 'علاج', 'حادثہ', 'وزیراعظم', 'سی پیک', 'علما', 'ٹریفک']"
59,پشاور،ٹیڈی گیٹ شیل پمپ کے سامنے سلینڈردکان میں دھماکہ،6افراد جھلس گئے,['علاج']
60,پینشنرز کے مسائل حل اور انہیں ان کا جائز حق ملے گا، تیمور جھگڑا,"['بجٹ', 'شاہ محمود قریشی', 'خیبرپختونخوا', 'پاکستان']"
61,سیاحت کا فروع ، سیدو شریف ائیرپورٹ سوات کو کمرشل پروازوں کے لئے کھول دیا گیا,"['کراچی', 'سونامی', 'پاکستان', 'سوات', 'لاہور', 'ائیرپورٹ', 'وزیراعظم', 'کرونا وائرس', 'پانی', 'کار', 'خیبرپختونخوا']"
62,آٹا، چینی، مرغی، انڈے سمیت دیگر کئی اشیائے ضروریہ مزید مہنگی ہوگئیں,"['آٹا', 'مہنگائی', 'ایل پی جی', 'ٹماٹر']"
63,راولپنڈی رنگ روڈ منصوبہ کے ٹینڈرز 12اپریل کو کھولے جائیں گے،کیپٹن(ر)محمد محمود,"['لاہور', 'سی ڈی اے']"
64,راولپنڈی ویسٹ مینجمنٹ کمپنی حکام کی جمعہ کو مساجد کے اماموں وخطیب سے ملاقات,"['کمپنی', 'کرکٹ', 'کرونا وائرس', 'پانی']"
65,راولپنڈی، سجاد خان کی قتل ہونیوالی معصوم زینب کے گھر آمد،اظہارتعزیت,"['پاکستان', 'مسلم لیگ (ن)', 'الیکشن', 'عام انتخابات 2018']"
66,کلرسیداں پولیس کی کارروائی، شہابہ ڈکیت گینگ کی6کارندے گرفتار,"['تھانہ', 'مخدوم شہاب الدین', 'فائرنگ', 'اسلحہ', 'زخمی', 'ڈکیتی', 'پولیس']"
67,راولپنڈی، تھانہ بنی پولیس نے اقدام قتل کے مقدمہ میں نامزد 2ملزمان گرفتارکر لئے,"['زخمی', 'تھانہ', 'قتل', 'پولیس']"
68,راولپنڈی ،ساؤنڈ سسٹم ایکٹ کی خلاف ورزی کرنے والی5 ملزما ن گرفتارکر لئے,"['تھانہ', 'شادی', 'پولیس']"
69,تھانہ کہوٹہ پولیس نے اشتہاری کے سہولت کار کو گرفتارکرلیا,"['تھانہ', 'قتل', 'پولیس']"
70,راولپنڈی پولیس کی کارروائی، آتش بازی کاسامان فروخت کرنیوالے 3 ملزمان گرفتار,"['تھانہ', 'پولیس']"
71,راولپنڈی ،ہوائی فائرنگ کی ویڈیو اپ لوڈ کرنیوالی6ملزمان گرفتار,"['تھانہ', 'فائرنگ', 'اسلحہ', 'بسنت', 'پولیس']"
72,آئیسکو نے کیمیکل ڈور سے پتنگ بازی کو انسانی جان کیلئے انتہائی خطرہ قراردیدیا,"['نقصان', 'بجلی']"
73,پیپلز پارٹی نے آئندہ انتخابات میں مجھے ٹکٹ دینے کا وعدہ کیا ہے،محمد اسلم ابڑو ,"['پاکستان تحریک انصاف', 'اسمبلی', 'عام انتخابات 2018', 'ووٹ', 'الیکشن', 'صوبائی اسمبلی', 'پیپلز پارٹی', 'سندھ', 'نجی ٹی وی چینل', 'سینیٹ']"
74,سیپکو پی ڈی سی سکھرکی افادیت ختم ہونے لگی ،جعلی فوٹوز کی بنا پر فیڈرز پر گھنٹوں بجلی بند کی جانے لگی,['بجلی']
75,جیکب آباد کے ڈپٹی کمشنر کے زیر استعما ل جیپ کا 14سال سے ٹیکس ادا نہیں کیا گیا,"['سندھ', 'گاڑی']"
76,ایڈمنسٹریٹر ڈی ایم سی ایسٹ سید محمد علی شاہ اور میونسپل کمشنر شعیب احمد ملک کی ہدایت پر ضلع شرقی میں بلدیاتی خدمات کی فراہمی جاری ,"['سڑک', 'بلدیاتی انتخابات', 'شہید', 'سانحہ گلشن اقبال لاہور']"
77,سینیٹرشبلی فراز کا پیپلز پارٹی اور پی ڈی ایم پر شاعرانہ طنز,"['مسلم لیگ (ن)', 'پنجاب', 'سوشل میڈیا', 'پیپلز پارٹی', 'سینیٹ', 'وزیر اطلاعات', 'یوسف رضا گیلانی']"
78,وزیراعظم نے نیا پاکستان ہاؤسنگ اسکیم کے لیے قرضوں کی حد میں 100 فیصد اضافہ کر دیا،سینیٹر فیصل جاوید ,"['سوشل میڈیا', 'وزیراعظم', 'نیا پاکستان', 'پاکستان']"
79,کشمیر اور فلسطین کے مسئلہ پر پاکستان کا موقف تبدیل نہیں ہو سکتا: حافظ طاہر محمود اشرفی,"['ترکی', 'توہین رسالت', 'فلسطین', 'یمن', 'بھارت', 'مسئلہ کشمیر', 'سعودی', 'فوج', 'سری لنکا', 'عراق', 'عمان', 'دنیا', 'مذاکرات', 'پاکستان', 'لاہور', 'افغانستان', 'سعودی عرب', 'عدالت', 'پولیس']"
80,اختلاف رائے سے اتحاد اور جماعتیں نہیں ٹوٹنی چاہیں: قمر زمان کائرہ,"['مہنگائی', 'قمر زمان کائرہ', 'قومی اسمبلی', 'اسمبلی', 'پنجاب', 'عام انتخابات 2018', 'بجٹ', 'الیکشن', 'آرمی چیف', 'پیپلز پارٹی']"
81,بدقسمتی سے 72سال سے ریلوے کی پراپرٹی سے کوئی آمدن نہیں ہورہی ،اعظم سواتی,"['ریلوے', 'چیمبر آف کامرس', 'کار', 'پاکستان']"
82,29 مارچ بروز پیر کو تعطیل کا اعلان,"['لاہور', 'سندھ', 'پنجاب', 'حکومت پنجاب']"
83,آئی ایم ایف کے پروگرام کی بحالی خوش آئند ہے: میاں زاہد حسین,"['کراچی', 'مہنگائی', 'درآمد', 'کرپشن', 'کاروبار', 'پاکستان', 'آئی ایم ایف', 'بجلی', 'سوئی گیس', 'کرونا وائرس', 'غریب']"
84,آئی جی اسلام آباد قاضی جمیل الرحمان نے پریس کانفرنس کرتے ہوئے میڈیا نمائندگان کو بتایا کہ منظم ٹریفک محفوظ روڈ کے نام سے خصوصی مہم کا آغاز کیا جا رہا ہے ,"['کراچی', 'درآمد', 'گاڑی', 'گاڑیاں', 'آئی جی اسلام آباد', 'پاکستان', 'کمپنی', 'اسلام آباد', 'ٹریفک', 'وزیراعظم', 'پیٹرول', 'پولیس']"
85,صوبائی محتسب اعلی سندھ کی کوششوں کی وجہ سے سرگودھا کی رہائشی خاتون مسماصابان بی بی کو پنشن کی ادائیگی پانچ سال بعد ممکن ہوئی,"['سندھ', 'شادی شدہ', 'شادی', 'کار']"
86,بڑے بیانئے اور اعلانات کے باوجود پی ڈی ایم کے شراکت دار چھوٹے مفادات کیلئے سجدہ ریز ہوچکے،لیاقت بلوچ ,"['قومی اسمبلی', 'اسمبلی', 'سپریم کورٹ', 'پاکستان', 'لیاقت بلوچ', 'پنجاب', 'عام انتخابات 2018', 'بلدیاتی انتخابات', 'عدالت', 'سندھ', 'غریب', 'کار', 'جماعت اسلامی']"
87,پاکستان پیپلزپارٹی نے 4اپریل کو راولپنڈی پر کیا جانے والا جلسہ نہ کرنے کا اعلان کردیا ,"['بلاول بھٹو زرداری', 'شہید', 'پاکستان', 'پنجاب', 'کرونا وائرس', 'برطانیہ', 'پیپلز پارٹی', 'سندھ', 'آصف علی زرداری', 'جلسہ']"
88,دنیا بھر کے زیادہ تر ممالک کی طرح پاکستان میں بھی روز بروز ماحولیاتی آلودگی میں اضافہ ہوتا جارہا ہے،ڈاکٹرروبینہ مشتاق ,"['دنیا', 'پاکستان', 'ڈاکٹر', 'سانحہ گلشن اقبال لاہور', 'نقصان', 'ٹریفک']"
89,سحر اسکولنگ انتظامیہ کے خلاف جھوٹے من گھڑت الزامات اور جھوٹی ایف آئی آر واپس لی جائے ،سید طارق شاہ ,"['کراچی', 'پاکستان', 'تعلیم', 'طالبہ', 'عدالت', 'سندھ', 'وزیر اعلیٰ']"
90,کراچی لٹریچر فیسٹول کے 12ویں ایڈیشن کی ورچوئل تقریبات کا آغاز ہوگیا,"['کراچی', 'دنیا', 'بینظیر بھٹو', 'بھارت', 'پاکستان', 'ایران', 'فرانس', 'پنجاب', 'دبئی', 'تعلیم', 'جرمنی', 'ٹیکنالوجی', 'واشنگٹن', 'کرونا وائرس', 'بنگلہ دیش', 'مصر']"
91,قاری محمد عثمان کی قیادت میں اور نگی نالے کے متاثرین کی کمشنر کراچی سے ملاقات ،مسائل سے آگاہ کیا ,"['کراچی', 'جمعیت', 'شہید', 'دھمکی', 'قتل', 'سماعت', 'عدالت']"
92,پاک کالونی ،قلت آب کا مسئلہ پیداکرنیوالے اپنا قبلہ درست کرلیں ،اسلم فاروقی,"['قلت', 'پاکستان', 'پانی']"
93,عورت مارچ میںجان بوجھ کر حکومتی رٹ کو چیلنج کیاگیا، شکیل قاسمی,"['کراچی', 'احتجاج', 'پاکستان', 'جمعیت']"
94,جاپان کے سفیر کونینوری متسودا کا کورنگی میں فش ہاربر کا دورہ ,"['کراچی', 'پاکستان تحریک انصاف', 'پاکستان']"
95,بنوں میں کالے شیشوں اور ڈبل سواری پر پابندی لگا دی گئی ,"['پولیس', 'بنوں']"
96,یوسف رضا گیلانی کا قائدحزب اختلاف سینیٹ تقرر پیپلزپارٹی کی جمہوری فتح ہے،عبدالجبار خان ,"['جمہوریت', 'اسمبلی', 'پاکستان', 'عام انتخابات 2018', 'پارلیمنٹ', 'وزیراعظم', 'صوبائی اسمبلی', 'یوسف رضا گیلانی']"
97,ڈی آئی جی حیدرآباد رینج شرجیل کھرل کی ضلع کے ڈی ایس پیز اور ایس ایچ اوز کے ہمراہ پولیس ہیڈکوارٹر حیدرآباد میں میٹنگ,"['منشیات', 'ڈاکٹر', 'آئی جی اسلام آباد', 'پولیس']"
98,حیدر آباد ریجن میں شب برات اور ہولی کے موقع پر سیکورٹی ہائی الرٹ,"['فائرنگ', 'پولیس', 'ڈاکٹر', 'کار', 'ٹریفک']"
99,سندھ میں پیپلزپارٹی حکومت کو برسراقتدار رہنے کا کوئی جواز نہیں ہے،تحریک انصاف ضلع حیدرآباد ,"['اسمبلی', 'کرپشن', 'پاکستان تحریک انصاف', 'پاکستان', 'سندھ', 'تباہی']"
100,پنڈی گھیب،کورونا ایس او پیز کی خلاف ورزی اور جمعہ کے لاک ڈاؤن کی خلاف ورزی پر 21 دوکانوں کو سیل کر دیا گیا ,"['حیدر عباس رضوی', 'کرونا وائرس']"
101,لکی مروت،کورونا کی تیسری لہرکے پیش نظر دکانوں اور کاروباری مراکز کے دو روز کے لئے بندش کا نو ٹیفیکیشن جاری,['کرونا وائرس']
102,سندھ حکومت حلیم عادل شیخ کے خلاف اوچھے ہتھکنڈے استعمال کررہی ہے،خرم شیر زمان,"['کراچی', 'رمضان المبارک', 'اسمبلی', 'کرپشن', 'پاکستان تحریک انصاف', 'پاکستان', 'مولانا فضل الرحمن', 'عدالت', 'کھیل', 'سندھ', 'آصف علی زرداری']"
103,بنوں ،جانی خیل قبائل کاچارکمسن بچوں کی میتیں دفنانے سے انکار،دھرنا جاری,"['نامعلوم افراد', 'مذاکرات', 'بنوں', 'احتجاج', 'قتل', 'دھرنا', 'مولانا فضل الرحمن', 'پشاور']"
104,صوبائی حکومت وزیراعلیٰ کی قیادت میں ایک ویژن کے تحت تعمیر و ترقی کیلئے جامع منصوبہ بندی کیے ہوئے ہیں ،بلال خان کاکڑ,"['بلوچستان', 'گوادر']"
105,وزیر داخلہ بلوچستان سے ضلع قلات اور مختلف اضلاع سے تعلق رکھنے والے وفود کی ملاقاتیں ,"['بلوچستان', 'امن و امان']"
106,اسپیکر بلوچستان اسمبلی میر عبدالقدوس بزنجو نے کوویڈ سے بچائو کی ویکسین لگوائی ,"['دنیا', 'اسمبلی', 'بلوچستان', 'ڈاکٹر', 'علاج', 'سوشل میڈیا', 'غریب', 'کار']"
107,پہلا وزیراعلیٰ بلوچستان آل پاکستان ہاکی گولڈ کپ ٹورنامنٹ 2021 ،جمعے کے روز تین میچز کھیلیں گے,"['پاکستان', 'ہاکی', 'بلوچستان', 'سندھ', 'وزیر اعلیٰ']"
108,بلوچستان پاکستان کا سب سے بڑا صوبہ ہے صوبے کی سرحدیں ایران اور افغانستان کے ساتھ ملتی ہیں ،پسند خان بلیدی ,"['کوئٹہ', 'گوادر', 'پاکستان', 'ایران', 'بلوچستان', 'تعلیم', 'افغانستان']"
109,انسپکٹر جنرل ایف سی بلوچستان نارتھ کی جانب سے سبی پولیس کو دس موٹر سائیکل فراہم کر دی گئی ,"['بلوچستان', 'ایف سی', 'پولیس']"
110,وزیر اعلیٰ جام کمال صوبے میں سرمایہ کاری میں اضافے کیلئے ایک وژن رکھتے ہیں ،صوبائی حکومت بے شمار اقدامات کر رہی ہے،فرمان زرکون ,"['کراچی', 'بلوچستان', 'وزیر اعلیٰ', 'کار']"
111,لسبیلہ پولیس کی کارروائی،نال سے حب جانے والی ایرانی ڈیزل سے لوڈ دو پک اپ سے 9من کرسٹار برآمدکرکے تین ملزمان کو گرفتارکرلیا,"['منشیات', 'گاڑی', 'پیٹرول', 'پولیس']"
112,قلم کے درست استعمال سے ہی عوامی مسائل حل ہوتے ہیں،عبدالرزاق ترین ,"['کار', 'تعلیم', 'پانی']"
113,یوم پاکستان سپورٹس فیسٹیول 2021 کا مقابلہ کالج سٹیڈیم میں باچا اکیڈمی لورلائی اور ینگ باچاخان کلب لورالائی کے درمیان کھیلاگیا ,"['کھیل', 'یوم پاکستان', 'پاکستان', 'پولیس']"
114,بنوں میںبے دردی سے قتل کی گئی چارنوجوانوں کی لاشوں کیساتھ جاری جانی خیل دھرنا پوری قوم کیلئے انتہائی تشویشناک امر ہے : قومی وطن پارٹی,"['اسمبلی', 'بنوں', 'امن و امان', 'ڈاکٹر', 'قتل', 'مولانا فضل الرحمن', 'دھرنا', 'قومی وطن پارٹی', 'جرگہ']"
115,محکمہ بلدیات کا خیبرپختونخوامیں عالمی معیارکے جدید پانچ مذبح خانے قائم کرنے کافیصلہ,['پنجاب']
116,ڈپٹی کمشنر کوہستان عارف خان یوسفزئی کی تمام سٹیک ہولڈرز سے باہمی مشاورت طلب,['امن و امان']
117,شہری کورونا سے بچائو کیلئے ایس او پیز پر عملدرآمد یقینی بنائیں: ڈپٹی کمشنر ایبٹ آباد,"['مری', 'ڈاکٹر', 'کرونا وائرس']"
118,اسٹیٹ بینک نے ڈجیٹل بینک ڈرافٹ ریگولیٹری فریم ورک تیار کرلیا,"['کار', 'ٹیکنالوجی', 'پاکستان']"
119,پاکستان اسٹاک مارکیٹ میں مندی کا رجحان ،سرمایہ کاروں کی33ارب روپے ڈوب گئے,"['کاروبار', 'ریکارڈ', 'پاکستان']"
120,کراچی ، روپے کے مقابلے ڈالر کی قدر میں کمی ,"['ڈالر', 'پاکستان']"
121,عالمی مارکیٹ میں فی اونس سونا6ڈالر کی کمی سی1724ڈالر ہو گیا ,['پاکستان']
122,پاکستان کسٹمز ڈیپارٹمنٹ کا ملک کی معیشت کو استحکام بخشنے میں کلیدی کردار ہے،گورنربلوچستان,"['کراچی', 'کوئٹہ', 'کرپشن', 'ملازمت', 'پاکستان', 'بلوچستان', 'گورنر', 'کار']"
