,headlines,categories
0,محکمہ فشریز پنجاب کا 2سال کا ودہولڈنگ آڈٹ شرو ع ,"['ریکارڈ', 'پنجاب']"
1,محکمہ ماحولیات نے ایل ڈی اے کو تعمیر شروع کرنے کیلئے مشروط این او سی جاری کردیا ,"['پاکستان', 'نیا پاکستان', 'این او سی']"
2,ساٹھ سال سے زائد افراد کو کورونا سے بچاؤ کی ویکسین لگانے کا عمل جاری ہے ‘ڈپٹی کمشنر لاہو ر,"['کرونا وائرس', 'لاہور', 'ریاض']"
3,اسسٹنٹ کمشنر کینٹ ذیشان نصر اللہ رانجھا کاوالٹن اور غازی روڈ کے علاقے کا دورہ ,"['لاہور', 'ریاض']"
4,ضلعی انتظامیہ کی کورونا ایس او پیز پر عملدرآمد کروانے کیلئے کاروائیاں جاری ,"['مکہ المکرمہ', 'کراچی', 'جرمانہ', 'سنوکر', 'موبائل', 'ہوٹل', 'ریاض', 'شہید', 'جی ٹی روڈ', 'لاہور', 'کرونا وائرس']"
5,شاہدرہ ‘18 سالہ لڑکی نے پٹرول چھڑک کر خود کو آگ لگا لی,['پیٹرول']
6,احتساب عدالت ،جعلی بنک اکاونٹس کیس میں گرفتار سابق ڈی جی پارکس لیاقت قائم خانی کے جوڈیشل میں توسیع,"['عدالت', 'بنک', 'سماعت']"
7,پاکستان اسٹاک مارکیٹ ،اتار چڑھائو کا شکار ہونے کے بعد مندی کی لپیٹ میں آگئی، سرمایہ کاروں کے 121ارب روپے ڈوب گئے,"['کاروبار', 'کے الیکٹرک', 'ریکارڈ', 'پاکستان']"
8,مقامی صرافہ مارکیٹوں میں فی تولہ سونا200روپے مہنگاقیمت1لاکھ6ہزار600روپے ہوگئی,['پاکستان']
9,دوران ڈکیتی قتل سمیت اندھے قتل کی2سنگین وارداتیں ٹریس،ملزمان گرفتار ,"['غریب', 'ٹیکنالوجی', 'سوشل میڈیا', 'ڈکیتی', 'کار', 'پولیس', 'قتل', 'فائرنگ', 'تھانہ', 'زخمی']"
10,ملک میں کپاس، کاٹن یارن اور گیس کی قلت کے باوجودکاٹن یارن کی ایکسپورٹ میں اضافہ,"['دنیا', 'زرمبادلہ', 'پاکستان', 'بھارت', 'ڈالر', 'ملازمت', 'سوئی گیس', 'قلت']"
11,میزان بینک اور چیپل بلڈرز کے پراجیکٹ چیپل کورٹ یارڈ کو شریعہ کمپلائنٹ ہاؤسنگ فنانس سہولت فراہم کرنے کیلئے چیپل بلڈرز کے ساتھ مفاہمتی یادداشت پر دستخط ,"['عدالت', 'پاکستان']"
12,صوبائی محتسب بلوچستان کی ہدایت پر محکمہ تعلیم میں تفر یق اور عدم توجہی کے حوالے سے شکایت کا ازالہ کردیا گیا,"['بلوچستان', 'تعلیم']"
13,مریم نواز کا نیب میں پیش ہونے کا فیصلہ ‘ ذرائع,"['میاں نواز شریف', 'مسلم لیگ (ن)', 'مریم نواز شریف']"
