,headlines,categories
10,حب،بلوچ عوامی موومنٹ کے پلیٹ فارم سے ملک بھر میں بسنے والے بلوچ قبال اور محنت کش طبقہ کی جنگ لڑرہے ہیں ، نواز علی برفت ایڈووکیٹ ,"['شہید', 'کراچی', 'پیپلز پارٹی', 'بلوچستان', 'سندھ']"
11,سوراب،بجلی کی طویل لوڈشیڈنگ اور باربار کی ٹرپنگ کے خلاف زمیندار ایکشن کمیٹی کا شدید احتجاج،شٹرڈا ئون ہڑتال اور گریڈ اسٹیشن کا گھیرائو,"['لوڈشیڈنگ', 'واپڈا', 'مذاکرات', 'حبیب اللہ خان', 'احتجاج', 'بجلی']"
12,ڈیرہ مراد جمالی، پولیس کاروائی، غیر قانونی ایرانی ڈیزل اندرون سندھ اسمگل کرنے کی کوشش ناکام ،دو ملزمان گرفتار,"['پولیس', 'تھانہ', 'سندھ', 'پیٹرول']"
13,چیف سیکرٹری سندھ کی زیر صدارت اہم اجلاس,"['الیکشن', 'عام انتخابات 2018', 'ریاض', 'این اے249', 'الیکشن کمیشن', 'کراچی', 'پولیس', 'سندھ']"
14,سوئس کیس کے طوطے میں پی ڈی ایم والوں کی جان ہے،حلیم عادل شیخ,"['عدالت', 'الیکشن', 'سوئس کیس', 'عام انتخابات 2018', 'کرپشن', 'اسمبلی', 'پاکستان', 'سپریم کورٹ', 'الیکشن کمیشن', 'مریم نواز شریف', 'پولیس', 'سندھ ہائیکورٹ', 'حملہ', 'سندھ']"
15,جاری تر قیاتی منصوبوں کو رواں مالی سال میں مکمل کیا جائے،وزیر اقلیتی امور سندھ,['سندھ']
16,ہمدرد کارپوریٹ ہیڈ آفس میں شوریٰ ہمدرد کراچی کا ماہانہ اجلاس,"['علامہ اقبال', 'دنیا', 'ڈاکٹر', 'بھارت', 'قرارداد', 'تعلیم', 'پاکستان', 'کراچی', 'مسئلہ کشمیر', 'محمد علی جناح']"
17,کراچی، ناظم آباد تھانے میں نیبرہڈ سکیورٹی اینڈ ڈیولپمنٹ پراجیکٹ کے کمانڈ اینڈ کنٹرول روم کا افتتاح,"['ڈاکٹر', 'اسمبلی', 'قومی اسمبلی', 'کراچی', 'پولیس']"
18,موجودہ حکومت کے پاس مہنگائی کنٹرول کرنے کا کوئی فارمولہ نہیں،سردارذوالفقار,"['عالمی بینک', 'مہنگائی', 'کراچی', 'بلدیاتی انتخابات']"
19,شہر یوں کو تفریحی مواقعوں کی فراہمی، سی ڈی اے تجارتی مراکز،بڑی مارکیٹوں،پارکوں اور کھلی جگہوں میں سٹ آئوٹ بنائے گا ,[]
20,پشاور:سیکرٹری آر ٹی اے فیض عالم خٹک کو گریڈ 18میں ترقی دے کر اپنی ایڈیشنل سیکرٹری اطلاعات خیبر پختونخوا تعینات ,['کرونا وائرس']
21,دہشتگردی کے خلاف جنگ میں پاکستان کی جانب سے دی گئیں جانی اور مالی قربانیوں کی بدولت دہشتگردی کا خاتمہ ممکن ہوا،اسد قیصر,"['ڈاکٹر', 'بھارت', 'ترکی', 'اسمبلی', 'قومی اسمبلی', 'پاکستان', 'پارلیمنٹ', 'سی پیک', 'مسئلہ کشمیر', 'چین']"
22,بھارت کے پن بجلی کے منصوبے مکمل ہونے کا تاثر دینا غلط ہے، کمشنر فار انڈس واٹر,"['بھارت', 'سیلاب', 'پاکستان', 'بجلی', 'سندھ']"
23,پاکستان میں علاج کیلئے مؤثر تشخیص چیلنج ہی: امریکی ادارہ,"['علاج', 'امریکہ', 'پاکستان']"
24,بھارت، بی جے پی کے وزیر کا بھارت میں برقعہ پر پابندی کا مطالبہ ,['بھارت']
25,بھارت: بسکٹ چرانے پر 10 سالہ بچے کو جان سے ماردیا گیا,['بھارت']
26,کوئٹہ، تاجر برادری کا سریاب روڈ کی توسیع کیلئے دکانوں کو قلیل معاوضے کے عوض گرانے کے خلاف مشترکہ طور پر جدوجہد کرنے کا اعلان,"['احتجاج', 'کوئٹہ', 'بلوچستان', 'پیٹرول']"
27,کوئٹہ، نیب پراسیکیوٹر جنرل کی تعیناتی اور نیب پر صداتی آرڈیننس کے خلاف دائر درخواست کو سماعت کیلئے منظور ,"['عدالت', 'چیف جسٹس', 'پاکستان', 'بلوچستان', 'سماعت']"
28,بیلہ،لیویز اختیارات پولیس کے حوالے، تھانے اور چیک پوسٹوں پر لیویز کے اختیارات ختم ،پولیس نے چارج سنبھال لیا,"['پولیس', 'تھانہ']"
29,کوئٹہ ،جمعیت علما اسلام نظریاتی پاکستان کا بلوچستان ہائیکورٹ کے جانب سے مقامی قبائل کے پشتی زمینوں کے مشترکات کے متعلق فیصلے کاخیرمقدم ,"['علما', 'جمعیت', 'پاکستان', 'احتجاج', 'بلوچستان', 'مہنگائی', 'کاروبار']"
30,ایف آئی اے کی کارروائی ، پولینڈ اور کینیڈا کے ویزوں کیلئے لاکھوں روپے وصول کر نے والا گروہ گرفتار ,"['کینیڈا', 'کمپنی', 'کاروبار']"
31,بلاول بھٹو زرداری کا گلگت میں مسافر بس پر فائرنگ کے نتیجے میں جاں بحق افراد کے لواحقین سے اظہار افسوس ,"['آصف علی زرداری', 'فائرنگ', 'زخمی', 'جاں بحق', 'بلاول بھٹو زرداری']"
32,کورونا وبا کے باوجود دیا مر بھاشا ڈیم پر تعمیراتی کام تسلی بخش رفتار سے آگے بڑھ رہا ہے ، چیئر مین واپڈا ,"['ڈیم', 'واپڈا', 'پانی', 'کرونا وائرس', 'بجلی', 'بھاشا ڈیم', 'سندھ']"
33,وفاق المدارس کے سالانہ امتحانات پرامن طور پر اختتام پذیر ہوگئے,"['پاکستان', 'سوشل میڈیا']"
34,بلاول بھٹو زر داری کا ایمل ولی خان کو فون ، والد اسفند یار ولی کی صحت سے متعلق خیریت دریافت کی ,"['خیبرپختونخوا', 'آصف علی زرداری', 'پاکستان', 'بلاول بھٹو زرداری']"
35,پشاور:ضلعی انتظامیہ کی بھر پور کوششوں سے ڈیرہ جات میلے کیلئے جیپ ریس ٹریک مکمل,[]
36,پشاور :معذور افراد کو سلائی مشینیں اور سولر سسٹم فراہم کرنے کا فیصلہ,['علاج']
37,تنظیموں کے ذریعے معذور افراد کو تربیت کے ساتھ ساتھ مالی معاونت بھی فراہم کی جائیگی: ڈپٹی کمشنر,"['علاج', 'تعلیم', 'کاروبار']"
38,ایس پی انوسٹی گیشن آفس ہنگو میں کرائم میٹنگ کاانعقاد,['پولیس']
39,راولپنڈی،تھانہ ائیر پورٹ پولیس کی کارروائی ،2 ملزمان گرفتار ،مقدمات درج ,"['پولیس', 'فائرنگ', 'تھانہ']"
40,راولپنڈی ،پولیس کی جرائم پیشہ عناصر کیخلاف کارروائی ،5ملزمان گرفتار ,"['پولیس', 'تھانہ']"
41,پاکستان اور ہنگری کے وزراء خارجہ نے ’ہنگری پاکستان ٹریڈ اینڈ اکنامک ونڈو‘ اور ’ہنگری پاکستان بزنس فورم‘ کا افتتاح کیاکر دیا ,"['یورپی یونین', 'دفتر خارجہ', 'شاہ محمود قریشی', 'پاکستان', 'کرونا وائرس', 'کار']"
42,آرمی چیف جنرل قمر جاوید باجوہ سے رائل سعودی لینڈ فورسز کے کمانڈر کی ملاقات ،باہمی دلچسپی کے امورپر تبادلہ خیال,"['سعودی', 'جنرل قمر جاوید باجوہ', 'آئی ایس پی آر']"
43,انڈیا پاکستان پرماننٹ انڈس کمیشن کا ایک سو سولہواں اجلاس]سندھ طاس معاہدے سے متعلق متعدد موضوعات بارے گفتگو ,"['بھارت', 'پاکستان', 'پانی', 'دہلی', 'سندھ']"
44,پاکستان چین سے مزید 70 لاکھ کورونا ویکسین ڈوز خرید رہا ہے، اسد عمر,"['اسد عمر', 'پاکستان', 'چین', 'کرونا وائرس']"
45,دہشتگردی کے خلاف جنگ میں پاکستان کی جانب سے دی گئیں جانی اور مالی قربانیوں کی بدولت دہشتگردی کا خاتمہ ممکن ہوا،اسد قیصر ,"['ڈاکٹر', 'بھارت', 'ترکی', 'اسمبلی', 'قومی اسمبلی', 'پاکستان', 'پارلیمنٹ', 'سی پیک', 'مسئلہ کشمیر', 'چین']"
46,بغیر جائزہ کے قانون پر قانون نا انصافی کو جنم دے گا ،بیرسٹر امجد ملک ,"['تارکین', 'برطانیہ', 'وزارت داخلہ', 'کار']"
47,پیپلز پارٹی نے آزاد جموں و کشمیر کے انتخابات میں حصہ لینے کیلئے پارٹی ٹکٹ کے حصول کیلئے امیدواروں سے درخواستیں طلب کرلیں ,"['آصف علی زرداری', 'عام انتخابات 2018', 'پاکستان', 'بنک', 'کراچی', 'مسئلہ کشمیر']"
48,راولپنڈی ،پولیس کی ناجائز اسلحہ رکھنے والوں کیخلاف کارروائی ،6ملزمان گرفتار ،مقدمات درج کرلئے,"['پولیس', 'اسلحہ']"
49,وفاقی پولیس کاجر ائم پیشہ عنا صر کیخلا ف کر یک ڈائون جاری,"['ڈاکٹر', 'اسلحہ', 'جیل', 'پولیس', 'ڈکیتی']"
50,محکمہ وائلڈ لائف چکوال نے پچاس سے زائد نایاب پرندے آزاد کر دیئے,"['پنجاب', 'ریکارڈ', 'حکومت پنجاب', 'سوشل میڈیا']"
51,اشیائے ضروریہ کی قیمتوں کو عام آدمی کی رسائی میں رکھنا حکومت پنجاب کی مارکیٹ ریلیف پالیسی کی بنیادی ترجیح ہے ، ڈپٹی کمشنر چکوال,"['پنجاب', 'ایف سی']"
52,چکوال ،بلدیہ فروٹ منڈی میں 14 تاجروںکو 30 مارچ تک دفاتر اور دکانیںخالی کرنے کے نوٹس جاری کردیئے گئے,"['پنجاب', 'عدالت', 'کرایہ', 'سپریم کورٹ', 'بلدیاتی انتخابات']"
53,راولپنڈی ،تھانہ ریس کورس پولیس کی کارروائی ،چوری کی واردات میں ملوث 2 ملزمان گرفتار ,"['پولیس', 'کار', 'تھانہ']"
54,راولپنڈی ،پولیس کی کارروائی ،مختلف مقدمات میں مطلوب4 اشتہاری مجرمان گرفتار ,"['پولیس', 'ریاض']"
55,تھانہ گوجر خان پولیس کی کارروائی ،موٹر سائیکل چوری کی وارداتوں میں ملوث ملزم گرفتار ,"['پولیس', 'کار', 'تھانہ']"
56,راولپنڈی،تھانہ صدر واہ پولیس کی کارروائی ،شراب سپلائر گرفتار ،50بوتل شراب برآمد ،مقدمہ درج کرلیا,"['پولیس', 'ریاض', 'تھانہ', 'منشیات']"
57,راولپنڈی ،ایس پی پوٹھوہار سید علی کی زینب کے گھر آمد،لواحقین سے ملاقات ،اب تک کی تفتیش بارے آگاہ کیا,['پولیس']
58,اکادمی ادبیات پاکستان کی جانب سے ادباء وشعراء کے لئے پچاس لاکھ روپے مالیت کے انعامات کا اعلان,"['ڈاکٹر', 'علامہ اقبال', 'تعلیم', 'پاکستان', 'اجمل خٹک']"
59,کوہاٹ میں سفاکیت کی انتہا ، حوا کی ایک اور بیٹی زیادتی کے بعد قتل,"['قتل', 'پاکستان', 'پانی', 'احتجاج', 'اغوا', 'نامعلوم افراد', 'پولیس']"
60,ملک بھر سے کارکنان وعوام کی جانب سے تیاریوں نے نیب کو بے نقاب اور پریشان کردیا ہے،ذیشان ملک,"['جمہوریت', 'میاں نواز شریف', 'پاکستان', 'مریم نواز شریف', 'مسلم لیگ (ن)', 'لاہور']"
61,نیشنل پارٹی کے وفد کی جائی امرء میں مسلم لیگ (ن) کی نائب صدر مریم نواز سے ملاقات،سرداراختر جان مینگل کا پیغا م پہنچایا,"['جمہوریت', 'رانا ثناء اللہ', 'ڈاکٹر', 'سینیٹ', 'مریم اورنگزیب', 'پارلیمنٹ', 'مریم نواز شریف', 'مسلم لیگ (ن)', 'بلوچستان', 'ایم کے', 'پرویز رشید']"
62,کوئٹہ کے تین تھانیدار تبدیل کر دئیے گئے,"['پولیس', 'کوئٹہ']"
63,عوام اور سیاسی کارکنان کے اتحاد نے ثابت کیا کہ وہ پانسہ پلٹنے کی قوت رکھتے ہیں،رانا ثنا ائلله,"['پنجاب', 'میاں نواز شریف', 'ایم کے', 'ووٹ', 'پاکستان', 'سوئی گیس', 'مریم نواز شریف', 'بجلی', 'آٹا', 'لاہور']"
64,ْمریم نواز جان لیں نئے پاکستان میں قانون اب انکے گھرکی لونڈی نہیں بن سکتا،سینیٹرشبلی فراز,"['مریم نواز شریف', 'عدالت', 'پاکستان', 'سپریم کورٹ']"
65,چھوٹے بڑے دکانداروں کے لئے بزنس لائسنس کا حصول لازم قرار,['کاروبار']
66,ورلڈ ہیلتھ آرگنائزیشن کی جانب سے پنجاب حکومت کیلئی8ایمبولینس گاڑیوں اور15موٹر سائیکلوں کا عطیہ,"['پنجاب', 'ڈاکٹر', 'عثمان بزدار', 'گاڑیاں', 'کرونا وائرس', 'لاہور']"
67,وزیراعلیٰ عثمان بزدارکا عوام کی شکایات کا سخت نوٹس ، تحصیلدارشیخوپورہ غلام مصطفی گجر کو عہدے سے ہٹا دیا گیا,"['وزیراعلیٰ پنجاب', 'پنجاب', 'عثمان بزدار']"
68,وزیراعلیٰ پنجاب عثمان بزدار کی اے پی این ایس کے نومنتخب صدر سید سرمد علی اور دیگر عہدیداران کو مبارکباد,"['وزیراعلیٰ پنجاب', 'پنجاب', 'عثمان بزدار']"
69,ضلعی انتظامیہ کی بھر پور کوششوں کے بعد ڈیرہ جات میلے کیلئے جیپ ریس ٹریک مکمل ہو گیا ہے، کمشنر ڈیرہ,[]
70,تفریح کے بہتر مواقع فراہم کرنے کے سلسلے میں ڈیرہ جات میلے کا انعقاد زبردشت کاوش ہے،ڈپٹی کمشنر ڈیرہ,['کار']
71,غیر سرکاری تنظیموں کے ذریعے معذور افراد کو تربیت کے ساتھ ساتھ مالی معاونت بھی فراہم کی جائیگی، ڈپٹی کمشنر اورکزئی,"['علاج', 'تعلیم', 'کاروبار']"
72,تفتیشی پولیس افسران کی ذمہ داریاں انتہائی حساس نوعیت کی حامل ہیں، ارشدمحمودخان,['پولیس']
73,بلوچستان کی سنگل شاہرائیں قتل گاہیں ثابت ہورہی ہیں ،مسئلے کو قومی اسمبلی کے فلور پر اٹھا چکا ،مولانا سید آغا محمود شاہ ,"['کرپشن', 'شہید', 'اسمبلی', 'قومی اسمبلی', 'قتل', 'جمعیت', 'حادثہ', 'بلوچستان']"
74,ڈائریکٹر جنرل پاکستان براڈ کاسٹنگ کارپوریشن عنبرین جان دو روزہ دورہ پر کوئٹہ پہنچ گئی,"['کوئٹہ', 'پاکستان', 'بلوچستان']"
75,پنجاب کابینہ نے چینی کی پیداوار، ترسیل اور خرید و فروخت کے پورے نظام کو ریگولیٹ کرنے کا فیصلہ کیا ہے‘عثمان بزدار,"['پنجاب', 'عدالت', 'کمپنی', 'تیل', 'بلدیاتی انتخابات', 'عثمان بزدار', 'سپریم کورٹ', 'پاکستان تحریک انصاف', 'مہنگائی', 'رمضان المبارک', 'حملہ', 'لاہور', 'چین', 'وزیراعلیٰ پنجاب', 'وزیراعظم', 'پاکستان', 'مریم نواز شریف', 'ریکارڈ', 'حمزہ شہباز']"
76,سینئر قانون دان سپریم کورٹ اورمنصف جان ایڈووکیٹ کے ضمنی الیکشن حلقہ این اے 249 کیلئے کاغذات منظور کرلیئے گئے,"['عدالت', 'الیکشن', 'عام انتخابات 2018', 'وکلا', 'تعلیم', 'این اے249', 'پانی', 'سپریم کورٹ', 'سندھ']"
77,آغوش ہوم کراچی کیلئے الخدمت کابڑاتحفہ ہے،نوید علی بیگ,"['پاکستان', 'تعلیم', 'کراچی', 'کار']"
78,ممتاز سماجی شخصیت منصف جان ایڈووکیٹ کے ضمنی الیکشن حلقہ این اے 249 کیلئے کاغذات منظور,"['عدالت', 'الیکشن', 'عام انتخابات 2018', 'وکلا', 'تعلیم', 'این اے249', 'پانی', 'سپریم کورٹ', 'سندھ']"
79,پاکستان تھیوکریسی کے لیے قائم نہیں کیا گیا تھا،ڈاکٹررضاکاظمی,"['ڈاکٹر', 'بھارت', 'قرارداد', 'پاکستان', 'کراچی', 'مسئلہ کشمیر', 'محمد علی جناح']"
80,تلہار شہر میں ایک بار پھر بدامنی عروج پر پہنچ گئی,"['پولیس', 'احتجاج', 'کار', 'مری']"
81,اقلیتوں کے حقوق کی پامالی غیر اسلامی عمل ہے، درسی کتب میں حب الوطنی ، تحمل و برداشت ، علم دوستی کو فروغ دینا ہوگا،ارکان شوریٰ ہمدرد,"['علامہ اقبال', 'دنیا', 'ڈاکٹر', 'بھارت', 'قرارداد', 'تعلیم', 'پاکستان', 'کراچی', 'مسئلہ کشمیر', 'محمد علی جناح']"
82,تلہارمیں بدامنی عروج پر پہنچ گئی،چوروں کے سرگرم گروہ نے 5دکانوں کے تالے توڑ کر لاکھوں روپے نقد اور دیگر سامان لے اڑے,"['پولیس', 'احتجاج', 'کار', 'مری']"
83,پاکستان اسٹاک مارکیٹ میں تیزی کا رجحان برقرار،سرمائے میں25ارب روپے سے زائدکا اضافہ,"['ریکارڈ', 'پاکستان', 'کاروبار', 'پیٹرول']"
84,انٹر بینک میں روپے کے مقابلے ڈالر کی قدرمیں کمی جبکہ اوپن کرنسی مارکیٹ میں مستحکم رہی,"['ڈالر', 'پاکستان']"
85,آغوش ہوم کراچی کیلئے الخدمت کابڑاتحفہ ہے،نوید علی بیگ,"['پاکستان', 'تعلیم', 'کراچی', 'کار']"
86,ٹوبہ ٹیک سنگھ:ڈپٹی کمشنروایڈمنسٹریٹر عمر جاوید کے احکامات پر دو روز قبل با رش کے بعد میونسپل کمیٹی نے خصوصی صفائی آپریشن شروع کردیا,"['بارشیں', 'کار']"
87,موجودہ نااہل مسلط شدہ حکمرانوں کی دینی مدارس اور مذہبی طبقات کے بارے میں عزائم خطرناک ہی: جمعیت علمائے اسلام بلوچستان,"['علما', 'جمعیت', 'پاکستان', 'بلوچستان', 'نقصان', 'کاروبار']"
88,جمعیت علماء اسلام تحصیل پشین کی مجلس عاملہ کا اجلاس,"['لانگ مارچ', 'عام انتخابات 2018', 'جمعیت', 'محرم الحرام', 'بلوچستان']"
89,جامعہ بلوچستان پر مسلط وائس چانسلر اور پرو وائس و خزانہ افیسر کی عدم دلچسپی نااہلیت,"['ڈاکٹر', 'وکلا', 'اسمبلی', 'تعلیم', 'چور', 'احتجاج', 'بلوچستان', 'کار']"
90,بلوچ اسٹوڈنٹس آرگنائزیشن بی ایس او کی بیوسویں تین روزہ قومی کونسل سیشن کے کامیاب انعقاد,"['مری', 'تعلیم', 'کار', 'بلوچستان']"
91,گورئمنٹ مڈل سکول زینت القرآن مڈل سکول اولڈ لدگشت کے سالانہ امتحانات 2020/21 کے نتائج کا اعلان ,['تعلیم']
92,گزشتہ 24 گھنٹوں میں 4مریض انتقال کرگئے ،247نئے کیسز رپورٹ اور152افراد صحتیاب ہوئے ہیں، وزیراعلی سندھ,"['علاج', 'کراچی', 'سندھ', 'کرونا وائرس']"
93,سردار علی گوہر خان مہر کے بھتیجے اور سابق وزیراعلی سندھ مرحوم علی محمد مہرکے صاحبزادے علی احمدمہر پیپلز پارٹی میں شامل ہوگئے,"['جمہوریت', 'سینیٹ', 'فریال تالپور', 'وزیراعظم', 'شہید', 'اسمبلی', 'قرارداد', 'قتل', 'ووٹ', ' نثار کھوڑو', 'پاکستان تحریک انصاف', 'پیپلز پارٹی', 'علی محمد مہر', 'مہنگائی', 'سندھ', 'بلاول بھٹو زرداری']"
94,سندھ کے معاشی دہشت گردوں نے مجھ پر جھوٹے مقدمات بنوائے تھے مگر ہم کیسز سے ڈرنے والے نہیں ہیں، حلیم عادل شیخ ,"['عدالت', 'الیکشن', 'عام انتخابات 2018', 'کرپشن', 'اسمبلی', 'پاکستان', 'سپریم کورٹ', 'مریم نواز شریف', 'این آر او', 'پولیس', 'سندھ ہائیکورٹ', 'حملہ', 'سندھ']"
95,ٹوبہ ٹیک سنگھ:موسم میں ڈینگی مچھر کی افزائش کے خدشہ کے پیش نظر تمام محکموں کو الرٹ جاری,"['ڈینگی', 'پنجاب', 'حکومت پنجاب', 'پیٹرول', 'این او سی', 'موسم']"
96,کراچی، این ای249 ضمنی انتخابات:سردارعبدالرحیم کے کاغذات نامزدگی منظوری,"['عام انتخابات 2018', 'تعلیم', 'ووٹ', 'این اے249', 'پانی', 'کراچی', 'جلسہ', 'سندھ']"
97,حکومتی عدم توجہ نے عملی طور پر کراچی کو کچرا کنڈی میں بدل دیا ،محمد حسین محنتی,"['عام انتخابات 2018', 'جماعت اسلامی', 'بلدیاتی انتخابات', 'تعلیم', 'سوئی گیس', 'پانی', 'کے الیکٹرک', 'گیس بحران', 'کراچی', 'بجلی', 'سندھ']"
98,این اے 249 سے پی ٹی آئی امیدوارکا اتحادٹائون سمیت مختلف علاقوں کا دورہ,"['کرپشن', 'اسمبلی', 'پاکستان', 'پاکستان تحریک انصاف', 'فیصل واوڈا']"
99,جماعت اسلامی سندھ کے تحت کل سیاسی و انتخابی ورکشاپ برائے اپر سندھ منعقد ہوگی,"['لیاقت بلوچ', 'عام انتخابات 2018', 'سندھ', 'جماعت اسلامی']"
100,جماعت اسلامی رہنمائوں کا الحاج شمیم الدین کی وفات پر دلی رنج و غم کا اظہار,"['پیپلز پارٹی', 'سندھ', 'جماعت اسلامی']"
101,پشاور، بغیر نمبر پلیٹ گاڑیوں اور کالے شیشوں کے استعمال پر 802 افراد پر جرمانے عائد ,"['گاڑیاں', 'پشاور', 'ٹریفک', 'پولیس', 'کار']"
102,پشاور، کورونا سے بچاو کے لیے سخت اقدامات کا فیصلہ ,"['شادی', 'گاڑیاں', 'کاروبار', 'کرونا وائرس']"
103,پختونوں کے گرد ہر طرف سے گھیرا تنگ کیا جارہا ہے، سردار حسین بابک,"['جنوبی وزیرستان', 'سینیٹ', 'وزیراعظم', 'اسمبلی', 'قتل', 'ٹارگٹ کلنگ', 'احتجاج', 'صوبائی اسمبلی', 'اغوا']"
104,تیمرگرہ:تعلیمی اداروں کی بند ش کے خلاف کمبڑ بازار دیرلویر میں ہزاروں طلبہ سڑکوں پر نکل آئے ,"['تعلیم', 'کرونا وائرس', 'جماعت اسلامی']"
105,صحافی جے لعلوانی کا قتل : صحافیوں کا سندھ اسمبلی کی پریس گیلری میں شدید احتجاج,"['ڈاکٹر', 'اسمبلی', 'قتل', 'قاتل', 'احتجاج', 'پولیس', 'سندھ']"
106,حکومت نے قومی بچت اسکیموں کے شرح منافع میں اضافہ کردیا،اطلاق فوری ہوگا,[]
107,ووٹ کی پر چی کے درست استعمال ملک اور قوم کے مستقبل کو سنوار سکتا ہے،میاں محمد اسلم ,"['پنجاب', 'جماعت اسلامی', 'اسمبلی', 'قومی اسمبلی', 'تعلیم', 'پاکستان', 'ووٹ', 'سوئی گیس', 'پانی', 'بجلی', 'مہنگائی']"
108,راولپنڈی پولیس کی کاروائیاں ،چوری کی وارداتوں میں مطلوب 3ملزمان گرفتار,"['پولیس', 'تھانہ']"
109,راولپنڈی پولیس نے مختلف مقدمات میں مطلوب4 اشتہاری گرفتارکر لئے,"['پولیس', 'اغوا', 'تھانہ', 'ریاض']"
110,راولپنڈی، ایس پی پوٹھوہار سید علی کی معصوم بچی زینب کے گھرآمد،لواحقین کو انصاف کی یقین دہانی,['پولیس']
111,راولپنڈی، تھانہ ائیر پورٹ پولیس نے آتش بازی کے الزام میں2 ملزمان گرفتارکرلئے,"['پولیس', 'تھانہ']"
112,راولپنڈی پولیس کی ناجائز اسلحہ کے خلاف کاروائی ،6ملزمان گرفتار,"['پولیس', 'اسلحہ', 'تھانہ']"
113,راولپنڈی پولیس کی جرائم پیشہ عناصر کے خلاف کاروائی ،مبینہ شراب سپلائر سمیت6ملزمان گرفتار,"['پولیس', 'تھانہ', 'ریاض']"
114,این اے 249 ضمنی الیکشن: پاک سرزمین کی انتخابی سرگرمیاں زوروشور سے جاری,"['میرا', 'دنیا', 'عام انتخابات 2018', 'کرپشن', 'پاک سرزمین پارٹی', 'این اے249', 'کراچی', 'سید مصطفی کمال', 'سندھ']"
115,کسٹم پریوینٹو گڈانی نے کروڑوں روپے چھالیہ کی اسمگلنگ ناکام بنا دی ,"['کوئٹہ', 'کراچی', 'گوادر']"
116,گاڑیوں کی انڈرانوائسنگ امپورٹ پر ایف بی آر کے اقدامات خوش آئند ہیں،پاکستان آٹوموٹو,"['گاڑیاں', 'تباہی', 'کمپنی', 'پاکستان', 'موبائل', 'نقصان']"
117,کراچی ، پاکستان کے پہلے کاروباری ہائر ایجوکیشن انسٹیٹیوٹ کا قیام ,"['تعلیم', 'پاکستان', 'کراچی', 'برطانیہ', 'کاروبار']"
118,گگو منڈی:مقدمہ بازی کی رنجش پر گائوں کے چوہدری بپھر گئے,"['پولیس', 'بیوی', 'اسلحہ', 'ارسلان']"
119,مریم نواز شریف کا جادو پوری حکومت کے سر چڑھ کر بول رہا ہی:فلائیٹ لیفٹیننٹ (ریٹائرڈ)چودھری ارشدا قبال,"['میاں نواز شریف', 'مریم نواز شریف', 'مسلم لیگ (ن)', 'چیمبر آف کامرس', 'کرونا وائرس']"
120,پولیو مہم کی کامیابی ہم سب کی مشترکہ ذمہ داری ہی:چوہدری طاہر امین,"['ڈاکٹر', 'پاکستان', 'سوشل میڈیا', 'پولیو', 'جہاد']"
121,ِاوکاڑہ میں اب تک60سال سے زائد عمر کے 5 ہزار 582شہری رجسٹرڈ ہو چکے ہیں: ڈاکٹر سجاد گیلانی,"['ڈاکٹر', 'کرونا وائرس']"
122,وزیر آباد:تحصیل ہیڈ کوارٹر ہسپتال میں بد انتظامی۔چوکیدار وی آئی پی ڈیوٹی پر چلے گئے ,"['ڈاکٹر', 'کمپنی', 'چور', 'ریکارڈ', 'تھانہ']"
