,headlines,categories,time
0,مرکزی تنظیم تاجران پاکستان چیچہ وطنی میں یوسف جمال ٹکا کے قتل کی بھر پور مذمت کرتی ہے،کاشف چوہدری ,"['علاج', 'پاکستان', 'شہید', 'اسمبلی', 'عدالت', 'چیف جسٹس', 'دھرنا', 'لاہور', 'پولیس', 'احتجاج', 'مولانا فضل الرحمن', 'قتل']",2021-03-29T23:28:54+0500
1,"ملتان کے موٹر ریسر ملک گوہر اسلم سانگی نی"" ڈیرہ جات آف روڈچیلنج 2021ء ""میں اپنی جیت شہر کی عوام کے نام کر دی","['کھیل', 'دنیا', 'ملتان']",2021-03-29T23:28:54+0500
2,شیرشاہ ڈرائی پورٹ ملتان پر (کل)مختلف کمپنیوں کی الیکٹرانکس مصنوعات وغیرہ کی نیلامی کی جائیگی,"['پیٹرول', 'ملتان']",2021-03-29T23:28:54+0500
3,محکمہ تعلیم کے افسران معیاری تعلیم کے فروغ کیلئے اپنی تمام صلاحتیں بروئے کار لائیں ،ڈپٹی کمشنر ,"['تعلیم', 'کرونا وائرس', 'کار']",2021-03-29T23:28:54+0500
4,ضلع خانیوال میں پانچ روزہ انسداد پولیو مہم کا آغاز ہو گیا,"['موبائل', 'پولیو']",2021-03-29T23:28:54+0500
5,کھاریاں،ایس او پیز کی خلاف ورزی پر 4شادی ہالز، ,"['کرونا وائرس', 'کاروبار', 'علاج', 'شہید', 'حکومت پنجاب', 'پنجاب', 'شادی']",2021-03-29T23:28:54+0500
6,حیدرآباد، ڈویژنل کمشنر محمد عباس بلوچ نے بچوں کو انسداد پولیو کے قطرے پلا کر سہی روزہ انسداد پولیو مہم کا افتتاح کرلیا ,"['موبائل', 'کرونا وائرس', 'کار', 'سندھ', 'پولیو', 'ڈاکٹر']",2021-03-29T23:28:54+0500
7,حید ر آباد کی 5 صنعتی اور رہائشی ا سکیموں کی جانب سے قوانین کی خلاف ورزی پرایچ ڈی اے کاقانونی کاروائی کا فیصلہ,[],2021-03-29T23:28:54+0500
8,حیدرآباد، جے یوپی کے قائدین نے ہر دور میں وقت کے یزیدوں کی آنکھوں میں آنکھیں ڈال کر بات کی ہے، علی آرائیں ,"['پاکستان', 'سندھ', 'اقلیت', 'ڈاکٹر', 'جمعیت']",2021-03-29T23:28:54+0500
9,انٹی انکروچمنٹ اسکواڈز ایم سی ایل کاشہر کے نو زونز میں تجاوزات کے خلاف آپریشن ٹرکوں میں لاد کر سٹور میں جمع ,"['علامہ اقبال', 'رائے ونڈ', 'لاہور', 'جرمانہ']",2021-03-29T23:28:53+0500
10,پیپلزپارٹی نے اپنی بے وفائی کی تاریخ دہراتے ہوئے (ن)لیگ کو اسکے حق سے محروم کیا ہے ،رانا تنویر حسین ,"['عید', 'پاکستان', 'پیپلز پارٹی', 'مریم نواز شریف', 'رمضان المبارک', 'مہنگائی', 'شہباز شریف', 'ووٹ', 'میاں نواز شریف', 'مسلم لیگ (ن)', 'کرپشن', 'ایم کے']",2021-03-29T23:26:51+0500
11,کمشنر لاہور ڈویژن کی ہدایت پر پارکنگ اوور چارجنگ پر چھاپے مارے گئے,"['لاہور', 'جرمانہ', 'پارکنگ فیس']",2021-03-29T23:26:51+0500
