,headlines,categories,time
0,سیاسی جمہوری قیادتوں اور جماعتوں کا ملک و ملت کو منظم پائیدار اور پروگریسو بنیادوں پر چلانے کا کوئی وژن اور لائحہ عمل نہیں ہے،لیاقت بلوچ,"['سی پیک', 'سینیٹ', 'چین', 'لیاقت بلوچ', 'مسئلہ کشمیر', 'عام انتخابات 2018', 'نریندرا مودی', 'نقصان', 'جماعت اسلامی', 'بھارت', 'لاہور', 'دنیا']",2021-03-03T23:24:52+0500
1,پنجاب حکومت سپورٹس کے فروغ کو اولیت دے رہی ہے‘وائس چیئرمین سپورٹس بورڈ پنجاب رائو زاہد قیوم ,"['قائداعظم', 'کرونا وائرس', 'پنجاب', 'ٹینس', 'ہاکی']",2021-03-03T23:24:52+0500
2,پہلی قائداعظم انٹر ڈویژنل ٹیبل ٹینس (مردوخواتین) ،ویٹ لفٹنگ (مرد) اور پاور لفٹنگ (خواتین) چیمپئن شپ,"['ساہیوال', 'قائداعظم', 'ملتان', 'پنجاب', 'ٹینس', 'لاہور']",2021-03-03T23:24:52+0500
3,فیصل آباد،جرائم پیشہ عناصر کیخلاف کریک ڈائون جاری,"['اسلحہ', 'پولیس', 'فیصل آباد', 'منشیات']",2021-03-03T23:24:52+0500
4,گجرات پولیس نے 178خطرناک اشتہاری،9ڈکیت گینگز کے 28کارندے،95منشیات فروش اور 123اسلحہ بردار گرفتار کرلئے,"['سوشل میڈیا', 'ٹیکنالوجی', 'کار', 'ہیروئن', 'شہید', 'ڈکیتی', 'اسلحہ', 'پولیس', 'منشیات']",2021-03-03T23:24:52+0500
5,کھاریاں،مزدا بس تیز رفتاری کے باعث الٹ گئی ،25افراد زخمی,"['عبدالستار ایدھی', 'زخمی']",2021-03-03T23:24:52+0500
6,عمران خان کے پاس اب وزیراعظم ہائوس پر قابض رہنے کا کوئی جواز نہیں ‘مریم نواز ,"['چور', 'بجلی', 'سوشل میڈیا', 'مریم نواز شریف', 'پاکستان', 'وزیراعظم', 'ووٹ', 'مسلم لیگ (ن)']",2021-03-03T23:24:52+0500
7,حفیظ شیخ کو شکست، حکومتی امیدوار نے حریف امیدوار کو گلے لگا کر مبارکباد دی ,"['سینیٹ', 'پاکستان', 'اسلام آباد', 'عام انتخابات 2018', 'پاکستان تحریک انصاف', 'یوسف رضا گیلانی']",2021-03-03T23:24:52+0500
8,سینیٹ انتخابات اپ سیٹ ،سوشل میڈیا پر آصف علی زرداری کی سیاست کے چرچے ,"['سوشل میڈیا', 'سینیٹ', 'صدر مملکت', 'عام انتخابات 2018', 'ایم کے', 'آصف علی زرداری']",2021-03-03T23:24:52+0500
9,وائس چیئرمین واسا شیخ امتیاز محمود کی زیر صدارت ایل ڈی اے انکروچمنٹ مانیٹرنگ کمیٹی کا اجلاس,"['پنجاب', 'ڈاکٹر', 'حکومت پنجاب', 'لاہور', 'محمد علی جناح']",2021-03-03T23:24:51+0500
