,headlines,categories,time
0,سربراہ پاک فضائیہ کی سری لنکن وزیر اعظم سے ملاقات,"['پاکستان فضائیہ', 'وزیراعظم', 'سری لنکا', 'پاکستان']",2021-03-04T23:28:07+0500
1,بلوچستان سے کورونا وائرس کے مزید13کیس رپورٹ ،متاثرہ افراد کی تعداد19097ہوگئی,"['کرونا وائرس', 'بلوچستان', 'علاج']",2021-03-04T23:28:07+0500
2,بلوچستان سے نومنتخب سینٹر ایوان بالا میں صوبے کے حقوق کے حصول کویقینی بنانے میں اپنا کردارادا کریں گے،میر اسماعیل لہڑی,"['بلوچستان', 'پاکستان']",2021-03-04T23:28:07+0500
3,سینیٹ الیکشن میں بی اے پی کے سینیٹرز کی تاریخی کامیابی پروزیراعلیٰ اور نومنتخب سینیٹرزمبارکباد کے مستحق ہیں،میر عبدالکریم نوشیروانی,"['ووٹ', 'کراچی', 'پاکستان تحریک انصاف', 'سینیٹ', 'بلوچستان', 'الیکشن', 'وزیراعظم', 'عام انتخابات 2018']",2021-03-04T23:28:07+0500
4,قلات میں موٹرسائیکل کی ٹکرسے سائیکل سوار شخص جاں بحق,"['کار', 'ڈرائیور', 'پولیس']",2021-03-04T23:28:07+0500
5,سی پی او راولپنڈی محمد احسن یونس نے تھانہ نصیر آباد کی نئی عمارت کا افتتاح کردیا,"['پشاور', 'کار', 'تھانہ', 'پولیس']",2021-03-04T23:28:07+0500
6,وزیراعظم نے نئی جمہوری روایات کی بنیاد رکھ دی ہے،سینیٹر شبلی فراز,"['سندھ', 'پنجاب', 'ووٹ', 'پاکستان', 'جمہوریت', 'پاکستان تحریک انصاف', 'قومی اسمبلی', 'اسمبلی', 'وزیر اطلاعات', 'بلوچستان', 'الیکشن', 'وزیراعظم', 'عام انتخابات 2018']",2021-03-04T23:28:06+0500
7,تین سال بعد بھی عمران خان کنٹینر پر کھڑے تقریر کرتے محسوس ہو رہے ہیں، ترجمان قومی وطن پارٹی,"['قومی وطن پارٹی', 'الیکشن کمیشن', 'الیکشن', 'وزیراعظم', 'عام انتخابات 2018']",2021-03-04T23:26:14+0500
8,حق دو کراچی ریلی ، 14مارچ کو قائد آباد تا گورنر ہائوس تک ہو گی ، حافظ نعیم الرحمن ,"['سندھ', 'گورنر', 'مردم شماری', 'ووٹ', 'سوئی گیس', 'کراچی', 'پیپلز پارٹی', 'پانی', 'تعلیم', 'سی این جی', 'کے الیکٹرک', 'بلدیاتی انتخابات', 'جماعت اسلامی', 'متحدہ قومی موومنٹ', 'عام انتخابات 2018']",2021-03-04T23:26:14+0500
9,حافظ ساجد انور کے والد کے انتقال پر حافظ نعیم الرحمن و دیگر کا اظہار تعزیت,"['جماعت اسلامی', 'کراچی', 'ڈاکٹر']",2021-03-04T23:26:14+0500
10,حضرت پیرمیرعزیزاللہ حقانی المعروف غار والے بابا کا سالانہ عرس 7مارچ بروز اتوار کو ہوگا,['کراچی'],2021-03-04T23:26:14+0500
11,ملک بھر کے علماء و مشائخ و زیراعظم عمران خان کے قوم سے خطاب کے بیانئے کو یکسر مسترد کردیا,"['ووٹ', 'پاکستان', 'کرپشن', 'عام انتخابات 2018', 'اسمبلی', 'کھیل', 'وزیراعظم', 'مہنگائی']",2021-03-04T23:26:14+0500
12,سندھ میں سومرو دورے اقتدار کے بادشاہ سلطان دودو سومرو شہید کی 708 ویں برسی کی تین روزہ تقریبات کا آغاز کل ہوگا,"['سندھ', 'شہید', 'پاکستان']",2021-03-04T23:26:14+0500
13,کراچی یونین آف جرنلسٹس (دستور) کی نو منتخب کابینہ کا پہلا مجلس عاملہ کا اجلاس،اسکروٹنی کے بعد نئی ممبر سازی کا فیصلہ ,['کراچی'],2021-03-04T23:26:14+0500
14,جماعت اسلامی خواتین کے تحت ’’عورت اور فیملی ازم ‘‘کے عنوان سے کانفرنس کل ہو گی ,"['ڈاکٹر', 'کراچی', 'اسمبلی', 'ہوٹل', 'جماعت اسلامی', 'عام انتخابات 2018']",2021-03-04T23:26:14+0500
15,لالہ اسد پٹھان کی جانب سے سکھر کیبل آپریٹرزکے نومنتخب عہدیداروں کے اعزاز میں ظہرانہ,['پاکستان'],2021-03-04T23:26:14+0500
16,وزیراعظم عمران خان نے الیکشن کمیشن پر حملہ کیا ہے ، سینیٹر مولابخش چانڈیو ,"['جمہوریت', 'عام انتخابات 2018', 'پیپلز پارٹی', 'الیکشن', 'الیکشن کمیشن', 'حملہ', 'وزیراعظم', 'مہنگائی']",2021-03-04T23:26:13+0500
17,سینٹ الیکشن میں نام نہاد سیاسی جماعتوں نے قوم وملت اور سیاست وپارلیمنٹ کو بدنام کر دیا مولانا عبدالحق ہاشمی ,"['غریب', 'ووٹ', 'جمہوریت', 'کراچی', 'عام انتخابات 2018', 'نقصان', 'جماعت اسلامی', 'الیکشن', 'بلوچستان', 'حملہ', 'وزیراعظم', 'مہنگائی']",2021-03-04T23:23:52+0500
18,جمعیت علماء اسلام ضلع کوئٹہ کے تمام ماتحت یونٹوں اور تحصیلوں کا نمائندہ اجلاس ,"['امریکہ', 'کوئٹہ', 'پاکستان', 'مولانا فضل الرحمن', 'جمہوریت', 'جمعیت', 'نقصان', 'لانگ مارچ', 'خورشید احمد', 'قاتل']",2021-03-04T23:23:52+0500
19,خیبرپختونخوا حکومت نے جامعات کو شمسی توانائی پر منتقل کرنے کا آغاز کر دیا,"['خیبرپختونخوا', 'بجلی', 'وزیر اعلیٰ', 'کمپنی', 'پاکستان', 'ٹیکنالوجی', 'سوات', 'ڈاکٹر', 'جیولری', 'پشاور', 'مصباح الحق', 'تعلیم', 'زلزلہ', 'وزیراعظم']",2021-03-04T23:23:52+0500
20,منشیات و قبضہ مافیا اور منظم جرائم پیشہ گروہوں کے گرد گھیرا تنگ کردیاگیا ہے،سہیل خالد,"['منشیات', 'تھانہ', 'تباہی', 'پولیس']",2021-03-04T23:23:52+0500
21,عوامی مسائل کافوری حل،،بٹ خیلہ کے مختلف علاقوں میں کھلی کچہری کاانعقاد,"['خیبرپختونخوا', 'تھانہ', 'ڈاکٹر', 'منشیات', 'تعلیم']",2021-03-04T23:23:52+0500
22,ڈپٹی کمشنر ایبٹ آباد کی مانسہرہ روڈ کی بحالی اورتعمیر اتی کام میں تیزی لانے کی ہدایت,['سڑک'],2021-03-04T23:23:52+0500
23,فوڈ اتھارٹی کی ٹیم نے جعلی کاربونیٹیڈ ڈرنکس برآمد کرکے ضبط کر لیں، ایک شخص گرفتار,"['کاروبار', 'نقصان', 'جیل']",2021-03-04T23:23:52+0500
24,عمران خان اپنی ہی پارٹی کے اراکین اسمبلی پر ووٹ بیچنے کا الزام لگا کر انہیں چور کہہ رہے ہیں، یوسف رضا گیلانی,"['چور', 'ووٹ', 'پاکستان', 'اسمبلی', 'حفیظ شیخ', 'یوسف رضا گیلانی']",2021-03-04T23:23:52+0500
25,قومی اسمبلی کی قائمہ کمیٹی پاور سے نیپرا ترمیمی بل ایک بار پھر منظور نہ ہو سکا,"['کراچی', 'نیپرا', 'قومی اسمبلی', 'اسمبلی', 'کے الیکٹرک', 'بجلی']",2021-03-04T23:23:52+0500
26,نومنتخب اراکین ایوان بالا میں جمہوریت کے استحکام قومی حقوق کے حصول کیلئے آواز بلند کرتے رہیں گے ،عوامی نیشنل پارٹی ,"['جمہوریت', 'اے این پی']",2021-03-04T23:23:51+0500
27,ملکی برآمدات میں مسلسل دوسرے ماہ کمی ریکارڈ,"['ریکارڈ', 'ڈالر']",2021-03-04T23:21:46+0500
28,گزشتہ ہفتہ کے دوران ملکی زرمبالہ کے ذخائر میں9کروڑ19لاکھ ڈالرز کا اضافہ ریکارڈ کیا گیا,"['زرمبادلہ', 'ریکارڈ', 'پاکستان']",2021-03-04T23:21:46+0500
29,آئی ایم سی اور یو این اے پی کا سرسبز پاکستان کیلئے اشتراک,"['کراچی', 'کمپنی', 'پاکستان']",2021-03-04T23:21:46+0500
30,اپوزیشن کا ’’ووٹ کو عزت دو‘‘سے ’’نوٹ کو عزت دو‘‘تک کا شرمناک سفر پورا ہوا‘ فیاض الحسن چوہان,"['پنجاب', 'ووٹ', 'این آر او', 'پاکستان', 'جمہوریت', 'پارلیمنٹ', 'ایم کے', 'سینیٹ', 'جیل', 'وزیراعظم', 'عام انتخابات 2018']",2021-03-04T23:21:46+0500
31,ریلوے کے ڈائریکٹر کمرشل فریٹ کمپنی طاہر حسن بخاری معطل ،ڈی ایس راولپنڈی منور شاہ بھی تبدیل,"['ریلوے', 'کمپنی', 'سی ڈی اے']",2021-03-04T23:21:46+0500
32,سی ڈی این ایس نے فروری میں40 ہزار اور25 ہزارروپے مالیت کے رجسٹرڈ پریمیم بانڈز کے ذریعے 29 ارب روپے کی بچتیں حاصل کیں,['پرائز بانڈ'],2021-03-04T23:21:46+0500
33,فیصل آباد، ہسپتال میں ڈاکٹر کی چاقو کیساتھ آمد، ویڈیو وائرل,"['ڈاکٹر', 'پولیس']",2021-03-04T23:21:46+0500
34,وزیراعلیٰ بلوچستان سے بلوچستان عوامی پارٹی اور اتحادی جماعتوں کے نو منتخب سینیٹرز کی ملا قات,"['بلوچستان', 'وزیر اعلیٰ', 'عام انتخابات 2018']",2021-03-04T23:21:46+0500
35,سبی میلے بلوچستان کی ثقافت ہیں ،میر ضیاء اللہ لانگو ,"['فوج', 'بلوچستان']",2021-03-04T23:21:46+0500
36,وزیراعظم اپنے ارکان قومی اسمبلی کو بکاو مال کہہ رہے ہیں ان سے کس منہ سے اعتماد کا ووٹ مانگیں گے ،سردارسربلندجوگیزئی,"['ووٹ', 'پاکستان', 'اسلام آباد', 'پاکستان تحریک انصاف', 'عام انتخابات 2018', 'قومی اسمبلی', 'پیپلز پارٹی', 'اسمبلی', 'اپوزیشن ', 'حفیظ شیخ', 'یوسف رضا گیلانی', 'بلوچستان', 'الیکشن', 'وزیراعظم', 'الیکشن کمیشن']",2021-03-04T23:21:46+0500
37,حکومت خیبرپختونخوا نے جامعات کو شمسی توانائی پر منتقل کرنے کا آغاز کر دیا,"['خیبرپختونخوا', 'بجلی', 'کمپنی', 'پاکستان', 'ٹیکنالوجی', 'سوات', 'ڈاکٹر', 'جیولری', 'پشاور', 'مصباح الحق', 'تعلیم', 'زلزلہ', 'وزیراعظم']",2021-03-04T23:17:44+0500
38,حفیظ شیخ مسترد ووٹوں کی وجہ سے ہارے، شبلی فراز,"['ووٹ', 'حفیظ شیخ']",2021-03-04T23:17:44+0500
39,آرمی چیف سے جرمن سفیر کی ملاقات، باہمی دلچسپی کے امورپربات چیت,"['فوج', 'پاکستان', 'جرمنی', 'افغانستان', 'ہیکر', 'آئی ایس پی آر', 'جنرل قمر جاوید باجوہ']",2021-03-04T23:17:44+0500
40,وزیراعظم عمران خان کا ایم کیو ایم کے کنوینئر خالد مقبول صدیقی سے رابطہ، اعتماد کا ووٹ لینے کے معاملے پر گفتگو ,"['ووٹ', 'پاکستان', 'ڈاکٹر', 'قومی اسمبلی', 'اسمبلی', 'متحدہ قومی موومنٹ', 'خالد مقبول']",2021-03-04T23:17:44+0500
41,شبلی فراز کی نومنتخب سینیٹرز کیساتھ پاوری ویڈیو وائرل,"['خیبرپختونخوا', 'سوشل میڈیا']",2021-03-04T23:17:44+0500
42,اعتماد کا ووٹ، وزیراعظم نے ملک بھرکے ارکان قومی اسمبلی کو ٹاسک سونپ دیے,"['سندھ', 'گورنر', 'پنجاب', 'وزیراعلیٰ پنجاب', 'وزیر اعلیٰ', 'ووٹ', 'قومی اسمبلی', 'چوہدری پرویز الٰہی', 'اسمبلی', 'صدر مملکت', 'عثمان بزدار', 'بلوچستان', 'عارف علوی', 'وزیراعظم', 'پنجاب اسمبلی']",2021-03-04T23:17:44+0500
43,حکومتی 17 ارکان نے بھی اپنے امیدواروں کو ووٹ نہ دیا، رانا ثناء اللہ,"['ووٹ', 'سینیٹ', 'رانا ثناء اللہ', 'یوسف رضا گیلانی', 'وزیراعظم']",2021-03-04T23:17:44+0500
44,مسلم لیگ ن اور پیپلزپارٹی نے سینیٹ میں اپناچیئرمین اورڈپٹی چیئرمین بنانے پرکام شروع کردیا ,"['مسلم لیگ (ن)', 'مریم نواز شریف', 'سینیٹ', 'بلاول بھٹو زرداری']",2021-03-04T23:17:44+0500
45,فرانس کا پاکستان کے ساتھ آبدوزوں کا معاہدہ: سابق وزیراعظم الزام سے بری,"['پاکستان', 'ہلاک', 'کراچی', 'فرانس', 'وزیر دفاع', 'جرمانہ', 'حملہ', 'وزیراعظم', 'عام انتخابات 2018']",2021-03-04T23:17:44+0500
46,مریم نوازجوکہتی ہیں اس کا جواب نہیں دیتا، وفاقی وزیر علی زیدی ,"['ووٹ', 'مریم نواز شریف', 'مسلم لیگ (ن)', 'سینیٹ', 'چیمبر آف کامرس', 'حفیظ شیخ', 'الیکشن', 'وزیراعظم', 'عام انتخابات 2018']",2021-03-04T23:17:44+0500
47,کرونا وائرس پھیلاو کی وجہ سے کویت میں جزوی کرفیو نافذ,"['کرونا وائرس', 'ریکارڈ']",2021-03-04T23:10:41+0500
48,بلائنڈ کرکٹ ٹورنامنٹ 2021 پنجاب نے جیت لیا ,"['سندھ', 'پنجاب', 'پاکستان', 'کرکٹ', 'کھیل']",2021-03-04T23:10:02+0500
49,جمعیت علماء پاکستان کابزھتی ہوئی مہنگائی اور اسلامی اقدار کے تحفظ کیلئے عوامی رابطہ مہم چلانے کا اعلان ,"['غریب', 'عالمی بینک', 'یوم پاکستان', 'پاکستان', 'کرپشن', 'مولانا فضل الرحمن', 'ڈاکٹر', 'عام انتخابات 2018', 'جمعیت', 'سینیٹ', 'تباہی', 'یوسف رضا گیلانی', 'مہنگائی']",2021-03-04T23:10:02+0500
50,وزیر ٹرانسپورٹ اور کے ایم سی بتائیں روٹ کی گاڑیاں کہا ںہیں ،سربراہ پاکستان سنی تحریک,"['سندھ', 'غریب', 'پاکستان', 'کراچی', 'دنیا', 'بجٹ', 'گاڑیاں', 'ٹریفک']",2021-03-04T23:10:02+0500
51,یمن میں انسانیت سوز مظالم کا سلسلہ امر یکہ کی جانب سے جاری ہے،علامہ ناظر عباس تقوی,"['سندھ', 'امریکہ', 'پاکستان', 'اقوام متحدہ', 'سعودی', 'یمن', 'سعودی عرب']",2021-03-04T23:10:02+0500
52,نائیجیریا میں پاکستان کے سفیر کی زیر صدارت افریقی جمہوریا بینن کے لئے پاکستان کی جانب بھیجے گئے امدادی چاولوں کے حوالگی کی تقریب,"['بھارت', 'مقبوضہ کشمیر', 'مسئلہ کشمیر', 'پاکستان']",2021-03-04T23:10:02+0500
53,مہران ہائی وے پر تیز رفتار ٹرک کی ٹکر سے رکشہ ڈرائیور جاںبحق,"['ڈرائیور', 'زخمی', 'پولیس']",2021-03-04T23:10:02+0500
54,ساحلی علاقوں سمیت ضلع بھر میں زرعی اور پینے کے پانی کی شدید قلت ,"['قلت', 'نقصان', 'پانی']",2021-03-04T23:10:02+0500
55,ڈپٹی کمشنر گھوٹکی نے اشیا خوردنوش کی قیمتیں مقرر کردیں,"['سندھ', 'پنجاب', 'برما', 'جرمانہ', 'تیل']",2021-03-04T23:10:02+0500
56,نیشنل کلیئرنگ کمپنی کے ملازمین کو ہوم فنانسنگ کی سہولت کی فراہمی کیلئے فیصل بینک اور NCCPL کے مابین مفاہمتی یادداشت پر دستخط,"['کمپنی', 'پاکستان']",2021-03-04T23:10:02+0500
57,نااہل حکومت کے دن گنے جا چکے ہیں ،علامہ راشد محمود سومرو ,"['سندھ', 'پاکستان', 'کرپشن', 'مولانا فضل الرحمن', 'عام انتخابات 2018', 'پاکستان تحریک انصاف', 'جمعیت', 'لانگ مارچ', 'مہنگائی']",2021-03-04T23:10:01+0500
58, مریم نواز کا ٹکٹ چلا ہے کا بیان مجرمانہ فعل ہے جو نا اہلی کے زمرے میں آتا ہے، اعتزاز احسن,"['ایم کے', 'عام انتخابات 2018', 'پاکستان تحریک انصاف', 'اعتزاز احسن', 'پیپلز پارٹی', 'مریم نواز شریف', 'سینیٹ', 'حفیظ شیخ', 'یوسف رضا گیلانی', 'الیکشن', 'میاں نواز شریف', 'الیکشن کمیشن']",2021-03-04T23:06:36+0500
59,راولپنڈی،بسنت کے موقع پر ہوائی فائرنگ کرنے والے ملزمان کی گرفتاریوں کا سلسلہ جاری،9 گرفتار,"['تھانہ', 'بسنت', 'فائرنگ', 'اسلحہ', 'پولیس']",2021-03-04T23:05:54+0500
60,سٹی ٹریفک پولیس راولپنڈی کے اینٹی بیگر سکواڈ کی ماہ فروری میںپیشہ ور بھکاریوں کیخلاف بھرپور کارروائیاں،1269بھکاری گرفتار,"['تھانہ', 'ٹریفک', 'پولیس']",2021-03-04T23:05:54+0500
61,راولپنڈی ، والدین کی غفلت اور ٹریفک وارڈنز کی بروقت کارروائی نے معصوم بچی کی جان بچا لی ,"['ٹریفک', 'گاڑی', 'شیشہ', 'پولیس']",2021-03-04T23:05:54+0500
62,وفاقی دارالحکومت اسلام آباد کے نواحی علاقوں کے مکینوں کی وزیراعظم سے گیس بجلی سمیت بنیادی سہولیات فراہم کرنے کی اپیل,"['این اے52', 'بارشیں', 'سوئی گیس', 'اسلام آباد', 'احتجاج', 'قومی اسمبلی', 'پانی', 'اسمبلی', 'سڑک', 'سی ڈی اے', 'بجلی', 'الیکشن', 'وزیراعظم', 'عام انتخابات 2018']",2021-03-04T23:05:54+0500
63,سندھ ہائی کورٹ سکھر بینچ نے پیپلزپارٹی کے ایم این اے صوبائی مشیرسمیت 25ملزمان کے خلاف مقدمہ درج کرنے کا حکم دے دیا,"['سندھ', 'حملہ', 'عدالت', 'عام انتخابات 2018', 'سماعت', 'زخمی', 'الیکشن', 'پولیس']",2021-03-04T23:05:54+0500
64,پیپلزپارٹی ایم پی اے عبدالرئوف کھوسو اور سلیم جان مزاری کی ضمانت میں توسیع,"['سندھ', 'سماعت', 'عدالت']",2021-03-04T23:05:54+0500
65,پاک بحریہ کے جہازنصر نے نائیجر اور بینائن میں اشیاء خردونوش فراہم کی,['پاکستان'],2021-03-04T23:05:54+0500
66,وزیراعلیٰ سندھ کی واضح ہدایت کے باوجود ایچ ڈی اے کے ملازمین تنخواہیں، پنشن اور دیگرواجبات کی ادائیگی سے محروم ,"['سندھ', 'وزیر اعلیٰ']",2021-03-04T23:05:54+0500
67,نیب ٹیم سکھر کا سانگھڑ کی تحصیل کھپرو میں محکمہ خوراک کے گوداموں پر چھاپہ,"['کرپشن', 'ایف سی']",2021-03-04T23:05:54+0500
68,میرپوربٹھورو شہرمیں سیاسی سماجی جماعتوں کی جانب سے احتجاجی مظاہرہ کرکے نویں کلاس کے طالب علم سے زیادتی کے ملزمان گرفتارکرنے کا مطالبہ ,"['شہید', 'احتجاج', 'عید', 'جی ایم سید', 'ٹریفک', 'پولیس']",2021-03-04T23:05:54+0500
69,نیب نے آمدن سے زائد اثاثہ جات کیس میں کیپٹن(ر)صفدر کو 10 مارچ کو طلب کرلیا,"['مریم نواز شریف', 'لاہور', 'کیپٹن صفدر']",2021-03-04T23:02:05+0500
70,حکومت پنجاب کاواگزار کروائی گئی اراضی کو نیا ,"['پنجاب', 'پاکستان', 'کرپشن', 'نیا پاکستان', 'حکومت پنجاب']",2021-03-04T23:02:05+0500
71,لاہور پولیس کا منشیات فروشوں اور قمار بازوں کیخلاف بڑے پیمانے پر کریک ڈاؤن جاری ,"['منشیات', 'ہیروئن', 'لاہور', 'پولیس']",2021-03-04T23:02:05+0500
72,کرپشن کے خاتمے کے لئے چیئرمین سینٹ کا انتخاب بذریعہ جدید ٹیکنالوجی ناگزیر‘فردوس عاشق اعوان,"['پاکستان', 'کرپشن', 'عدالت', 'پاکستان تحریک انصاف', 'سپریم کورٹ', 'فردوس عاشق اعوان', 'بلوچستان', 'کھیل', 'لانگ مارچ', 'وزیراعظم', 'پنجاب', 'ڈاکٹر', 'ٹیکنالوجی', 'سینیٹ', 'عام انتخابات 2018', 'ووٹ', 'یوسف رضا گیلانی', 'الیکشن', 'الیکشن کمیشن']",2021-03-04T23:02:05+0500
73,سالانہ جشن بہاراں میلہ شہریوں کیلئے ایک دلکش اور خوبصورت تہوار ہے‘ آصف محمود ,"['پنجاب', 'وزیراعلیٰ پنجاب', 'وزیر اعلیٰ', 'لاہور', 'کار', 'پاکستان تحریک انصاف']",2021-03-04T23:02:05+0500
74,پولیس لائن ہیڈ کوارٹرز میں سپورٹس گالا (کل ) سے شروع ہو گا ,"['کبڈی', 'کرکٹ', 'فٹبال', 'ٹریفک', 'پولیس']",2021-03-04T23:02:04+0500
75,عمران خان کی تقریر میں خود اعتمادی کا فقدان تھا، شیری رحمان,"['پیپلز پارٹی', 'مہنگائی', 'شیری رحمان', 'پاکستان']",2021-03-04T23:00:03+0500
