,headlines,categories,time
0,حکومت اب بھی سینیٹ انتخابات میں اصلاحات لانے کے ایجنڈے پر قائم ہے، اپوزیشن جماعتوں کو پھر دعوت دیتے ہیں کہ آئیں اور اصلاحات لانے میں حکومت کے ساتھ تعاون کریں‘وفاقی وزیر برائے سائنس و ٹیکنالوجی چوہدری فواد حسین,"['وزیراعظم', 'عام انتخابات 2018', 'سینیٹ', 'فواد چوہدری', 'ٹیکنالوجی', 'پاکستان تحریک انصاف', 'ووٹ']",2021-03-06T23:26:15+0500
1,شاہین آفریدی کیلئے شاہد آفریدی کی بیٹی کا رشتہ مانگا ہے: والد ایاز خان,"['شاہد آفریدی', 'کرکٹ', 'پاکستان', 'کھیل']",2021-03-06T23:15:07+0500
2,حکومت ملک کو ترقی کی راہ پر گامزن کرنے کیلئے پر عزم ہے،سینیٹرشبلی فراز,"['پارلیمنٹ', 'وزیراعظم', 'وزیر اطلاعات', 'پاکستان', 'پاکستان تحریک انصاف']",2021-03-06T23:14:34+0500
3,پاکستان آ کر اسلام قبول کرنے والی کینیڈین بلاگر نے لاہور سے تعلق رکھنے والے نوجوان سے شادی کر لی,"['لاہور', 'دنیا', 'میرا', 'شادی', 'پاکستان', 'کینیڈا']",2021-03-06T23:12:22+0500
4,سماجی مسائل کے حل کیلئے ہمیں ریاست مدینہ کے سنہری اصولوں پر عمل کرنا ہوگا،ڈاکٹرعارف علوی,"['ڈاکٹر', 'غریب', 'کرونا وائرس', 'صدر مملکت', 'میرا', 'عارف علوی', 'پاکستان']",2021-03-06T22:55:46+0500
5,این آر او کے حوالے سے وزیراعظم کے الزامات بے بنیاد،عمران خان جھوٹے الزامات واپس لیں،سینیٹر رحمان ملک ,"['پرویز مشرف', 'جمہوریت', 'قومی اسمبلی', 'وزیراعظم', 'رحمان ملک', 'این آر او', 'عام انتخابات 2018', 'الیکشن', 'شہید', 'عدالت', 'پیپلز پارٹی', 'پاکستان', 'آصف علی زرداری', 'بینظیر بھٹو', 'اسمبلی']",2021-03-06T22:55:46+0500
6,مسلم لیگ (ن)کے رہنمائوں کے ساتھ پی ٹی آئی کارکنان کے رویے کی سخت مذمت کرتے ہیں ، شازیہ مری,"['مری', 'قومی اسمبلی', 'پارلیمنٹ', 'اسلام آباد', 'پیپلز پارٹی', 'پاکستان', 'اسمبلی', 'مریم اورنگزیب', 'حملہ', 'پاکستان تحریک انصاف']",2021-03-06T22:55:46+0500
7,ایم کیو ایم پاکستان کے ایک وفد کی سینئر ڈپٹی کنوینر عامر خان کی قیادت میں کنگری ہائوس میں پیر پگارا سے ملاقات,"['جمہوریت', 'متحدہ قومی موومنٹ', 'سندھ', 'پاکستان', 'ایم کے', 'اسمبلی', 'سینیٹ']",2021-03-06T22:55:46+0500
8,مشیر ماحولیات سندھ مرتضیٰ وہاب کا تمر کے جنگلات کا دورہ,['سندھ'],2021-03-06T22:55:46+0500
9,پی ڈی ایم کے تحت 26 مارچ کو لانگ مارچ کی تیاریوں اور انتظامات کیلئے پیپلز پارٹی سندھ کی انتظامی کمیٹی کی تشکیل ,"['لانگ مارچ', 'پیپلز پارٹی', 'سندھ', 'ایم کے']",2021-03-06T22:55:46+0500
10,پی ڈی ایم کا پی ایم بننے کا سفر مکمل دفن ہوچکا ہے، وزیراعظم ,"['قومی اسمبلی', 'وزیراعظم', 'کھیل', 'ووٹ', 'سندھ', 'پاکستان', 'کرپشن', 'اسمبلی', 'نیلسن منڈیلا', 'پاکستان تحریک انصاف']",2021-03-06T22:55:46+0500
11,فیصل واوڈا کی خالی ہونے والی نشست این اے 249 پر سیاسی جوڑ توڑ شروع ہوگیا ,"['قومی اسمبلی', 'عام انتخابات 2018', 'فیصل واوڈا', 'الیکشن', 'پاکستان تحریک انصاف', 'سندھ', 'پاکستان', 'ایم کے', 'اسمبلی', 'این اے249', 'مسلم لیگ (ن)', 'سینیٹ', 'شہباز شریف']",2021-03-06T22:55:46+0500
12,بلوچستان میں کورونا سے ایک اورمریض جاں بحق ،تعداد201ہوگئی ,"['جاں بحق', 'بلوچستان', 'کرونا وائرس', 'علاج']",2021-03-06T22:55:46+0500
13,پی ڈی ایم کے تحت 26مارچ کو وزیراعظم کے خلاف لانگ مارچ کی تیاری کے حوالے سے پیپلز پارٹی سندھ کی ایگزیکٹو کمیٹی کا اجلاس,"['کراچی', 'قومی اسمبلی', 'وزیراعظم', 'این آر او', 'ڈونلڈ ٹرمپ', 'عام انتخابات 2018', 'الیکشن', 'اسلام آباد', 'ووٹ', 'پیپلز پارٹی', 'سندھ', 'پاکستان', 'ایم کے', 'اسمبلی', 'لانگ مارچ', 'سینیٹ']",2021-03-06T22:50:22+0500
14,نمل یونیورسٹی نے سندھ حکومت کی درخواست پر حیدرآباد میں نثار احمد صدیقی اکیڈمی قائم کرنے کے معاہدے پر دستخط کردیئے,"['سندھ', 'طالبہ']",2021-03-06T22:50:22+0500
15,اگر لوٹوں سے ووٹ نہ لیتے تو ہم گھر چلے جاتے، شیخ رشید ,"['مصر', 'عام انتخابات 2018', 'اسد عمر', 'عراق', 'حفیظ شیخ', 'الیکشن کمیشن', 'اسلام آباد', 'الیکشن', 'فوج', 'آئی ایم ایف', 'چور', 'ووٹ', 'سندھ', 'پاکستان', 'کھیل', 'مریم اورنگزیب', 'سینیٹ']",2021-03-06T22:39:37+0500
16,سینیٹ الیکشن میں فوج اور ایجنسیوں کا کوئی کردار ادا نہیں تھا، شیخ رشید ,"['مصر', 'عام انتخابات 2018', 'اسد عمر', 'عراق', 'حفیظ شیخ', 'الیکشن کمیشن', 'اسلام آباد', 'الیکشن', 'فوج', 'آئی ایم ایف', 'ووٹ', 'سندھ', 'پاکستان', 'کھیل', 'مریم اورنگزیب', 'سینیٹ']",2021-03-06T22:27:10+0500
17,پاکستان آرمی میں ریگولر کمیشن کرنے کے لیے آن لائن رجسٹریشن کی تاریخ 23 مارچ مقرر،اعلامیہ,"['پاکستان', 'موبائل']",2021-03-06T22:26:25+0500
18,سکھر میں نماز کیلئے مسجد جانے والا بچہ مبینہ زیادتی کے بعد قتل،بعد 3 مشکوک افراد کو گرفتار،بچے کی لاش مسجد کی چھت سے برآمد ہوئی‘پولیس,"['قتل', 'پولیس']",2021-03-06T22:25:24+0500
19,وزیراعظم عمران خان قانون کی حکمرانی کو یقینی بنا کر ملک کو خوشحال بنانا چاہتے ہیں، وفاقی وزیر اطلاعات و نشریات سینیٹر شبلی فراز کا ریلی سے خطاب,"['پارلیمنٹ', 'وزیراعظم', 'وزیر اطلاعات', 'پاکستان', 'پاکستان تحریک انصاف']",2021-03-06T22:24:25+0500
20,ضلع مردان میںدیواروں پر وال چاکنگ کرنے، مختلف اقسام کے اشتہار چسپاں کرنے اور لاؤڈ سپیکر کے غلط استعمال پر دو ماہ کیلئے پابندی,"['امن و امان', 'پاکستان']",2021-03-06T22:18:26+0500
21,کرم پولیس کی جانب سے منشیات سمگلرز کیخلاف بڑی کارروائی،3 من چرس برآمد ,"['کار', 'منشیات', 'پولیس', 'افغانستان', 'مشاہد حسین سیّد']",2021-03-06T22:18:26+0500
22,کوہاٹ پولیس نے لاکھوں مالیت کی چرس اور مہلک نشہ آئس سمگل کرنے کی کوشش ناکام بنادی,"['عبدالعلیم خان', 'تھانہ', 'منشیات', 'پولیس', 'گاڑی']",2021-03-06T22:18:26+0500
23,ضلعی انتظامیہ پشاورکا تجاوزات کے خلاف آپریشن،غیر قانونی تجاوزات پر29 افراد گرفتار,"['سڑک', 'پشاور', 'ٹریفک', 'پولیس']",2021-03-06T22:18:25+0500
24,مضر صحت اشیاء اور ہوٹلز پر غیر معیاری کھانا فروخت کرنا شہریوں کی صحت و جان سے کھیلنے کے مترادف ہے ، سجاد علی ,"['ڈاکٹر', 'ہوٹل', 'بلوچستان', 'پولیس']",2021-03-06T22:16:56+0500
25,پنجگورکی تحصیل گوارگو کاٹا گری N85ہائی وئے روڈ پر گا ڑی الٹ جانے سے شخص جاں بحق,"['گاڑی', 'جاں بحق']",2021-03-06T22:16:56+0500
26,زرغون لاء کالج کوئٹہ میں کلاسز کا اجراء 15 مارچ سے ہو گا ، اعلامیہ ,['کوئٹہ'],2021-03-06T22:16:56+0500
27,صوبائی حکومت کی طرف سے عوام کی بہبود اور بہتری کیلئے کئے گئے اقدامات کے دعوے دھرے کے دھرے رہ گئے، مولانا عبد الرحمن رفیق ,"['ٹریفک', 'کوئٹہ', 'پولیس', 'بلوچستان', 'وزیر اعلیٰ', 'خورشید احمد', 'جمعیت']",2021-03-06T22:16:56+0500
28,بلوچستان میں تعلیمی اداروں کی کمی کے باعث طلبہ پنجاب کا رخ کرتے ہیں ،رحیم آغا,"['پنجاب', 'زخمی', 'تعلیم', 'شہید', 'بلوچستان']",2021-03-06T22:16:56+0500
29,خواتین کو یکساں حقوق اور مواقع فراہم کیے بغیر تعمیری اور بہتر سماج کی تشکیل ممکن نہیں،جان محمد بلیدی ,"['ڈاکٹر', 'سوشل میڈیا', 'جمہوریت', 'پارلیمنٹ', 'کوئٹہ', 'مریم اورنگزیب', 'ریاض', 'پاکستان', 'مسلم لیگ (ن)', 'طوفان']",2021-03-06T22:16:56+0500
30,وزیراعظم کی پالیسیوں کی بدولت ملک ترقی کی شاہراہ پر گامزن ہوچکا ،ڈاکٹر منیر بلوچ ,"['ڈاکٹر', 'قومی اسمبلی', 'وزیراعظم', 'مہنگائی', 'بلوچستان', 'ووٹ', 'پاکستان', 'اسمبلی', 'پاکستان تحریک انصاف']",2021-03-06T22:16:56+0500
31,مدینہ کی ریاست کے دعوے دار معیشت کی بربادی کے بعد ملک کی نظریاتی اساس کو تباہ کرنے کی کوششوں میں لگے ہوئے ہیں،مولانا عبدالحق ہاشمی ,"['نقصان', 'کار', 'بجٹ', 'تعلیم', 'جماعت اسلامی', 'بلوچستان', 'پاکستان']",2021-03-06T22:16:56+0500
32,کوئٹہ کے عوام وشہری اور علمائے کرام جماعت اسلامی کے فی سبیل اللہ فنذمہم میں ہماراساتھ دیں،حافظ نورعلی ,"['کوئٹہ', 'دنیا', 'تعلیم', 'جماعت اسلامی']",2021-03-06T22:16:56+0500
33,ٹریفک ہیڈ کوارٹرز گلبہار میں کورونا وائرس سے بچاؤ کا سپرے,"['ٹریفک', 'چارسدہ یونیورسٹی حملہ', 'کرونا وائرس']",2021-03-06T22:16:56+0500
34,موسم کے تیور پھر سے بدل گئے،لاہور سمیت مختلف علاقوں میں بارش شروع,"['آزاد کشمیر', 'پنجاب', 'موسم', 'ریکارڈ', 'بلوچستان', 'بارشیں', 'مسئلہ کشمیر', 'لاہور']",2021-03-06T22:16:25+0500
35,کوئٹہ، نوابزادہ حاجی میر لشکری خان رئیسانی کا ملک سیف اللہ لانگو سے بیٹے حسیب لانگوکے انتقال پرگھر جاکر تعزیت کا اظہار ,"['جیل', 'بلوچستان']",2021-03-06T22:15:37+0500
36,سینیٹ الیکشن میں درست طریقے سے ووٹ کاسٹ کیا، افواہیں پھیلائی گئیں،زرتاج گل,"['پارلیمنٹ', 'وزیراعظم', 'عام انتخابات 2018', 'میرا', 'الیکشن کمیشن', 'الیکشن', 'ووٹ', 'پاکستان', 'سینیٹ']",2021-03-06T22:15:37+0500
37,ن لیگ، پی ٹی آئی تصادم شیریں مزاری کا واقعے سے متعلق لاعلمی کا اظہار ,"['ڈاکٹر', 'مسلم لیگ (ن)', 'پارلیمنٹ']",2021-03-06T22:15:37+0500
38,سینیٹ الیکشن میں الیکشن کمیشن نے اپنی ذمہ داری پوری نہیں کی، جسٹس (ر) وجیہ الدین,"['وزیراعظم', 'کار', 'یوسف رضا گیلانی', 'عام انتخابات 2018', 'حفیظ شیخ', 'سینیٹ', 'الیکشن', 'الیکشن کمیشن', 'قاضی فائز عیسیٰ کیخلاف ریفرنس خارج', 'عدالت', 'ووٹ', 'ایم کے', 'اسمبلی', 'سپریم کورٹ']",2021-03-06T22:15:37+0500
39,پشاور،گورنمنٹ ٹیکنیکل اینڈ ووکیشنل سنٹر برائے خواتین کوہاٹ میںہاتھ سے بنی اشیاء کے مقابلوں کا انعقاد ,['خیبرپختونخوا'],2021-03-06T22:15:37+0500
40,وزیراعظم نے بھاری اکثریت سے اعتماد کا ووٹ حاصل کرکے ناقدین اور حاسدین کے منہ بند کردیئے ،حاجی سیف اللہ خان کاکڑ ,"['وزیراعظم', 'کوئٹہ', 'عام انتخابات 2018', 'سینیٹ', 'الیکشن', 'ووٹ', 'کرپشن', 'پاکستان تحریک انصاف']",2021-03-06T22:15:37+0500
41,سیاست میں رواداری ،اختلاف رائے کا احترام اور شائستگی ضروری ہے ،جمال شاہ کاکڑ ,"['دنیا', 'حملہ', 'پاکستان', 'جمہوریت']",2021-03-06T22:15:37+0500
42,حکومت صحافیوں اور میڈیا کو درپیش مسائل کے حل کوتین ماہ کے اندر یقینی بنائے،پاکستان فیڈرل یونین جرنلسٹس,"['نقصان', 'جمہوریت', 'پارلیمنٹ', 'کوئٹہ', 'بجٹ', 'اسلام آباد', 'احتجاج', 'بلوچستان', 'پاکستان', 'سول سوسائٹی', 'لانگ مارچ', 'ملازمت']",2021-03-06T22:15:37+0500
43,کوئٹہ،پشتون اسٹوڈنٹس فیڈریشن کی صوبائی آرگنائزنگ کمیٹی کا اجلاس ، ضلعی یونٹوں کے شیڈول کا اعلان,['کوئٹہ'],2021-03-06T22:15:36+0500
44,لاہور،ٹریفک ہیڈ کوارٹرز گلبہار میں کورونا وائرس سے بچاؤ کا سپرے,"['ٹریفک', 'چارسدہ یونیورسٹی حملہ', 'کرونا وائرس']",2021-03-06T22:13:34+0500
45,مردان میں دفعہ 144 کا نفاذ وال چاکنگ ، اشتہار چسپاں اور لاؤڈ سپیکر کے غلط استعمال پر دو ماہ کیلئے پابندی عائد ,"['امن و امان', 'پاکستان']",2021-03-06T22:13:34+0500
46,کرم پولیس کی منشیات سمگلرز کے خلاف بڑی کاروائی120 کلو چرس برآمد,"['کار', 'منشیات', 'پولیس', 'افغانستان', 'مشاہد حسین سیّد']",2021-03-06T22:13:34+0500
