,headlines,categories
0,فیاض الحسن چوہان نے اڈیالہ جیل راولپنڈی میں دو گروپوں کے درمیان لڑائی کے معاملے پر نوٹس لے لیا ، رپورٹ طلب ,"['پنجاب', 'زخمی', 'جیل']"
1,وفاقی وزراء محمد میاں سومرو اور حماد اظہر کی تمام متعلقہ اداروں کو پاکستان اسٹیل ملز بحالی کا عمل مزید تیز کرنے کی ہدایات ,"['پاکستان', 'محمد میاں سومرو', 'وزیراعظم', 'نجکاری']"
2,سی ڈی ڈبلیو پی ،صحت اور فزیکل پلاننگ اینڈ ہائوسنگ کے شعبوں سے متعلق 24 ارب روپے کی لاگت کے چار ترقیاتی منصوبوں کی منظوری ,"['کرونا وائرس', 'بلوچستان']"
3,سندھ ہائیکورٹ میں کرونا ویکیسن کی قیمتوں اور عوام کو ویکسینیشن کی سہولت دینے سے متعلق درخواست پر سماعت ,"['سندھ', 'سماعت', 'ڈالر', 'بنگلہ دیش', 'عدالت', 'پاکستان', 'کرونا وائرس', 'عالمی بینک']"
4,عوام کورونا وباء سے بچائو کیلئے ایس او پیز پر مکمل عمل کریں ، سربراہ پاکستان سنی تحریک ,"['ترکی', 'نیپرا', 'پارلیمنٹ', 'پاکستان', 'پیٹرول', 'بجلی', 'مہنگائی', 'کرونا وائرس', 'علاج', 'سوئی گیس', 'طوفان']"
5,خواتین اساتذہ کے جائز حقوق ان کی دہلیز پر فراہم کئے جائیں ، دردانہ صدیقی ,"['تعلیم', 'جماعت اسلامی', 'بلوچستان', 'جمہوریت', 'پاکستان', 'احتجاج', 'بارشیں', 'کوئٹہ', 'سوئی گیس', 'عام انتخابات 2018']"
6,چینی کی قیمتوں میں اضافے کے ذمہ دار وہ سٹے باز اور مافیاز ہیں جنہوں نے مارکیٹ میں غیر یقینی صورتحال پیدا کرنے کی کوشش کی، شبلی فراز ,"['پاکستان', 'پاکستان تحریک انصاف']"
7,پولی تھین بیگ کے استعمال پر پابندی کیخلاف آگہی مہم کا دائرہ کار وسیع کرنے کا فیصلہ,"['اسمبلی', 'پارلیمنٹ', 'قومی اسمبلی', 'پاکستان', 'پولیس', 'کار', 'وزیراعظم']"
8,پاکستان میں ٹیکسٹائل کی صنعت سے متعلقہ لیبر، سوشل اور ماحولیاتی سٹینڈرز میں بہتری کا معاہدہ طے پاگیا,"['پاکستان', 'جرمنی', 'ڈاکٹر']"
9,وزیر اعظم کی ایف بی آر کو مارچ 2021 میں 41 فیصد اضافے کے ساتھ 460 ارب روپے کے محصولات جمع کرنے پر مبارکباد,[]
10,گائوں محمد عیسی بروہی، گائوں بہادر سولنگی میں آ تشزدگی،چھ محنت کشوں کے گھر اور گندم کی فصل جل کر خاکستر,['احتجاج']
11,آرٹس کونسل آف پاکستان کراچی میں قائم کووڈ 19 ویکسینیشن سینٹر میں 50سال کی عمر کے ممبران کی ویکسینیشن کا نیا سلسلہ شروع,"['سندھ', 'شوبز', 'کراچی', 'پاکستان', 'کرونا وائرس']"
12,حکومت سندھ الیکٹرونک میڈیا و پرنٹ ہاؤسز کی تمام مشکلات ، مسائل و معاملا ت سے بخوبی آگاہ ہے،رفیق احمد بر ڑو ,"['سندھ', 'کراچی']"
13,سندھ ہائی کورٹ کے ججز نے بدھ کو کراچی میں کورونا ویکسی نیشن کرالی,"['کرونا وائرس', 'سندھ', 'عدالت', 'کراچی']"
14,سابقہ آئی جی سندھ محمد عباس خان کی وفات پر سی پی او میں فاتحہ خوانی کی گئی,"['پولیس', 'سندھ', 'کراچی']"
15,سندھ ہیلتھ کیئر کمیشن نے نجی اسپتالوں میں کورونا ویکسینیشن سینٹر قائم کرنے کا عمل شروع کردیا,"['کرونا وائرس', 'سندھ']"
16,واٹربورڈ شہر کیلئے دستیاب پانی کی شہریوں کو فراہمی او ر اس کی منصفانہ تقسیم کیلئے تمام تروسائل بروئے کار لارہا ہے ، ایم ڈی ,"['موسم', 'اسمبلی', 'پانی', 'کار', 'ارسلان']"
17,گریڈ 18 سے گریڈ19پر ترقی پانیوالے پی ایس پی افسران کے اعزاز میں تقریب کا انعقاد,"['سندھ', 'کراچی', 'پانی', 'پولیس', 'پاک سرزمین پارٹی']"
18,پاک سرزمین پارٹی کی بلوچستان ایمپلائز اینڈ ورکرز گرینڈ الائنس کی جانب سے تنخواہوں میں 25 فیصد اضافے اور دیگر مطالبات کی حمایت,"['بلوچستان', 'سید مصطفی کمال', 'پاکستان', 'مہنگائی', 'پاک سرزمین پارٹی', 'کوئٹہ']"
19,حکومت اسٹیٹ بینک اور قومی معیشت کوآئی ایم ایف کے پاس گروی رکھنا چاہتی ہے،، حافظ نعیم الرحمن,"['گورنر', 'کراچی', 'پارلیمنٹ', 'آئی ایم ایف', 'قرضہ', 'نقصان', 'مسلم لیگ (ن)', 'درآمد', 'پاکستان', 'تباہی', 'اسٹیٹ بینک آف پاکستان', 'پیپلز پارٹی', 'عالمی بینک', 'پاکستان تحریک انصاف']"
