,headlines,categories,time
0,کوئٹہ،موسمیاتی تبدیلیوں سے نمٹنے کے لئے زیادہ سے زیادہ شجر کاری انتہائی ضروری ہے،ملک امین اسلم ,"['بلوچستان', 'پاکستان', 'کوئٹہ', 'سول سوسائٹی', 'پانی', 'وزیراعظم', 'بارشیں']",2021-03-13T23:28:49+0500
1,عوام کو سیاسی اور جمہوری نظام سے متنفر کرنے کی ریاستی سازشوں کو مسترد کرتے ہیں ،رہنما جمعیت علما اسلام ضلع کوئٹہ,"['اسلام آباد', 'مولانا فضل الرحمن', 'خورشید احمد', 'الیکشن', 'سینیٹ', 'جمہوریت', 'پاکستان', 'لانگ مارچ', 'جمعیت', 'قاتل', 'کوئٹہ', 'علما', 'امریکہ', 'عام انتخابات 2018']",2021-03-13T23:28:49+0500
2,کوئٹہ ، ہمارامقصد زہری چنال قوم کوایک پلیٹ فارم پرجمع کرنا ہے،میر عبداسلام زہری,"['کراچی', 'پاکستان', 'کوئٹہ', 'تعلیم', 'سندھ']",2021-03-13T23:28:49+0500
3,سجاول: میرپوربٹھوروتھانے پر باپ اور بھائیوں کے خلاف دوشیزہ قتل,"['حملہ', 'علاج', 'پولیس', 'قتل', 'جاں بحق', 'تھانہ', 'زخمی']",2021-03-13T23:28:49+0500
4,سندھ میں گزشتہ 24 گھنٹوں میں 220 نئے کیسز رپورٹ ہوئے ،مراد علی شاہ,"['سندھ', 'علاج', 'کرونا وائرس', 'کراچی']",2021-03-13T23:28:49+0500
5,19 مارچ کو ایوب اسٹیڈیم کوئٹہ کا جلسہ عوامی ریفرنڈم ثابت ہوگا،مصطفی کمال,"['بلوچستان', 'جلسہ', 'سید مصطفی کمال', 'پاکستان', 'کوئٹہ', 'تعلیم', 'پانی', 'احتجاج', 'وزیر اعلیٰ', 'پاک سرزمین پارٹی']",2021-03-13T23:28:49+0500
6,لاہور پریس کلب میں ایپنک کے انتخابات،محمد عرفان علی چیئرمین منتخب,"['عام انتخابات 2018', 'لاہور', 'حیدر عباس رضوی', 'اصغر خان']",2021-03-13T23:28:49+0500
7,متاثرین اورنگی نالہ کو مکان کے بدلے مکان اور دکان کے بدلے دکان دی جائے،حافظ نعیم الرحمن,"['بجلی', 'عدالت', 'کراچی', 'جماعت اسلامی', 'لیاری', 'سندھ', 'پانی', 'سوئی گیس', 'ریلوے', 'نعمت اللہ خان', 'ارسلان', 'امن و امان']",2021-03-13T23:28:49+0500
8,ڈویژنل سپرنٹنڈنٹ پاکستان ریلوے کراچی محمد حنیف گل کا کوٹری تا ٹنڈوآدم 55 کلومیٹر ریلوے ٹریک اور تنصیبات کا جامع معائنہ,"['پاکستان', 'ریلوے', 'ریکارڈ', 'کراچی']",2021-03-13T23:28:49+0500
9,کولپو رکے قریب ٹریفک حادثے میں دوافرادجاں بحق ،تین زخمی,"['جاں بحق', 'زخمی', 'ٹریفک']",2021-03-13T23:28:48+0500
10,چیئرمین و ڈپٹی چیئرمین سینیٹ کی تاریخی کامیابی جمہوریت کی فتح اور وفاق کے لیے نیک شگون ہے،سینیٹر سعیداحمد ہاشمی ,"['بلوچستان', 'سینیٹ', 'کرپشن', 'جمہوریت', 'فاٹا']",2021-03-13T23:27:42+0500
11,26 مارچ کو عمران خان کو گھر بھیجنے کی مکمل تیاری کی جارہی ہے ،عبید اللہ جان بابت لالا ,"['فوج', 'بجلی', 'الیکشن', 'جمہوریت', 'پاکستان', 'لانگ مارچ', 'تباہی', 'ووٹ', 'ایم کے', 'مہنگائی', 'سوئی گیس', 'دہشت گرد', 'افغانستان', 'عام انتخابات 2018']",2021-03-13T23:27:42+0500
12,ژ وب روڈ کی فوری تعمیر سمیت دیگرمنصوبے بھی سست روی کا شکار ,"['کوئٹہ', 'افغانستان', 'وزیر اعلیٰ', 'ٹریفک', 'گاڑیاں']",2021-03-13T23:27:42+0500
13,محکمہ تعلیم کی جانب سے یونین کونسل اوریانی میں تعلیمی سال کے آغاز پر آگاہی واک کا اہتمام کیا گیا ,"['بلوچستان', 'تعلیم', 'سول سوسائٹی', 'پنجاب', 'مری']",2021-03-13T23:27:42+0500
14,لیویز فورس ضلع خضدار نے ضلع خضدار کو منشیات کیلے نوگو ایریا بنایا گیاہے ،رحمت اللہ مراد ,"['بلوچستان', 'کار', 'کراچی', 'کوئٹہ', 'منشیات', 'گاڑی']",2021-03-13T23:27:42+0500
15,خضدار میں قومی شاہراہ پر گاڑی سوار افراد رہزنوں کے ہاتھوں لوٹ لیئے گئے ، موبائل اور رقم سے محروم ، ٹرانسپورٹرز کا احتجاج ,"['کار', 'احتجاج', 'موبائل', 'گاڑی', 'گاڑیاں']",2021-03-13T23:27:42+0500
16,جمعیت علمائے اسلام خضدار کے ممبر بشیراحمد شاہوانی کی جانب سے علمائے کرام کے اعزاز میں ظہرانہ دیا گیا ,"['جمعیت', 'سندھ']",2021-03-13T23:27:42+0500
