,headlines,categories,time
0,پیپلزپارٹی کے رکن صوبائی اسمبلی عبدالجبار خان کی ہمشیرہ حسین آباد قبرستان میں سپرد خاک ,"['صوبائی اسمبلی', 'اسمبلی']",2021-03-17T23:29:15+0500
1,پی ڈی ایم کے غبارے سے ہوا نکل گئی ہی: عمران قریشی,"['ایم کے', 'پاکستان', 'پاکستان تحریک انصاف', 'دھمکی', 'سندھ', 'احتجاج']",2021-03-17T23:29:15+0500
2,گورنمنٹ کالج یونیورسٹی حیدرآباد کی جانب سے طلباء کیلئے گریڈنگ پالیسی متعارف کرائے جانے پر طلباء میں سخت بے چینی ,"['تعلیم', 'نقصان', 'مہنگائی']",2021-03-17T23:29:15+0500
3,پی ڈی ایم کی ہانڈی بیچ چوراہے میں پھوٹ گئی : صاحبزادہ ابو الخیر زبیر,"['میاں نواز شریف', 'مولانا فضل الرحمن', 'آصف علی زرداری', 'ایم کے', 'پاکستان', 'ڈرون', 'پیپلز پارٹی', 'جمعیت', 'متحدہ مجلس عمل', 'الیکشن', 'نقصان', 'حملہ', 'عام انتخابات 2018', 'ڈاکٹر']",2021-03-17T23:29:15+0500
4,ایم کیوایم پاکستان حق وصداقت کی آواز بن کر کروڑوں مظلوم پاکستانیوں کی ترجمانی کرررہی ہے :ظفر احمد صدیقی ,"['کار', 'پاکستان', 'غریب', 'تباہی', 'سندھ', 'متحدہ قومی موومنٹ']",2021-03-17T23:29:15+0500
5,محکمہ ریلوے کو سٹیل مل نہیں بننے دینگے،اعظم سواتی,"['ریلوے', 'سٹیل مل', 'پاکستان', 'لاہور', 'نقصان', 'چیمبر آف کامرس']",2021-03-17T23:29:15+0500
6,وزیر اعلیٰ خیبر پختونخوا کے معاون خصوصی برائے اقلیتی امور وزیر زادہ کی ضلع ایبٹ آباد آمد,"['وزیر اعلیٰ', 'کرونا وائرس']",2021-03-17T23:29:14+0500
7,پشاور،ایڈیشنل ڈپٹی کمشنرفائنانس اینڈ پلاننگ کا پاپولیشن ویلفیئر آفس اور فیملی ویلفیئر سینٹرز شیخ البانڈی نواں شہر کا دورہ ,"['کرونا وائرس', 'ریکارڈ', 'ڈاکٹر']",2021-03-17T23:29:14+0500
8,پشاور،خیبرپختونخوا ریونیو اتھارٹی اور خدمات پر سیلز ٹیکس کے لیے لیگل فریم ورک کو مضبوط بنا رہے ہیں،تیمور جھگڑا,['خیبرپختونخوا'],2021-03-17T23:29:14+0500
9,ورونا ضابطہ اخلاق / SOPs کی خلاف ورزی پر کاروائیاں جاری رہیں گی،ڈپٹی کمشنر پشاور,"['جرمانہ', 'کرونا وائرس', 'پشاور', 'ڈاکٹر']",2021-03-17T23:29:14+0500
10,عوام کے مسائل کا بروقت حل ضلعی انتظامیہ کی اولین ترجیح ہے،ڈپٹی کمشنر باجوڑ,[],2021-03-17T23:27:06+0500
11,بنوں میں ترقیاتی کاموں کے علاوہ مزید نئے منصوبے شروع کرنے کیلئے منصوبہ بندی کر لی گئی ہے، ڈویژنل کمشنر بنوں,"['کار', 'بنوں', 'پانی', 'خیبرپختونخوا', 'شمالی وزیرستان']",2021-03-17T23:27:06+0500
12,صوابی،ڈی پی او صوابی کا ہر تھانے میں ''کمیونٹی لیزان پولیس آفیسر''کی تعیناتی کا اعلان ,"['تعلیم', 'عدالت', 'منشیات', 'ڈکیتی', 'تھانہ', 'پولیس', 'قتل']",2021-03-17T23:27:06+0500
13,گومل یونیورسٹی سے ملحقہ تمام پرائیویٹ کالجز اکیڈمک کلینڈر پر سختی سے عملدرآمد کریں ‘ وائس چانسلر ڈاکٹر افتخار احمد ,"['تعلیم', 'ڈاکٹر']",2021-03-17T23:27:06+0500
14,لکی مروت،پولیس نے دومبینہ منشیات فروش گرفتار کرکے ان کے قبضے سے 10کلو چرس برآمد کرلی,"['پنجاب', 'تھانہ', 'منشیات', 'پولیس']",2021-03-17T23:27:06+0500
