,headlines,categories,time
0,اعتماد کا ووٹ حاصل کرنے سے قبل وزیراعظم کا اپنے ایم این ایز کے نام خط,"['الیکشن کمیشن', 'سینیٹ', 'الیکشن', 'کرپشن', 'کراچی', 'اسمبلی', 'سندھ', 'قومی اسمبلی', 'عام انتخابات 2018', 'وزیراعظم', 'ووٹ', 'حفیظ شیخ', 'متحدہ قومی موومنٹ', 'جمہوریت', 'پاکستان تحریک انصاف', 'میرا']",2021-03-05T23:16:02+0500
1,وزیراعظم عمران خان انشاء اللہ اعتماد کا ووٹ حاصل کر لیں گے‘ چودھری پرویزالٰہی ,"['سینیٹ', 'اسمبلی', 'قومی اسمبلی', 'پاکستان', 'وزیراعظم', 'ووٹ', 'پنجاب', 'جمہوریت', 'پنجاب اسمبلی', 'پاکستان تحریک انصاف']",2021-03-05T23:05:55+0500
2,وزیراعظم نے پی ٹی آئی کے ارکان اسمبلی کو بطور پارٹی چیئرمین خط لکھ دیا,"['الیکشن کمیشن', 'الیکشن', 'اسمبلی', 'قومی اسمبلی', 'عام انتخابات 2018', 'وزیراعظم', 'ووٹ', 'وزیر دفاع', 'پاکستان تحریک انصاف']",2021-03-05T23:05:25+0500
3,کسی بھی خطرے کیخلاف اعلیٰ تربیت وعزم آپریشنل صلاحیتیوں میں اضافہ کرتی ہے،جنرل قمر جاوید باجوہ ,"['آرمی چیف', 'فوج', 'آئی ایس پی آر', 'جنرل قمر جاوید باجوہ', 'آئی ایس پی آر']",2021-03-05T23:05:25+0500
4,اب اپوزیشن والے بھاگ کیوں رہے ہیں سینیٹرشبلی فراز ,"['سینیٹ', 'الیکشن', 'اسمبلی', 'عام انتخابات 2018', 'وزیراعظم', 'ووٹ', 'مریم نواز شریف', 'مسلم لیگ (ن)', 'پاکستان تحریک انصاف', 'وزیر اطلاعات']",2021-03-05T23:05:25+0500
5,فواد چوہدری کا پی ڈی ایم کے قومی اسمبلی اجلاس کے بائیکاٹ پر طنز,"['اسمبلی', 'قومی اسمبلی', 'پاکستان', 'ٹیکنالوجی', 'فواد چوہدری']",2021-03-05T23:05:25+0500
6,پاکستان آسیان رکن ممالک سے تجارت اور معاشی روابط کو گہرا کرنے کیلئے پرعزم ہے،سہیل محمود ,"['اسلام آباد', 'تعلیم', 'پاکستان', 'سی پیک', 'چین', 'دفتر خارجہ', 'کار', 'برما', 'تھائی لینڈ']",2021-03-05T23:05:25+0500
7,کمیشن پر اشتہارات کے سلسلے میں حکومت سندھ نے بڑے پیمانے پر تحقیقات کا حکم دے دیا,['سندھ'],2021-03-05T23:05:25+0500
8,کراچی، طاقت کے نشے میں چور با اثر افراد کی وائرل ویڈیو سے نشان دہی، پولیس نے دھر لیا,"['پولیس', 'گاڑی', 'ڈرائیور', 'اسلحہ', 'سوشل میڈیا', 'بلوچستان', 'ہوٹل', 'چور']",2021-03-05T23:05:25+0500
9,پاکستانیوں کا حساس ڈیٹا فروخت کرنے سے متعلق درخواست پر وفاقی اداروں سے جواب طلب,"['نادرا', 'پی ٹی اے', 'عدالت', 'سندھ', 'سماعت', 'درآمد']",2021-03-05T23:05:25+0500
10,ٹیکنالوجی کے ذریعے ٹیکس چوری روکنے کیلئے ایف بی آر نے 5 سال بعد معائدے پر دستخط کر دیئے,"['ڈاکٹر', 'ٹیکنالوجی', 'افریقہ', 'کار', 'ایف بی آر', 'جعلی اشیا']",2021-03-05T23:05:25+0500
11,ماہ رمضان کی آمد سے قبل ہی مافیا سرگرم،چینی کی قیمت میں اضافہ کرکے اسے 100 روپے فی کلو تک پہنچا دیا گیا,[],2021-03-05T23:05:25+0500
12,ملک میں آئین اور پارلیمنٹ کی بالادستی ، قانون کی حکمرانی اور حقیقی جمہوریت کے قیام کیلئے آزاد میڈیا ناگزیر ہے,"['سینیٹ', 'کھیل', 'لیاقت علی خان', 'جمعیت', 'ہوٹل', 'سول سوسائٹی', 'پارلیمنٹ', 'سپریم کورٹ', 'کراچی', 'دھرنا', 'پاکستان', 'شہید', 'پیپلز پارٹی', 'بلوچستان', 'مولانا فضل الرحمن', 'لانگ مارچ', 'جمہوریت', 'پاکستان تحریک انصاف', 'کوئٹہ', 'عدالت', 'اٹھارویں ترمیم', 'محمد علی جناح', 'دنیا', 'ڈاکٹر', 'عام انتخابات 2018', 'تباہی']",2021-03-05T22:36:18+0500
13,وزیر اعظم پاکستان عمران خان سچا اور مخلص لیڈر ہے جس کی قیادت سے ملک میں بہت بہتری آئی ہے،عارف رند,"['اسمبلی', 'کرپشن', 'پاکستان', 'وزیراعظم', 'کاروبار', 'پنجاب', 'مری', 'پاکستان تحریک انصاف']",2021-03-05T22:36:18+0500
