,headlines,categories
29,حافظ آباد، پنڈی بھٹیاں پولیس کی کارروائی،شادی شدہ خاتون سے زیادتی کرنیوالے دونوںملزمان گرفتار,"['تھانہ', 'شادی', 'شادی شدہ', 'غریب', 'پولیس']"
30,ڈی سی لاہور مدثر ریاض کااچھرہ پناہ گاہ کا اچانک دورہ ,"['لاہور', 'ریاض']"
31,سول ڈیفنس ڈے کی مناسبت سے واک اور سیمینار کا اہتمام ,"['کرونا وائرس', 'لاہور', 'پنجاب', 'ریاض']"
32,ضلعی انتظامیہ کے افسران کے پناہ گاہوں کے اچانک دورے ,"['داتا دربار', 'ریلوے', 'ریاض', 'لاہور', 'کرونا وائرس']"
33,اسسٹنٹ کمشنر رائیونڈ عدنان رشید کا علی الصبح ٹھوکر نیاز بیگ پناہ گاہ کا دورہ ,"['لاہور', 'کرونا وائرس', 'ریاض']"
34,پھاٹا اور پرائیویٹ سیکٹر کے اشتراک سے پہلی کم لاگت ہائوسنگ سکیم پر کام کا آغاز,"['بجلی', 'پنجاب', 'بنک', 'وزیراعظم']"
35,نارووال ‘تیز رفتار ٹرالہ، ٹیوٹا ہائی ایس اور موٹر سائیکل میں تصادم سے دو افراد جاں بحق ,"['وزیر اعلیٰ', 'پنجاب', 'حادثہ', 'لاہور', 'ٹریفک', 'جاں بحق']"
36,ڈیفنس کے علاقہ میں 17سالہ گھریلو ملازمہ نے پنکھے سے لٹک کر زندگی کا خاتمہ کر لیا,['پولیس']
37,فیصل آباد،فیاض الحسن چوہان کاسینٹرل جیل کا اچانک دورہ ،اسیران کے لواحقین سے ملاقات ،مسائل دریافت کئے,"['حکومت پنجاب', 'پنجاب', 'جیل']"
38,عوامی مسائل کا حل حکومتی اداروں کی اولین ترجیح ہے،نورش عمران ,"['حکومت پنجاب', 'پنجاب', 'ریکارڈ']"
39,حافظ آباد،گزشتہ ماہ فروری کے دوران موصول ہونیوالی 954ایمر جنسی فون کالز پر 1032افراد کو ریسکیو سروس فراہم کی گئی,"['زخمی', 'جاں بحق', 'کار']"
40,حکومت کو ریفرنس ہی نہیں کرنا چاہیے تھا، لطیف کھوسہ,"['الیکشن', 'عام انتخابات 2018', 'الیکشن کمیشن', 'پیپلز پارٹی', 'پنجاب', 'ٹیکنالوجی', 'پاکستان', 'پاکستان تحریک انصاف', 'کار', 'عدالت', 'یوسف رضا گیلانی', 'گورنر', 'سپریم کورٹ', 'سردار محمد لطیف کھوسہ']"
41,اسپارکو 10 بلین ٹری منصوبے کی سیٹلائٹ مانیٹرنگ کریگا,"['سونامی', 'سیٹلائٹ', 'پاکستان']"
42,کورونا کی بہتر ہوتی صورتحال، قطر ائیرویزکا سیالکوٹ کیلیے پروازیں بحال کرنیکا اعلان,"['قطر', 'کرونا وائرس', 'پاکستان']"
43,پی ٹی آئی کا اولین مقصد آئینی اداروں کی خود مختاری یقینی بنانا ہے‘ فیاض الحسن چوہان,"['الیکشن', 'عام انتخابات 2018', 'الیکشن کمیشن', 'جیل', 'پنجاب', 'پاکستان', 'سینیٹ', 'پاکستان تحریک انصاف', 'عدالت', 'وزیراعظم', 'سپریم کورٹ']"
44,صنعتکاروں کو کاروباری سہولیات کی فراہمی کیلئے فیصل آباد اور سندر انڈسٹریل اسٹیٹس بنائیں‘ چودھری پرویزالٰہی ,"['مخدوم شہاب الدین', 'پنجاب', 'وزیراعلیٰ پنجاب', 'پنجاب اسمبلی', 'فیصل آباد', 'پاکستان', 'سینیٹ', 'اسمبلی', 'لاہور', 'کرونا وائرس']"
45,تحر یک انصا ف کی حکومت اپنی آئینی مد ت پو ر ی کر ے گی ‘کاشف اسماعیل ,"['مسلم لیگ (ن)', 'بجٹ', 'سینیٹ', 'اسمبلی', 'پاکستان تحریک انصاف']"
46,نا اہل حکومت اگر مہنگا ئی کنٹر ول نہیں کر سکتی تو مستعفی ہو جا ئے ‘رانا جمیل منج ,"['مہنگائی', 'پیپلز پارٹی', 'غریب', 'پاکستان']"
47,بھا ر تی افواج روز انہ نہتے کشمیر ی عوام پر گو لیاں بر سا کر انہیں شہید کر ر ہی ہے جس پر اقوام عا لم کی خا مو شی قا بل مذ مت ہے‘سلیم سرور ,"['بھارت', 'شہید', 'مسئلہ کشمیر', 'مقبوضہ کشمیر']"
48,ڈی سی آفس لاہور میں ریونیو عوامی خدمت کھلی کچہری کا انعقاد ,"['پنجاب', 'ریکارڈ', 'ریاض', 'لاہور', 'عثمان بزدار']"
49,پیسوں سے ٹکٹ خریدنے والوں کو ووٹ نہیں دوں گا، پی ٹی آئی رکن اسمبلی,"['سندھ', 'عام انتخابات 2018', 'پاکستان', 'سینیٹ', 'اسمبلی', 'پاکستان تحریک انصاف', 'ووٹ']"
50,پٹرول تو مہنگا نہیں ہوا، لیکن ایل پی جی کی قیمت میں اضافہ کر دیا گیا,"['ایل پی جی', 'لاہور', 'پیٹرول', 'وزیراعظم']"
51,آل سندھ سید غلام شبیر شاہ میموریل فٹبال ٹورنامنٹ میں سنسنی خیز مقابلوں کا سلسلہ جاری,"['سندھ', 'فٹبال', 'کھیل']"
52,سکھر میں تین روزہ بلائنڈ کرکٹ ٹورنامنٹ کاآغاز ہو گیا,"['سندھ', 'پنجاب', 'کھیل', 'پاکستان', 'پی سی بی', 'کرکٹ', 'پاکستان کرکٹ بورڈ']"
53,آل پاکستان انٹر کلب والی بال ٹورنامنٹ پاک کشمیر کے نام ,"['مسئلہ کشمیر', 'واپڈا', 'کھیل', 'پاکستان', 'شہید']"
54,عبدالحلیم بن کادر ایشین سیپاک ٹاکرا فیڈریشن کے صدر منتخب ہوگئے,"['الیکشن', 'سندھ', 'عام انتخابات 2018', 'کھیل', 'پاکستان', 'بھارت', 'بنگلہ دیش', 'ووٹ', 'ڈاکٹر', 'سری لنکا']"
55,قومی اسمبلی ، اپوزیشن کے احتجاج کے باوجودفیڈرل میڈیکل ٹیچنگ انسٹیٹیوٹ آرڈیننس میں مزید 120 دن کی توسیع کی قرارداد کثرت رائے سے منظور,"['تعلیم', 'مسلم لیگ (ن)', 'علاج', 'غریب', 'راجہ پرویز اشرف', 'پاکستان', 'قومی اسمبلی', 'قرارداد', 'اسمبلی', 'مری', 'احتجاج']"
56,عدالت کے مطابق سینٹ الیکشن آرٹیکل 226 کے تحت ہونگے ، شازیہ مری ,"['الیکشن', 'عام انتخابات 2018', 'الیکشن کمیشن', 'پیپلز پارٹی', 'قاضی فائز عیسیٰ کیخلاف ریفرنس خارج', 'پاکستان', 'سینیٹ', 'مری', 'عدالت', 'سپریم کورٹ']"
57,سپریم کورٹ کے فیصلے کے بعد آرڈیننس کی کوئی حیثیت نہیں ،شاہد خاقان عباسی ,"['الیکشن', 'عام انتخابات 2018', 'قاضی فائز عیسیٰ کیخلاف ریفرنس خارج', 'شاہد خاقان عباسی', 'سینیٹ', 'عدالت', 'کار', 'چیف الیکشن کمشنر', 'سپریم کورٹ']"
58,بلاول بھٹو زرداری کی سید علی نواز شاہ سے ملاقات ، ملکی مسائل پر گفتگو ,"['عام انتخابات 2018', 'آصف علی زرداری', 'میرا', 'پاکستان', 'قومی اسمبلی', 'سینیٹ', 'اسمبلی', 'شہید', 'یوسف رضا گیلانی', 'ووٹ', 'بلاول بھٹو زرداری']"
59,عوام کی پی ٹی آئی حکو مت سے وابستہ تمام تر امیدیں دم توڑ گئیں ہیں، میاں محمد اسلم ,"['عام انتخابات 2018', 'جماعت اسلامی', 'مہنگائی', 'پاکستان', 'قومی اسمبلی', 'سینیٹ', 'اسمبلی']"
60,سی اے اے کی نئی ایڈوائزری، 9 ممالک کی کییٹگری تبدیل,"['چین', 'استثنیٰ', 'پاکستان', 'سعودی', 'نیوزی لینڈ', 'برما', 'برطانیہ', 'سعودی عرب', 'کرونا وائرس']"
61,ڈائریکٹریٹ آف سپورٹس خیبر پختو نخوا کے زیر اہتمام انڈر21 گیمزخیبر پختو نخوا گیمزکے سلسلے میں ضلع نو شہرہ مین مرد و خوا تین کھلا ڑ یوں کے ٹرا ئلزمکمل ,['کھیل']
62,خیبرپختونخوا میں سپورٹس وسیاحت کی ترقی وترویج میں صحافیوںنے ہمیشہ کلیدی کردارادکیا، ڈپٹی کمشنر جنید خان,"['وزیر اعلیٰ', 'دنیا', 'خیبرپختونخوا', 'سوات', 'پاکستان', 'موسم']"
63,پشاورمیں سپورٹس کلائمبنگ وال کاقیام خوش آئند ہے، نجیب خٹک,"['چین', 'پاکستان']"
64,خیبر پختونخواانڈر21گیمز،سوات کے مردوخواتین کھلاڑیوں کے ٹرائلزکا مرحلہ مکمل ہوگیا,"['کرکٹ', 'سوات', 'کھیل']"
65,قائداعظم انٹر ڈویژنل اوپن ٹیبل ٹینس(مرد وخواتین)، ویٹ لفٹنگ (مرد) اور پاور لفٹنگ (خواتین) چیمپئن شپ (کل )شروع ہو گی,"['پنجاب', 'ساہیوال', 'کھیل', 'ملتان', 'لاہور', 'قائداعظم', 'ٹینس']"
66,قائداعظم انٹر ڈویژنل اوپن ٹیبل ٹینس، ویٹ لفٹنگ اور پاور لفٹنگ چیمپئن شپ کھلاڑیوں کیلئے بہترین پلیٹ فارم ہے‘ رائے تیمور خان ,"['پنجاب', 'دنیا', 'کھیل', 'ہاکی', 'پاکستان', 'قائداعظم', 'ٹینس']"
67,وائس چیئرمین سپورٹس بورڈ پنجاب رائو زاہد قیوم سے پاک جاپان بزنس کونسل کے صدر رانا عابد حسین کی ملاقات ,"['پنجاب', 'دنیا', 'ہاکی', 'کھیل', 'قائداعظم']"
68,ماسٹر پینٹس جناح گولڈ کپ 2021ء کا جناح پولو اینڈ کنٹری کلب میں (کل )سے آغاز ہوگا,"['پولو', 'قائداعظم', 'محمد علی جناح', 'پاکستان']"
69,فرسٹ آل کراچی وومن فٹبال ٹورنامنٹ، دیا نے ہزارہ کو ہرادیا ,"['فٹبال', 'کراچی']"
70,آل پاکستان ایچ ای سی نیٹ بال وومین چیمپئن شپ ،یونیورسٹی آف پنجاب نے پہلی جبکہ لاہور کالج وویمن دوسری پوزیشن حاصل کرنے میں کامیاب,"['پنجاب', 'ریاض', 'پاکستان', 'لاہور', 'کراچی', 'ڈاکٹر']"
71,ملک میں مہنگائی 4 ماہ کی بلند ترین سطح پر پہنچ گئی,"['مہنگائی', 'ٹماٹر', 'بجلی', 'آٹا']"
72,پاکستان کے ساتھ صنعتی اوردفاعی شعبوں میں مشترکہ منصوبوں پر کام کیا جارہا ہے، قطر ,"['قطر', 'سوئی گیس', 'کرونا وائرس', 'پاکستان']"
73,گزشتہ 15سالوں سے ریلوے پشاورکینٹ ڈرائی پورٹ سے ایکسپورٹ کارگو ٹرین بند ہے ،ضیاء الحق سرحدی ,"['سندھ', 'زرمبادلہ', 'خیبرپختونخوا', 'ریلوے', 'افغانستان', 'پاکستان', 'گاڑیاں', 'کراچی', 'پشاور', 'چیمبر آف کامرس']"
74,شوگر ملز مالکان کی ملی بھگت سے چینی کی قیمتوں کو’’پر‘‘لگ گئے ,"['الیکشن', 'عام انتخابات 2018', 'قلت', 'رمضان المبارک', 'رائے ونڈ']"
75,فالکن آئی نے ایڈوانسڈ فلیٹ مینیجمنٹ کے لیے متعدد بڑے کلائنٹس حاصل کر لیے,"['ڈرائیور', 'انٹرنیٹ', 'سوئی گیس', 'پاکستان', 'کار', 'پولیس', 'کمپنی']"
76,اسلام آباد یونائیٹڈ کے ایک کھلاڑی کا کورونا ٹیسٹ مثبت آ گیا,"['پاکستان سپر لیگ', 'ہوٹل', 'کوئٹہ', 'پاکستان', 'پی سی بی', 'کرکٹ', 'کراچی', 'پاکستان کرکٹ بورڈ', 'کوئٹہ گلیڈی ایٹرز']"
77,مجھے تنقید سے پریشانی نہیں بلکہ مزید محنت کی ترغیب ملتی ہے،افتخار احمد,"['کراچی کنگز', 'پاکستان سپر لیگ', 'کھیل', 'کرکٹ', 'کراچی', 'ٹی ٹونٹی']"
78,ہنڈ اٹلس پاور کپ باسکٹ بال ٹورنامنٹ کا ٹائٹل عسکری کلب نے جیت لیا ,"['کراچی', 'کھیل', 'پاکستان']"
79,پاکستان اسٹاک ایکس چینج میں مندی ، سرمایہ کاروں کو43ارب57کروڑ4لاکھ روپے کا نقصان اٹھانا پڑا,"['نقصان', 'ریکارڈ', 'کاروبار', 'پاکستان']"
80,تحریک انصاف پی ڈی ایم اتحاد میں دراڑ ڈالنے میں کامیاب,"['الیکشن', 'سندھ', 'عام انتخابات 2018', 'جماعت اسلامی', 'حفیظ شیخ', 'اسلام آباد', 'ایم کے', 'قومی اسمبلی', 'سینیٹ', 'اسمبلی', 'پاکستان تحریک انصاف', 'این اے45', 'یوسف رضا گیلانی', 'اختر مینگل']"
81,سی پرائم نے نئی مختصر فلم --'دل کیا کری'ریلیز کردی,"['ملازمت', 'فلم']"
82,ایس ایچ سی کا کراچی میں ڈاکٹروں، حکیموں کیلئے تربیتی سیشن,"['سندھ', 'درآمد']"
83,ملک کے معاشی حب میں کلاشنکوف اٹھائے بغیر کلاشنکوف کلچر کا خاتمہ کردیا ہے،سید مصطفی کمال ,"['سید مصطفی کمال', 'دنیا', 'جلسہ', 'پاکستان', 'کراچی', 'پاک سرزمین پارٹی']"
84,ہمدرد فائونڈیشن کی جانب سے نمایاں کارکردگی کا مظاہرہ کرنے والے طلبہ میں شہید پاکستان حکیم محمد سعید میموریل اسکالرشپس و اسناد تقسیم,"['سندھ', 'تعلیم', 'پاکستان', 'شہید', 'ڈاکٹر', 'ارسلان']"
85,سینیٹ انتخابات میں شفافیت کیلئے نظام تبدیل کیا جائے، زاہد اعوان ,"['الیکشن', 'عام انتخابات 2018', 'پاکستان', 'سینیٹ', 'عدالت', 'کار', 'سپریم کورٹ']"
86,آرٹس کونسل آف پاکستان کراچی کی جانب سے ’’ڈانس جنکشن‘‘ کے رنگا رنگ فائنل کا انعقاد,"['کراچی', 'دنیا', 'پاکستان']"
87,شیخ ایاز کی 98ویں سالگرہ کے موقع پر پروگرام( کل )آرٹس کونسل کراچی میں ہوگا ,"['سندھ', 'کراچی', 'پاکستان']"
88,مقامی صرافہ مارکیٹوں میں سونے کی فی تولہ قیمت 50روپے کی کمی سی1لاکھ8ہزار250روپے ہوگئی,[]
89,پاکستانی روپے کے مقابلے میں امریکی ڈالر کی قدر میں 10پیسے کی کمی,"['امریکہ', 'ڈالر', 'ریکارڈ', 'پاکستان']"
90,لاپتا شہری کامران عرف کاموکی عدم بازیابی ،عدالت کا پولیس حکام پر اظہار برہمی ,"['سندھ', 'سماعت', 'ریکارڈ', 'عدالت', 'سندھ ہائیکورٹ', 'پولیس']"
91,محکمہ آب پاشی اور دیگر زمینوں پر تجاوزات کے خاتمے سے متعلق معاملے کی سماعت,"['سندھ', 'سماعت', 'عدالت', 'سندھ ہائیکورٹ', 'درآمد']"
92,سینیٹ الیکشن پر سپریم کورٹ کا فیصلہ تاریخ ساز ہے۔ جام اکرام اللہ دھاریجو,"['الیکشن', 'سندھ', 'عام انتخابات 2018', 'پیپلز پارٹی', 'مہنگائی', 'پاکستان', 'اسمبلی', 'پاکستان تحریک انصاف', 'عدالت', 'سپریم کورٹ']"
93,صوبائی وزیر جام اکرام اللہ دھاریجو کی سابق وزیراعلیٰ سندھ قائم علی شاہ سے ان کی صاحبزادی کی وفات پر اظہار تعزیت,"['سندھ', 'وزیر اعلیٰ', 'قائم علی شاہ']"
94,ڈی ایس کراچی کا ٹنڈوآدم اور حیدرآباد اسٹیشن کا دورہ، فٹ پلیٹ انسپیکشن بھی کی,"['ریلوے', 'گاڑی', 'کراچی', 'ڈرائیور']"
95,الیکشن ٹریبونل سکھر میں دو درخواستوں پر سماعت15مارچ تک ملتوی ,"['الیکشن', 'عام انتخابات 2018', 'سماعت', 'عدالت', 'محمد میاں سومرو']"
96,72سالوں میں الیکشن کے ذریعے پاکستان تاحال مقاصد حاصل نہیں کرسکا،متحدہ علماء محاذ,"['الیکشن', 'امریکہ', 'عام انتخابات 2018', 'اسرائیل', 'دنیا', 'پاکستان', 'سینیٹ', 'سعودی', 'ایران', 'سعودی عرب', 'جمہوریت']"
97,کسی بھی سیا سی جماعت کو عوام کی فکر نہیں ہے بلکہ اپنی اپنی سیٹوں کی تعداد بڑ ھانے کی فکر ہے،علامہ حسن ظفر نقوی,"['عام انتخابات 2018', 'مہنگائی', 'غریب', 'پاکستان', 'کراچی', 'تباہی']"
98,انوشے عباسی کی بی اسپورٹس پر ایچ بی ایل پی ایس ایل کامیڈی شوکی میزبانی ,"['کرکٹ', 'پاکستان سپر لیگ', 'پاکستان']"
99,سندھ میں گزشتہ 24گھنٹوں کے دوران سے کورونا سے متاثر مزید 3 مریض انتقال کرگئے ,"['سندھ', 'علاج', 'شہید', 'کراچی', 'کرونا وائرس']"
100,محکمہ تعلیم پرائمری کراچی ریجن کی ڈائریکٹر رافعہ حلیم نے حکومتی اداروں سے مدد طلب کرلی ,"['سندھ', 'تعلیم', 'کراچی', 'پاکستان']"
101,سندھ ہائی کورٹ نے گندم کی پنجاب اسمگل کرنے والے محکمہ فوڈ کے افسران و اہلکاروں سمیت چار ملزمان کی ضمانت منظور کرلی ,"['سندھ', 'عدالت', 'پنجاب', 'سماعت']"
102,سکھرکی عدالت میں دوپولیس ہلکاروں کی ضمانت مسترد،پولیس نے عدالتی حکم پر اہلکاروں کو گرفتار کرلیا,"['سندھ', 'قتل', 'پولیس', 'عدالت']"
103,ڈاکٹروں پر بڑھتے ہوئے تشدد کے خلاف جی ایم سی میڈیکل کالج سکھر سے احتجاجی ریلی نکالی گئی ,"['سندھ', 'ریاض', 'پاکستان', 'احتجاج', 'ڈاکٹر', 'پولیس', 'حملہ']"
104,قومی اسمبلی ،سود کے خاتمے بارے سوال پر زین قریشی ایک اور سوال کا مناسب جواب نہ دے پائے ,"['قومی اسمبلی', 'اسمبلی', 'میرا', 'پاکستان']"
105,خواتین پولیس اہلکاروں کی یونیفارم میں ٹک ٹاک ویڈیو وائرل، ایس پی صدر نے تینوں اہلکاروں کو معطل کر دیا,"['سندھ', 'پنجاب', 'پاکستان', 'سوشل میڈیا', 'اسمبلی', 'کراچی', 'پولیس']"
106,سینیٹ انتخابات سے 2 روز قبل قومی اسمبلی میں تحریک انصاف کی نشستوں میں اضافہ ہوگیا,"['الیکشن', 'عام انتخابات 2018', 'پیپلز پارٹی', 'پنجاب', 'مسلم لیگ (ن)', 'حفیظ شیخ', 'اسلام آباد', 'ایم کے', 'قومی اسمبلی', 'سینیٹ', 'اسمبلی', 'پاکستان تحریک انصاف', 'این اے45', 'یوسف رضا گیلانی', 'ووٹ']"
107,ڈیرہ اسماعیل خان ،کیمیکل ڈورکی فروخت کھلے عام شروع ،دوافرادگلے اورہاتھوںپرکیمیکل ڈورپھرنے سے زخمی,"['زخمی', 'بنوں']"
108,وفاقی دارالحکومت کی فضاء صحت کیلئے خطرناک ،پاک ای پی اے کی ماہانہ رپورٹ نے تصدیق کردی,"['نقصان', 'چین', 'دنیا']"
109,سینیٹ امیدوار عباس آفریدی کے پشاور میں گودام پر پولیس کا چھاپہ، امیدوار موجود نہیں تھے ,"['سینیٹ', 'پولیس', 'مسلم لیگ (ن)', 'پشاور']"
110,اسلام آباد ہائیکورٹ حملہ کیس: خاتون وکیل ضمانت پر رہا,"['عدالت', 'حملہ']"
111,پاکستان پیپلز پارٹی کا سپریم کورٹ سے سینیٹ انتخابات سے متعلق رائے کا خیرمقدم,"['عام انتخابات 2018', 'سماعت', 'قاضی فائز عیسیٰ کیخلاف ریفرنس خارج', 'پاکستان', 'سینیٹ', 'عدالت', 'سپریم کورٹ']"
112,پاک فضائیہ کی سیلنگ ٹیم نے نیشنل جونیئر انڈر 25 سیلنگ چمپئن شپ اپنے نام کرلی,"['پاک افواج', 'پاکستان فضائیہ', 'کراچی']"
113,وزیر اعظم کے 4 ایڈوائز ر ہیں 15 معاون خصوصی ہیں،اگلے تین سالوں میں جی ڈی پی کی شرح کو 81 فیصد پر لیکر جائیں گے،، زین قریشی ,"['قومی اسمبلی', 'سی پیک', 'اسمبلی', 'کمپنی']"
114,آرمی چیف سے برطانوی ہائی کمشنر سے ملاقات،,"['ڈاکٹر', 'جنرل قمر جاوید باجوہ', 'جی ایچ کیو']"
115,سلیکشن کے خواہشمند سلیکٹڈ کو الیکشن سے بھاگنے کا کوئی راستہ نہیں ملا، سینیٹر مولابخش چانڈیو,"['الیکشن', 'عام انتخابات 2018', 'پیپلز پارٹی', 'آصف علی زرداری', 'پاکستان', 'عدالت', 'یوسف رضا گیلانی', 'سپریم کورٹ', 'بلاول بھٹو زرداری']"
