,headlines,categories,time
0,کراچی ، بیرون ملک مقیم پاکستانیوںکیلئے آئندہ انتخابات تک ای ووٹنگ کی سہولت متعارف کرادی جائیگی ،وفاقی وزیر سید امین الحق ,"['ٹیکنالوجی', 'پاکستان', 'کراچی', 'عام انتخابات 2018']",2021-03-15T23:29:29+0500
1,کراچی ، پاکستان کی ڈیجیٹل معیشت میںتیزی آرہی ہے ، ڈاکٹررضا باقر,"['گورنر', 'کرپشن', 'ڈاکٹر', 'پاکستان', 'کراچی']",2021-03-15T23:29:29+0500
2,کراچی،عالمی مارکیٹ میں سونے کی فی اونس قیمت میں4ڈالرز کا اضافہ,['ریکارڈ'],2021-03-15T23:29:29+0500
3,کراچی ، خام مال کی قلت کے باعث کارٹن تیار کرنے والے شدید پریشانی میں ہیں،آل پاکستان کاروگیٹیڈ کارٹن مینوفیکچررز’ ایسوسی ایشن ,"['دنیا', 'کار', 'پاکستان', 'اے پی سی', 'قلت', 'نقصان']",2021-03-15T23:29:29+0500
4,کراچی،صوبائی وزیرسید نا صر حسین شاہ کا اورنگی ٹاون میں رینجرز پر حملے کی شدید مذمت,"['زخمی', 'شہید', 'وزیر اطلاعات', 'رینجرز', 'سندھ', 'امن و امان', 'حملہ']",2021-03-15T23:29:29+0500
5,کراچی،رکن سندھ اسمبلی سید عبدالرشید نے لیاری کی موجودہ صورتحال پر اسمبلی میں تحریک التواء جمع کرادی ,"['اسمبلی', 'جماعت اسلامی', 'پولیس', 'رینجرز', 'سندھ', 'لیاری', 'کراچی', 'امن و امان']",2021-03-15T23:29:29+0500
6,کوئٹہ ، بلوچستان حکومت عوام کا معیار زندگی بلند کرنے اور ان کے بنیادی حقوق کے تحفظ کیلئے تمام ممکن اقدامات اٹھارہی ہے ، لیاقات شاہوانی ,"['دنیا', 'جماعت اسلامی', 'پارلیمنٹ', 'پیپلز پارٹی', 'ووٹ', 'مہنگائی', 'الیکشن', 'پاکستان', 'درآمد', 'ڈاکٹر', 'عام انتخابات 2018', 'بلوچستان', 'افغانستان', 'تعلیم']",2021-03-15T23:29:29+0500
7,کوئٹہ میں سردی کی شدت میں کمی کے باوجود بھی شہر کے اکثر علاقوں میں گیس پریشر کی کمی کا بحران ہے،حاجی شریف خان خلجی,"['احتجاج', 'پیپلز پارٹی', 'کوئٹہ', 'پاکستان', 'سوئی گیس', 'بلوچستان', 'کمپنی', 'لوڈشیڈنگ']",2021-03-15T23:29:29+0500
8,کوئٹہ ، سلیکٹڈ حکومت کی نحوست ملک اور عوام کو کھوکھلا کررہی ہے،ملک عیسی خان ملازئی,"['بجلی', 'چولہے', 'پاکستان تحریک انصاف', 'پیپلز پارٹی', 'کوئٹہ', 'پاکستان', 'وزیراعظم', 'سوئی گیس', 'سردیوں', 'گرمی', 'لوڈشیڈنگ']",2021-03-15T23:29:29+0500
9,پی ٹی آئی کے بعد ایم کیوایم نے بھی قومی اسمبلی کے حلقہ249 کے ضمنی انتخاب کی تاریخ آگے بڑھانے کا مطالبہ کردیا,"['رمضان المبارک', 'قومی اسمبلی', 'الیکشن کمیشن', 'اسمبلی', 'پاکستان تحریک انصاف', 'متحدہ قومی موومنٹ', 'سندھ', 'الیکشن', 'پاکستان', 'عام انتخابات 2018', 'عید']",2021-03-15T23:27:29+0500
