,headlines,categories,time
0, پریس کانفرنس میں نہیں آنا چاہتا تھا، سب کے اصرار پر آیا، مولانا فضل الرحمان,"['مریم نواز شریف', 'پاکستان', 'ڈیم', 'ایم کے', 'مولانا فضل الرحمن', 'لانگ مارچ', 'جمہوریت']",2021-03-16T23:28:59+0500
1,وزیر اعلیٰ خیبر پختونخوا کی زیر صدارت صوبائی ٹاسک فورس برائے انسداد کورونا کا اجلاس ,"['کرونا وائرس', 'وزیر اعلیٰ', 'پولیس', 'سوات', 'پنجاب', 'علاج', 'پشاور', 'ڈاکٹر']",2021-03-16T23:28:56+0500
2,وزیراعلیٰ ضم اضلاع کی ترقیاتی منصوبوں کی نگرانی خود کر رہے ہیں، ریاض خان,"['وزیر اعلیٰ', 'پاکستان', 'پاکستان تحریک انصاف', 'ریاض', 'خیبرپختونخوا']",2021-03-16T23:28:56+0500
3,کورونا وائرس کی تیسری لہرکے پیش نظرآر ٹی اے نے آگاہی مہم مزیدتیزکردی,"['ڈرائیور', 'پشاور', 'گاڑی', 'کرونا وائرس']",2021-03-16T23:28:56+0500
4,پشاور میں کورونا ضابطہ اخلاق کی خلاف ورزی پر مختلف علاقوں میں 42 اسکولوں کو سیل کردیا گیا,"['کرونا وائرس', 'پشاور']",2021-03-16T23:28:56+0500
5,پشاورہائیکورٹ نے ٹک ٹاک بندش سے متعلق حکم نامہ جاری کردیا,"['عدالت', 'پشاور ہائیکورٹ', 'کار', 'پی ٹی اے', 'پشاور']",2021-03-16T23:28:56+0500
6,پاکستان تحریک انصاف کی حکومت عوامی خدمت سے سرشار ہے، وزیر زادہ ,"['پاکستان تحریک انصاف', 'پاکستان', 'خیبرپختونخوا']",2021-03-16T23:28:56+0500
7,وزیراعظم عمران خان کے دورہ ملاکنڈ کی تیاری، چکدرہ میں انتظامات کا جائزہ لیا گیا,"['پاکستان', 'سوات', 'پاکستان تحریک انصاف', 'ووٹ', 'جلسہ', 'وزیراعظم']",2021-03-16T23:28:56+0500
8,کورونا ،ایس اور پیز اور احتیاطی تدابیر پر سختی سے عملدرآمد یقینی بنا یا جائے،ڈپٹی کمشنر ایبٹ آباد,['کرونا وائرس'],2021-03-16T23:28:56+0500
9,عوام وبائی مرض کے دوران میل جول میں سماجی فاصلے کا خاص رکھیں ،محمد سلیم خان ,['کرونا وائرس'],2021-03-16T23:28:56+0500
10,صوبائی کابینہ نے خیبر پختونخوا میں سرکاری ملازمین کی مدت ملازت 63 سال کی بجائے 60 سال کرنے کی منظوری دیدی,"['عدالت', 'کرونا وائرس', 'وزیر اعلیٰ', 'ڈاکٹر', 'پولیس', 'ٹیکنالوجی', 'سوات', 'پنجاب', 'ریاض', 'خیبرپختونخوا', 'چیف جسٹس', 'کار', 'تعلیم', 'پشاور', 'وزیراعظم']",2021-03-16T23:28:55+0500
11,نوشہرہ میں نجی سود خور مافیا شریف شہریوں کی جمع پونجی لوٹنے میں مصروف,"['سوئی گیس', 'نقصان', 'میرا', 'قرضہ', 'خود کشی']",2021-03-16T23:22:31+0500
12,میرے بیٹے کو لاپتہ ہوئے کئی سال ہو گئے،دیگر بیٹوں کو پولیس تنگ کررہی ہے، والد ,"['منشیات', 'پولیس', 'پاکستان', 'میرا', 'جنرل قمر جاوید باجوہ', 'چیف جسٹس', 'اسلحہ']",2021-03-16T23:22:31+0500
13,راولپنڈی پولیس نے قتل اور دیگر مقدمات میں مطلوب6اشتہاری گرفتارکرلئے,"['فائرنگ', 'پولیس', 'تھانہ', 'قتل', 'کار', 'اغوا']",2021-03-16T23:22:31+0500
14,ہمیں تمباکوکی روک تھام کے لئے سنجیدہ اقدامات اٹھاناہونگے،پناہ,"['ہلاک', 'دنیا', 'پاکستان']",2021-03-16T23:22:31+0500
15,سرکاری ملازمین کی نمائند ہ تنظیم کی پنجاب بھر میں مطالبات کے حق میں ریلیاں,"['پنجاب', 'ریاض', 'احتجاج', 'مہنگائی', 'دھرنا', 'مری', 'مولانا فضل الرحمن', 'لانگ مارچ']",2021-03-16T23:22:31+0500
16,نوازشریف ہمت کرکے پاکستان آئیں، ہم ایئرپورٹ پر استقبال کرینگے،فواد چوہدری,"['عدالت', 'پاکستان', 'پیپلز پارٹی', 'جمعیت', 'عام انتخابات 2018', 'میاں نواز شریف', 'توہین عدالت', 'الیکشن کمیشن', 'سینیٹ', 'مولانا فضل الرحمن', 'الیکشن']",2021-03-16T23:22:31+0500
17,وفاقی تحقیقاتی ادارے کے زونل آفس میں کورونا کے 11کیسز کی تصدیق,"['کرونا وائرس', 'اسلام آباد']",2021-03-16T23:22:31+0500
18,ڈپٹی ڈائریکٹر اے ایچ ٹی سی ایف آئی اے چوہدری اشفاق نے دو مسافروں احمد شہزاد اور عامر یاسین پر جھوٹی ایف آئی آر دے دی,"['ائیرپورٹ', 'وٹس ایپ', 'افریقہ']",2021-03-16T23:22:31+0500
19,کینٹ بورڈ راولپنڈی کا قرآن گارڈن کا افتتاح ,"['پاکستان', 'وزیراعظم']",2021-03-16T23:16:56+0500
20,صوبائی سطح پر خدمات اوراشتراک کادائرہ وسیع کررہے ہیں ،الخدمت فائونڈیشن,['پنجاب'],2021-03-16T23:16:56+0500
21,ڈپٹی کمشنر انوار الحق سے راولپنڈی چیمبر آف کامرس کے وفد کیملاقات,"['کرونا وائرس', 'پنجاب', 'حکومت پنجاب', 'کار', 'چیمبر آف کامرس']",2021-03-16T23:16:55+0500
22,کوئٹہ شہرکو منشیات کے زہر کے فروخت اور استعمال سے پاک ماحول فراہم کرنے کیلئے ہم سب کو اپنا کردار ادا کرنا پڑے گا : سماجی کارکن,"['منشیات', 'کوئٹہ', 'علاج', 'بلوچستان']",2021-03-16T23:16:15+0500
23,محلہ فرید گنج دوکاندار سے ڈ اکو ڈیڑھ لاکھ روپے کی نقدی لوٹ دوکانداروں نے شٹر ڈائون کی دھمکی دے دی ,"['احتجاج', 'ڈکیتی', 'پولیس', 'اسلحہ']",2021-03-16T23:16:15+0500
24,گھریلو تنازعہ پر32سالہ نوجوان نے خود کو گولی مار لی ,"['ساہیوال', 'زخمی', 'پولیس', 'خود کشی']",2021-03-16T23:16:15+0500
25,ملک دشمن عناصر سے سختی سے نمٹا جائے گا،سید ناصر حسین شاہ,"['عدالت', 'کرونا وائرس', 'سندھ', 'رینجرز', 'پولیس', 'پیپلز پارٹی', 'عام انتخابات 2018', 'فیصل واوڈا', 'کراچی', 'وزیر اطلاعات', 'بلاول بھٹو زرداری', 'چیف جسٹس', 'آصف علی زرداری', 'الیکشن کمیشن', 'کار', 'سینیٹ', 'کاغذات نامزدگی', 'الیکشن']",2021-03-16T23:16:15+0500
26,سرگودھا، کورونا سے متعلقہ حفاظتی اشیاء اور فوڈ آئٹم ضلعی حکومتوں کو جاری,"['کرونا وائرس', 'پنجاب', 'حکومت پنجاب']",2021-03-16T23:16:15+0500
27,سرگودھا ،سپورٹس کمپلیکسز کی تعمیر کے منصوبہ پر فوری عملدرآمدکے احکامات جاری,"['کرونا وائرس', 'پنجاب']",2021-03-16T23:16:15+0500
28,سرگودھا،پنجاب میرج فنگشنز ایکٹ پر عملدرآمد کی مجموعی صورتحال غیر تسلی بخش قرار,"['فائرنگ', 'ساہیوال', 'شادی', 'تھانہ', 'پنجاب', 'زخمی', 'وزارت داخلہ']",2021-03-16T23:16:15+0500
29,ٍپاک فضائیہ کی شان و عالمی ریکارڈ یافتہ ایم ایم عالم کی8ویں برسی18مارچ کو منائی جائیگی,"['پاکستان', 'لاہور', 'ریکارڈ', 'بھارت', 'فوج']",2021-03-16T23:16:15+0500
30,وزیراعلی بلوچستان جام کمال خان سے آئی جی پولیس بلوچستان محمد طاہر رائے کی ملاقات,"['امن و امان', 'پولیس', 'بلوچستان']",2021-03-16T23:16:14+0500
31,پیپلزپارٹی سندھ حکومت قربان کرنے کو تیارنہیں‘استعفوں سے جماعتوں کے اندربغاوت ہوسکتی ہے,"['سندھ', 'شاہد خاقان عباسی', 'پاکستان', 'پیپلز پارٹی', 'نقصان', 'جمعیت', 'میاں نواز شریف', 'پنجاب', 'اسمبلی', 'آصف علی زرداری', 'ایم کے', 'پارلیمنٹ', 'پنجاب اسمبلی', 'مولانا فضل الرحمن', 'لانگ مارچ', 'وزیراعظم']",2021-03-16T23:08:22+0500
32,سینٹ میں قائد حزب اختلاف کا معاملہ،پیپلز پارٹی اور (ن) لیگ میں اختلاف,"['سعدیہ عباسی', 'مسلم لیگ (ن)', 'یوسف رضا گیلانی', 'پیپلز پارٹی']",2021-03-16T23:06:11+0500
33,سی ڈی اے کی جانب سے مختلف سیکٹرز میں پانی کی پائپ لائن کی مرمت و تبدیلی,['پانی'],2021-03-16T23:06:11+0500
