,headlines,categories
0,سینیٹ اجلاس کی صدارت جی ڈی اے کے سینیٹر مظفر حسین شاہ کریں گے,"['وزیر اطلاعات', 'ڈاکٹر', 'عارف علوی', 'صدر مملکت', 'یوسف رضا گیلانی', 'سینیٹ']"
1,اپوزیشن نے الیکشن کو ساری دنیامیں بدنام کردیا،حفیظ شیخ کیخلاف آصف زرداری نے ووٹ خریدے، وزیر داخلہ,"['حفیظ شیخ', 'بلوچستان', 'عثمان بزدار', 'پنجاب', 'آصف علی زرداری', 'پاکستان', 'ووٹ', 'عام انتخابات 2018', 'وزیراعلیٰ پنجاب', 'الیکشن', 'سینیٹ']"
2,پاکستان تحریک انصاف کی کور کمیٹی کا وزیراعلیٰ پنجاب عثمان بزدار پر اعتماد کا اظہار,"['پاکستان تحریک انصاف', 'عثمان بزدار', 'وزیراعظم', 'پنجاب', 'احتجاج', 'پاکستان', 'عام انتخابات 2018', 'وزیراعلیٰ پنجاب', 'الیکشن', 'سینیٹ', 'لانگ مارچ']"
3,نیپال میں کرنل ریٹائرڈ حبیب کی گمشدگی میں بھارتی خفیہ ایجنسیوں کا ہاتھ سامنے آیا ہے، ترجمان دفترخارجہ,"['بھارت', 'دفتر خارجہ', 'اغوا']"
4,بلاول بھٹو زرداری نے امیر جماعت اسلامی سراج الحق سے چیئرمین سینیٹ کے انتخاب میں مدد مانگ لی,"['سراج الحق', 'بلاول بھٹو زرداری', 'جماعت اسلامی', 'رضا ربانی', 'آصف علی زرداری', 'پاکستان', 'پیپلز پارٹی', 'ووٹ', 'عام انتخابات 2018', 'الیکشن', 'سینیٹ']"
5,چیئرمین سینیٹ کا انتخاب، جماعت اسلامی کا کسی کو ووٹ نہ دینے کا فیصلہ,"['بلوچستان', 'متحدہ قومی موومنٹ', 'اے این پی', 'جماعت اسلامی', 'پاکستان', 'پیپلز پارٹی', 'ووٹ', 'عام انتخابات 2018', 'الیکشن', 'جمعیت', 'سینیٹ', 'مسلم لیگ (ن)', 'فاٹا', 'ایم کے']"
6,لائیو اسٹاک اور زراعت کے فروغ سے ہی ملک کی اصل ترقی ممکن ہی: عبدالباری پتافی,"['مسئلہ کشمیر', 'بلوچستان', 'ڈاکٹر', 'ایف سی', 'پنجاب', 'پاکستان', 'سندھ', 'غریب', 'بجٹ']"
7,ایکسپو 2021کے انعقاد کے سلسلے میں تمام تر مطلوبہ انتظامات کو مکمل کیا جا رہا ہی: مظفر علی وگھیو,"['موسیقی', 'ڈاکٹر', 'سندھ']"
8,ملازمین کے پے اسکیل اور تنخواہوں میں 100فیصد اضافہ کیا جائے : سید سردار علی شاہ,"['سپریم کورٹ', 'عدالت', 'سندھ']"
9,سندھ ہائیکورٹ سرکٹ بینچ حیدرآباد نے سابقہ سینیٹر یاسمین شاہ کی سزا معطل کرکے 5لاکھ روپے کی ضمانت منظور ,"['جعلی ڈگری', 'سندھ ہائیکورٹ', 'سندھ']"
10,راولپنڈی نامعلوم افراد کی فائرنگ سے پولیس وارڈن شہید، ایک ہفتے میں دوسری واردات، خوف ہراس پھیل گیا,"['شہید', 'پیٹرول', 'ٹارگٹ کلنگ', 'فائرنگ', 'ٹریفک', 'ڈرائیور']"
11,درود و سلام کی صدائیں بلند، 87 سال بعد ترکی کی آیا صوفیہ میں شب معراج عقیدت و احترام سے منائی گئی,"['ترکی', 'طیب اردوان', 'دنیا', 'پاکستان']"
12,سینئراور انڈر 19 سٹی کرکٹ ایسوسی ایشنزکی ٹیموں کے ٹرائلز کے لیے کھلاڑیوں کی رجسٹریشن,"['کرکٹ', 'پاکستان کرکٹ بورڈ', 'ٹی ٹونٹی', 'پی سی بی', 'کھیل']"
13,میرا اناشتہ بیٹا اذہان ملک ہے ، ثانیہ مرزا کی ویڈیو وائرل ,"['انٹرنیٹ', 'سوشل میڈیا', 'ٹینس']"
14,سینٹ انتخابات ،اپوزیشن کے پاس 51 اور حکومت کے پاس 47 ارکان ہیں، رپورٹ ,"['بلوچستان', 'متحدہ قومی موومنٹ', 'اے این پی', 'جماعت اسلامی', 'پیپلز پارٹی', 'ووٹ', 'جمعیت', 'سینیٹ', 'مسلم لیگ (ن)', 'اسحاق ڈار', 'فاٹا', 'ایم کے']"
15,,[]
16,پولیو مہم کے دوران کسی بھی قسم کی غفلت و کوتاہی برداشت نہیں کی جائے گی ،سید زاہد شاہ ,"['ارسلان', 'بلوچستان', 'ڈاکٹر', 'پولیس', 'پولیو']"
17,پولیو ایک موذی خطرناک بیماری ہے جس سے ہم سب بخوبی آگاہ ہیں ، میر سیف اللہ کھتیران ,"['کار', 'پولیو']"
18,صوبائی حکومت کی ہدایت کی روشنی میں بچوں کی سکولوں میں داخلہ مہم جاری ,['تعلیم']
19,ڈیرہ اللہ یار ،پولیس کی کامیاب کارروائی ،مسافر کوچ سے گٹکے کی بوریاں اور ایرانی ڈیزل برآمد ،دو افراد گرفتار ,"['تھانہ', 'پیٹرول', 'پولیس', 'سندھ', 'کوئٹہ']"
20,والدین طلبہ کو تعلیم حاصل کرنے ، اچھا مہذب شہری بنانے کیلئے ملک کے نامور تعلیمی اداروں میں بھیجتے ہیں ،، ناظم جمعیت طلبہ اسلام لورالائی,"['شہید', 'تعلیم', 'جمعیت', 'پاکستان']"
21,سینیٹرحافظ عبدالکریم کا واٹس ایپ کال کے ذریعے دباؤ ڈالنے کا الزام,"['شاہد خاقان عباسی', 'ایٹمی', 'مسئلہ کشمیر', 'وزیرداخلہ', 'وزیراعظم', 'پنجاب', 'مریم اورنگزیب', 'پاکستان', 'ووٹ', 'عام انتخابات 2018', 'الیکشن کمیشن', 'الیکشن', 'کرپشن', 'احسن اقبال', 'مسلم لیگ (ن)', 'جمہوریت', 'میاں نواز شریف', 'ریکارڈ']"
22,ن لیگ کی پریس کانفرنس سے ڈر لگا کہ کہیں یہ رونے نہ لگ جائیں، شبلی فراز,"['وزیر اطلاعات', 'یوسف رضا گیلانی', 'ووٹ', 'عام انتخابات 2018', 'قومی اسمبلی', 'الیکشن', 'سینیٹ', 'مسلم لیگ (ن)', 'اسمبلی']"
23,صوبائی حکومت بلوچستان خواتین کے حقو ق اور ان کے تحفظ کیلئے مو ثر قانون سازی کررہی ہے ،ربابہ خان بلیدی ,"['بلوچستان', 'عام انتخابات 2018', 'الیکشن کمیشن', 'الیکشن', 'صوبائی اسمبلی', 'اسمبلی']"
24,پنجاب میں ایک نئی موٹروے تعمیر کرنے کا فیصلہ,"['حفیظ شیخ', 'کمپنی', 'پشاور', 'پاکستان تحریک انصاف', 'سی پیک', 'پنجاب', 'کراچی', 'سوات', 'موٹروے']"
25,پاکستان کرکٹ بورڈ کی طرف سے ملک بھر کے کرکٹ کلبز رجسٹریشن کیلئے درخواستیں جمع کروانے کا باقاعدہ اعلان ,"['کرکٹ', 'بلوچستان', 'کار', 'پاکستان کرکٹ بورڈ', 'پاکستان', 'ووٹ', 'پی سی بی', 'کوئٹہ']"
26,شجر کاری سنت رسولؐ ، مہم ماحول کو خوبصورت اور دلکش بنانے میں اہم کردار ادا کرتی ہے،عبدالخالق ہزارہ ,"['کھیل', 'کار', 'تعلیم']"
27,وزیراعظم عمران خان نے تمام وفاقی سیکرٹریز کو ہر ماہ بلوچستان کا دورہ کرنے کے احکا ما ت جا ری کر دئیے ,['بلوچستان']
28,مستونگ کے تاجر عدم تحفظ کا شکار ہورہے ہیں ،ڈاکٹرمحمداشرف سرپرہ,"['کوئٹہ', 'بلوچستان', 'امن و امان']"
29,ڈاکٹر صبغت اللہ بازئی کی یہ کامیابی بیوٹمز سمیت بلوچستان کیلئے اثاثہ اور باعث فخر ہے ،احمد فاروق بازئی,"['کار', 'بلوچستان', 'ڈاکٹر', 'نیوزی لینڈ', 'پاکستان', 'چین']"
30,لینڈ مافیا سے تعلق رکھنے والے افراد نے پولیس اور ضلعی انتظامیہ کی سرپرستی رات کی تاریکی میں مسیحی قوم کی زمین پر قبضہ کرنے کی کوشش کی ،جعفرجارج ,"['پولیس', 'احتجاج', 'پاکستان', 'پیپلز پارٹی', 'غریب', 'کوئٹہ', 'مسیحی برادری']"
31,سوئی تحصیل میں واقع موضع ماڑی جو سالم بگٹی قوم کی ذیلی شاخ پھدلانی کلپر کی ملکیت ہے ،حاجی عبدالفتح بگٹی ,['کوئٹہ']
32,قلعہ عبداللہ اور توبہ اچکزئی میں کچھ عناصرصدیوں سے آباد قبائل کوآپس میں لڑانے کی کوششوں میں مصروف ہیں ،ملک سلطان ,"['افغانستان', 'پاکستان']"
33,محکمہ مو اصلات وتعمیرات کی361 بر طرف ملازمین کا علامتی بھو ک ہڑ تالی کیمپ 22ویں روز بھی جا ری رہا ,"['وزیر اعلیٰ', 'بلوچستان', 'احتجاج', 'اسمبلی']"
34,حکومت عوام کو روزگاردینے کی بجائے ان سے روزگار چھین رہی ہے ،نصرالدین اچکزئی ,"['بلوچستان', 'تیل', 'ایران', 'کاروبار', 'چولہے', 'افغانستان']"
35,پنجاب اسمبلی کی خصوصی کمیٹی نے ڈی آئی جی پولیس طارق عباس قریشی کو پیر کے روزطلب کرلیا ,"['راجہ بشارت', 'پولیس', 'پنجاب', 'پنجاب اسمبلی', 'اسمبلی']"
36,رحمت اللعالمین تعلیمی وظائف کے دائرہ کار کو وسعت دی جائے گی‘ہاشم جواں بخت,"['پانی', 'کار', 'موبائل', 'ٹیکنالوجی', 'پولیس', 'پنجاب', 'مری', 'ملتان', 'لاہور']"
37,ڈپٹی سیکرٹری جنرل عطا تارڑ کی نیب کو بطور ارادہ بند نہ کرنے اور قوانین میں تبدیلی کی حمایت ,"['وزیراعظم', 'عدالت', 'پاکستان', 'فوج', 'عام انتخابات 2018', 'لاہور', 'الیکشن', 'سینیٹ']"
38,جعلی راجکماری، سندھ کاشہزادہ اور مولانا چیئرمین سینیٹ کے الیکشن کو متنازعہ بنانے کی سازش کررہے ہیں‘فردوس عاشق اعوان,"['ڈاکٹر', 'عثمان بزدار', 'وزیراعظم', 'پنجاب', 'پاکستان', 'سندھ', 'عام انتخابات 2018', 'وزیراعلیٰ پنجاب', 'الیکشن', 'سینیٹ', 'فردوس عاشق اعوان']"
39,بھتہ خوروں اور نقص امن کا باعث بننے والے سماج دشمن عناصر کو آڑے ہاتھوں لیا جا رہا ہے‘غلام محمود ڈوگر ,"['موبائل', 'ڈکیتی', 'پولیس', 'قتل', 'لاہور']"
40,چیف ٹریفک آفیسر کیپٹن (ر) سید حماد عابد کی لین لائن، سٹاپ لائن اور زیبرا کراسنگ کی سختی سے پابندی کروانے کی ہدایت ,['ٹریفک']
41,پنجاب حکومت کی ہدایت پر ضلعی انتظامیہ نے دو مقامات پر کورونا ویکسینیشن سنٹر بنا دئیے ,"['پنجاب', 'کرونا وائرس', 'لاہور', 'ریاض']"
42,ضلعی انتظامیہ کے افسران کی کورونا ایس او پیز کی خلاف ورزی پر کاروائیاں جاری ,"['کرونا وائرس', 'کراچی', 'ملتان', 'لاہور', 'ریاض']"
43,پاکستان سیٹیزن پورٹل کے آغاز سے نہ صرف عام آدمی کی عزت نفس بحال ہورہی ہے،گورنر بلوچستان,"['بلوچستان', 'وزیراعظم', 'پاکستان', 'گورنر', 'کوئٹہ']"
44,انسانی زندگی بہت اہم ،کورونا وائرس کی تیسری لہر خطر ناک ثابت ہوسکتی ہے ،بشریٰ رند ,"['کرونا وائرس', 'وزیر اعلیٰ', 'بلوچستان']"
45,سندھ کے اسکول ایجوکیشن اینڈ لٹریسی ڈیپارٹمنٹ نے سندھ ٹیکنیکل اسسٹنٹ فار فار ڈویلپمنٹ ان ترقی یافتہ ایجوکیشن پروگرام کا افتتاح کردیا,"['یورپی یونین', 'تعلیم', 'بجٹ', 'پاکستان', 'غریب', 'سندھ', 'ملازمت']"
46,ثانوی تعلیمی بورڈ کراچی نے السنہ شرقیہ کے سالانہ امتحانات سال2020ء کے نتائج کا اعلان کر دیا ,['کراچی']
47,جامعہ کراچی اورسیفرٹیکنالوجی سولوشن پرائیوٹ لمیٹڈکے مابین مفاہمتی یادداشت پر دستخط ,"['ڈاکٹر', 'کرایہ', 'کراچی']"
48,مقدار سے زیادہ معیار اہمیت رکھتا ہے،ترقی یافتہ ممالک میں اوسط عمر 79 سال تک ہی: ڈاکٹر خالد محمود عراقی,"['ڈاکٹر', 'کراچی', 'علاج', 'پاکستان']"
49,اچھی طرز حکمرانی کو سچی بنیادیں فراہم کرنا ضروری ہے : گورنر بلوچستان,"['بلوچستان', 'وزیراعظم', 'پاکستان', 'گورنر', 'کوئٹہ']"
50,انسانی زندگی بہت اہم ہے کرونا وائرس کی تیسری خطر ناک ثابت ہوسکتی ہی: بشریٰ رند,"['کرونا وائرس', 'وزیر اعلیٰ', 'بلوچستان']"
51,سینیٹ کے 52سینیٹرز اپنی 6 سالہ آئینی مدت پوری کرنے کے بعد ریٹائر ہو گئے,"['بلوچستان', 'پاکستان تحریک انصاف', 'متحدہ قومی موومنٹ', 'سراج الحق', 'ڈاکٹر', 'وزیراعظم', 'اے این پی', 'جماعت اسلامی', 'پاکستان', 'مولانا فضل الرحمن', 'جمعیت', 'سینیٹ', 'پرویز رشید', 'میاں نواز شریف', 'اسحاق ڈار', 'ایم کے']"
52,اپوزیشن کوروناوائرس کی شدت کے باعث کسی قسم کا لانگ مارچ یاشارٹ مارچ نہ کرے ‘یاسمین راشد ,"['شادی', 'پنجاب', 'برطانیہ', 'پاکستان', 'لاہور', 'جاں بحق', 'چین', 'علاج', 'مہنگائی', 'لانگ مارچ']"
53,کیپٹن(ر)سیف انجم کو ایڈیشنل چیف سیکرٹری جنوبی پنجاب سیکرٹریٹ کا اضافی چارج سونپ دیا گیا,"['پنجاب', 'لاہور']"
54,عدالتی حکم پر عملدرآمد، پی ٹی اے نے ملک بھر میں ٹک ٹاک بند کر دی,"['کمپنی', 'پشاور', 'چیف جسٹس', 'پی ٹی اے', 'پشاور ہائیکورٹ', 'دبئی', 'سوشل میڈیا', 'عدالت', 'پاکستان', 'انٹرنیٹ', 'سماعت']"
55,پشاور ہائیکورٹ نے ٹک ٹاک ایپ بند کرنے کا حکم جاری کردیا,"['پشاور', 'چیف جسٹس', 'پی ٹی اے', 'نقصان', 'پشاور ہائیکورٹ', 'دبئی', 'عدالت', 'پاکستان', 'سماعت']"
